cms_certification_number,num_chows_lite,num_chows_mcr,lite_dates,mcr_dates,first_lite_date,first_mcr_date,last_lite_date,last_mcr_date,n_common_exact,n_common_within_1m,match_type,discrepancy_flag,delta_first_months,within_0m,within_1m,jaccard_months,only_in_lite_dates,only_in_mcr_dates
075341,2,1,2018-04|2022-09,2022-09,2018-04,2022-09,2022-09,2022-09,1,1,both_yes_different_months,1,-53.0,True,True,0.5,2018-04,
075347,1,0,2024-05,,2024-05,,2024-05,,0,0,only_lite,1,,False,False,0.0,2024-05,
075348,1,1,2022-09,2016-10,2022-09,2016-10,2022-09,2016-10,0,0,both_yes_different_months,1,71.0,False,False,0.0,2022-09,2016-10
075351,1,0,2017-09,,2017-09,,2017-09,,0,0,only_lite,1,,False,False,0.0,2017-09,
075354,2,0,2021-10|2024-05,,2021-10,,2024-05,,0,0,only_lite,1,,False,False,0.0,2021-10|2024-05,
075355,2,0,2019-05|2024-06,,2019-05,,2024-06,,0,0,only_lite,1,,False,False,0.0,2019-05|2024-06,
075362,1,0,2021-01,,2021-01,,2021-01,,0,0,only_lite,1,,False,False,0.0,2021-01,
075366,1,1,2017-08,2016-04,2017-08,2016-04,2017-08,2016-04,0,0,both_yes_different_months,1,16.0,False,False,0.0,2017-08,2016-04
075375,2,1,2019-04|2022-09,2022-09,2019-04,2022-09,2022-09,2022-09,1,1,both_yes_different_months,1,-41.0,True,True,0.5,2019-04,
075377,1,0,2022-07,,2022-07,,2022-07,,0,0,only_lite,1,,False,False,0.0,2022-07,
075379,3,0,2018-06|2018-07|2024-06,,2018-06,,2024-06,,0,0,only_lite,1,,False,False,0.0,2018-06|2018-07|2024-06,
075381,2,0,2017-01|2021-09,,2017-01,,2021-09,,0,0,only_lite,1,,False,False,0.0,2017-01|2021-09,
075382,1,0,2021-07,,2021-07,,2021-07,,0,0,only_lite,1,,False,False,0.0,2021-07,
075390,2,0,2017-09|2024-06,,2017-09,,2024-06,,0,0,only_lite,1,,False,False,0.0,2017-09|2024-06,
075393,1,0,2018-07,,2018-07,,2018-07,,0,0,only_lite,1,,False,False,0.0,2018-07,
075394,1,0,2022-07,,2022-07,,2022-07,,0,0,only_lite,1,,False,False,0.0,2022-07,
075395,2,0,2017-01|2018-02,,2017-01,,2018-02,,0,0,only_lite,1,,False,False,0.0,2017-01|2018-02,
075397,1,2,2021-11,2016-03|2021-11,2021-11,2016-03,2021-11,2021-11,1,1,both_yes_different_months,1,68.0,True,True,0.5,,2016-03
075400,1,0,2017-01,,2017-01,,2017-01,,0,0,only_lite,1,,False,False,0.0,2017-01,
075405,2,1,2020-06|2023-11,2023-11,2020-06,2023-11,2023-11,2023-11,1,1,both_yes_different_months,1,-41.0,True,True,0.5,2020-06,
075407,2,1,2021-10|2023-11,2023-11,2021-10,2023-11,2023-11,2023-11,1,1,both_yes_different_months,1,-25.0,True,True,0.5,2021-10,
075413,1,0,2017-09,,2017-09,,2017-09,,0,0,only_lite,1,,False,False,0.0,2017-09,
075414,1,0,2023-09,,2023-09,,2023-09,,0,0,only_lite,1,,False,False,0.0,2023-09,
075415,1,0,2018-02,,2018-02,,2018-02,,0,0,only_lite,1,,False,False,0.0,2018-02,
075416,1,1,2017-08,2016-04,2017-08,2016-04,2017-08,2016-04,0,0,both_yes_different_months,1,16.0,False,False,0.0,2017-08,2016-04
075437,5,0,2017-02|2021-12|2022-06|2025-01,,2017-02,,2025-01,,0,0,only_lite,1,,False,False,0.0,2017-02|2021-12|2022-06|2025-01,
085004,1,0,2021-05,,2021-05,,2021-05,,0,0,only_lite,1,,False,False,0.0,2021-05,
085010,2,0,2021-10|2024-02,,2021-10,,2024-02,,0,0,only_lite,1,,False,False,0.0,2021-10|2024-02,
085015,2,0,2021-10|2024-02,,2021-10,,2024-02,,0,0,only_lite,1,,False,False,0.0,2021-10|2024-02,
085019,1,0,2024-03,,2024-03,,2024-03,,0,0,only_lite,1,,False,False,0.0,2024-03,
085021,3,1,2017-03|2018-12|2020-01,2020-01,2017-03,2020-01,2020-01,2020-01,1,1,both_yes_different_months,1,-34.0,True,True,0.3333333333333333,2017-03|2018-12,
085026,1,0,2019-08,,2019-08,,2019-08,,0,0,only_lite,1,,False,False,0.0,2019-08,
085028,2,1,2018-07|2023-08,2023-08,2018-07,2023-08,2023-08,2023-08,1,1,both_yes_different_months,1,-61.0,True,True,0.5,2018-07,
085031,3,1,2017-03|2018-12|2020-01,2020-01,2017-03,2020-01,2020-01,2020-01,1,1,both_yes_different_months,1,-34.0,True,True,0.3333333333333333,2017-03|2018-12,
085033,2,1,2018-07|2023-08,2023-08,2018-07,2023-08,2023-08,2023-08,1,1,both_yes_different_months,1,-61.0,True,True,0.5,2018-07,
085036,3,1,2017-03|2018-12|2020-01,2020-01,2017-03,2020-01,2020-01,2020-01,1,1,both_yes_different_months,1,-34.0,True,True,0.3333333333333333,2017-03|2018-12,
085039,5,1,2019-01|2019-03|2020-09|2020-12|2023-12,2018-08,2019-01,2018-08,2023-12,2018-08,0,0,both_yes_different_months,1,5.0,False,False,0.0,2019-01|2019-03|2020-09|2020-12|2023-12,2018-08
085040,5,0,2018-01|2019-01|2019-06|2020-03|2020-06,,2018-01,,2020-06,,0,0,only_lite,1,,False,False,0.0,2018-01|2019-01|2019-06|2020-03|2020-06,
085042,2,1,2018-10|2021-06,2021-06,2018-10,2021-06,2021-06,2021-06,1,1,both_yes_different_months,1,-32.0,True,True,0.5,2018-10,
095036,1,0,2018-05,,2018-05,,2018-05,,0,0,only_lite,1,,False,False,0.0,2018-05,
095040,1,0,2019-09,,2019-09,,2019-09,,0,0,only_lite,1,,False,False,0.0,2019-09,
105001,3,1,2021-09|2021-12|2022-12,2022-04,2021-09,2022-04,2022-12,2022-04,0,0,both_yes_different_months,1,-7.0,False,False,0.0,2021-09|2021-12|2022-12,2022-04
105002,2,3,2017-01|2020-03,2017-03|2017-04|2020-05,2017-01,2017-03,2020-03,2020-05,0,0,both_yes_different_months,1,-2.0,False,False,0.0,2017-01|2020-03,2017-03|2017-04|2020-05
105009,3,1,2022-10|2023-09,2022-10,2022-10,2022-10,2023-09,2022-10,1,1,both_yes_different_months,1,0.0,True,True,0.5,2023-09,
105012,5,1,2020-01|2021-01|2021-03|2021-12|2023-09,2023-09,2020-01,2023-09,2023-09,2023-09,1,1,both_yes_different_months,1,-44.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105037,2,1,2024-06,2018-09,2024-06,2018-09,2024-06,2018-09,0,0,both_yes_different_months,1,69.0,False,False,0.0,2024-06,2018-09
105038,5,1,2019-03|2019-11|2021-06|2022-01|2024-01,2022-06,2019-03,2022-06,2024-01,2022-06,0,0,both_yes_different_months,1,-39.0,False,False,0.0,2019-03|2019-11|2021-06|2022-01|2024-01,2022-06
105050,2,1,2022-03|2022-07,2022-07,2022-03,2022-07,2022-07,2022-07,1,1,both_yes_different_months,1,-4.0,True,True,0.5,2022-03,
105052,1,1,2020-08,2020-11,2020-08,2020-11,2020-08,2020-11,0,0,both_yes_different_months,1,-3.0,False,False,0.0,2020-08,2020-11
105071,1,2,2023-08,2015-12|2023-08,2023-08,2015-12,2023-08,2023-08,1,1,both_yes_different_months,1,92.0,True,True,0.5,,2015-12
105072,3,1,2021-01|2022-03|2022-07,2022-07,2021-01,2022-07,2022-07,2022-07,1,1,both_yes_different_months,1,-18.0,True,True,0.3333333333333333,2021-01|2022-03,
105083,3,0,2019-03|2019-11|2021-06,,2019-03,,2021-06,,0,0,only_lite,1,,False,False,0.0,2019-03|2019-11|2021-06,
105089,2,1,2022-12|2023-01,2023-01,2022-12,2023-01,2023-01,2023-01,1,1,both_yes_different_months,1,-1.0,True,True,0.5,2022-12,
105119,4,1,2021-01|2021-03|2022-03|2022-07,2022-07,2021-01,2022-07,2022-07,2022-07,1,1,both_yes_different_months,1,-18.0,True,True,0.25,2021-01|2021-03|2022-03,
105120,1,1,2023-05,2023-04,2023-05,2023-04,2023-05,2023-04,0,1,both_yes_different_months,1,1.0,False,True,0.0,2023-05,2023-04
105125,1,2,2023-08,2015-12|2023-08,2023-08,2015-12,2023-08,2023-08,1,1,both_yes_different_months,1,92.0,True,True,0.5,,2015-12
105132,5,1,2020-01|2021-01|2021-03|2021-12|2023-12,2023-12,2020-01,2023-12,2023-12,2023-12,1,1,both_yes_different_months,1,-47.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105135,1,0,2021-01,,2021-01,,2021-01,,0,0,only_lite,1,,False,False,0.0,2021-01,
105138,3,1,2019-02|2019-12|2022-02,2022-02,2019-02,2022-02,2022-02,2022-02,1,1,both_yes_different_months,1,-36.0,True,True,0.3333333333333333,2019-02|2019-12,
105140,2,2,2017-01|2021-02,2017-06|2021-06,2017-01,2017-06,2021-02,2021-06,0,0,both_yes_different_months,1,-5.0,False,False,0.0,2017-01|2021-02,2017-06|2021-06
105145,1,1,2020-08,2020-11,2020-08,2020-11,2020-08,2020-11,0,0,both_yes_different_months,1,-3.0,False,False,0.0,2020-08,2020-11
105146,2,1,2020-11|2022-01,2020-11,2020-11,2020-11,2022-01,2020-11,1,1,both_yes_different_months,1,0.0,True,True,0.5,2022-01,
105148,5,1,2020-01|2021-01|2021-03|2021-12|2023-12,2023-12,2020-01,2023-12,2023-12,2023-12,1,1,both_yes_different_months,1,-47.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105149,4,1,2021-01|2021-03|2022-03|2022-07,2022-07,2021-01,2022-07,2022-07,2022-07,1,1,both_yes_different_months,1,-18.0,True,True,0.25,2021-01|2021-03|2022-03,
105153,2,0,2019-11|2021-06,,2019-11,,2021-06,,0,0,only_lite,1,,False,False,0.0,2019-11|2021-06,
105159,4,1,2021-01|2021-03|2022-03|2022-07,2022-07,2021-01,2022-07,2022-07,2022-07,1,1,both_yes_different_months,1,-18.0,True,True,0.25,2021-01|2021-03|2022-03,
105166,1,2,2023-08,2015-12|2023-08,2023-08,2015-12,2023-08,2023-08,1,1,both_yes_different_months,1,92.0,True,True,0.5,,2015-12
105172,1,0,2018-08,,2018-08,,2018-08,,0,0,only_lite,1,,False,False,0.0,2018-08,
105175,3,0,2019-03|2019-11|2021-06,,2019-03,,2021-06,,0,0,only_lite,1,,False,False,0.0,2019-03|2019-11|2021-06,
105178,4,0,2020-01|2021-01|2021-03|2021-12,,2020-01,,2021-12,,0,0,only_lite,1,,False,False,0.0,2020-01|2021-01|2021-03|2021-12,
105193,3,1,2021-01|2022-03|2022-07,2022-07,2021-01,2022-07,2022-07,2022-07,1,1,both_yes_different_months,1,-18.0,True,True,0.3333333333333333,2021-01|2022-03,
105196,3,1,2021-01|2022-03|2022-07,2022-07,2021-01,2022-07,2022-07,2022-07,1,1,both_yes_different_months,1,-18.0,True,True,0.3333333333333333,2021-01|2022-03,
105202,4,1,2021-01|2021-03|2022-03|2022-07,2022-07,2021-01,2022-07,2022-07,2022-07,1,1,both_yes_different_months,1,-18.0,True,True,0.25,2021-01|2021-03|2022-03,
105205,0,1,,2023-01,,2023-01,,2023-01,0,0,only_mcr,1,,False,False,0.0,,2023-01
105207,3,0,2021-09|2021-12|2022-12,,2021-09,,2022-12,,0,0,only_lite,1,,False,False,0.0,2021-09|2021-12|2022-12,
105217,3,1,2021-01|2021-03|2022-07,2022-07,2021-01,2022-07,2022-07,2022-07,1,1,both_yes_different_months,1,-18.0,True,True,0.3333333333333333,2021-01|2021-03,
105228,2,2,2017-12|2018-12,2018-11|2022-05,2017-12,2018-11,2018-12,2022-05,0,1,both_yes_different_months,1,-11.0,False,True,0.0,2017-12|2018-12,2018-11|2022-05
105229,2,1,2018-03,2018-05,2018-03,2018-05,2018-03,2018-05,0,0,both_yes_different_months,1,-2.0,False,False,0.0,2018-03,2018-05
105238,3,0,2020-01|2021-01|2021-03,,2020-01,,2021-03,,0,0,only_lite,1,,False,False,0.0,2020-01|2021-01|2021-03,
105248,2,1,2022-09,2023-02,2022-09,2023-02,2022-09,2023-02,0,0,both_yes_different_months,1,-5.0,False,False,0.0,2022-09,2023-02
105251,3,1,2021-01|2022-03|2022-07,2022-07,2021-01,2022-07,2022-07,2022-07,1,1,both_yes_different_months,1,-18.0,True,True,0.3333333333333333,2021-01|2022-03,
105257,5,1,2020-01|2021-01|2021-03|2021-12|2023-09,2023-09,2020-01,2023-09,2023-09,2023-09,1,1,both_yes_different_months,1,-44.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105258,5,1,2020-01|2021-01|2021-03|2021-12|2023-11,2023-11,2020-01,2023-11,2023-11,2023-11,1,1,both_yes_different_months,1,-46.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105262,1,2,2022-09,2018-05|2022-09,2022-09,2018-05,2022-09,2022-09,1,1,both_yes_different_months,1,52.0,True,True,0.5,,2018-05
105267,4,1,2021-09|2021-12|2022-04|2024-01,2022-04,2021-09,2022-04,2024-01,2022-04,1,1,both_yes_different_months,1,-7.0,True,True,0.25,2021-09|2021-12|2024-01,
105268,1,0,2017-01,,2017-01,,2017-01,,0,0,only_lite,1,,False,False,0.0,2017-01,
105275,3,0,2022-10|2023-09,,2022-10,,2023-09,,0,0,only_lite,1,,False,False,0.0,2022-10|2023-09,
105277,2,1,2018-08|2018-12,2018-08,2018-08,2018-08,2018-12,2018-08,1,1,both_yes_different_months,1,0.0,True,True,0.5,2018-12,
105282,1,0,2025-01,,2025-01,,2025-01,,0,0,only_lite,1,,False,False,0.0,2025-01,
105292,2,2,2020-01|2024-02,2016-04|2018-01,2020-01,2016-04,2024-02,2018-01,0,0,both_yes_different_months,1,45.0,False,False,0.0,2020-01|2024-02,2016-04|2018-01
105296,3,2,2022-02|2023-08|2023-09,2022-02|2023-08,2022-02,2022-02,2023-09,2023-08,2,2,both_yes_different_months,1,0.0,True,True,0.6666666666666666,2023-09,
105298,2,0,2017-10|2019-01,,2017-10,,2019-01,,0,0,only_lite,1,,False,False,0.0,2017-10|2019-01,
105301,1,0,2022-02,,2022-02,,2022-02,,0,0,only_lite,1,,False,False,0.0,2022-02,
105302,1,1,2018-05,2018-06,2018-05,2018-06,2018-05,2018-06,0,1,both_yes_different_months,1,-1.0,False,True,0.0,2018-05,2018-06
105305,1,0,2021-01,,2021-01,,2021-01,,0,0,only_lite,1,,False,False,0.0,2021-01,
105324,1,0,2021-01,,2021-01,,2021-01,,0,0,only_lite,1,,False,False,0.0,2021-01,
105325,5,1,2020-01|2021-01|2021-03|2021-12|2023-09,2023-09,2020-01,2023-09,2023-09,2023-09,1,1,both_yes_different_months,1,-44.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105328,1,1,2020-02,2020-03,2020-02,2020-03,2020-02,2020-03,0,1,both_yes_different_months,1,-1.0,False,True,0.0,2020-02,2020-03
105331,1,1,2019-06,2019-07,2019-06,2019-07,2019-06,2019-07,0,1,both_yes_different_months,1,-1.0,False,True,0.0,2019-06,2019-07
105336,1,2,2023-08,2015-12|2023-08,2023-08,2015-12,2023-08,2023-08,1,1,both_yes_different_months,1,92.0,True,True,0.5,,2015-12
105346,2,2,2021-05|2023-08,2021-07|2023-08,2021-05,2021-07,2023-08,2023-08,1,1,both_yes_different_months,1,-2.0,True,True,0.3333333333333333,2021-05,2021-07
105350,2,2,2022-02|2023-09,2022-02|2023-08,2022-02,2022-02,2023-09,2023-08,1,2,both_yes_different_months,1,0.0,True,True,0.3333333333333333,2023-09,2023-08
105351,2,0,2018-04|2022-09,,2018-04,,2022-09,,0,0,only_lite,1,,False,False,0.0,2018-04|2022-09,
105354,1,1,2017-11,2016-03,2017-11,2016-03,2017-11,2016-03,0,0,both_yes_different_months,1,20.0,False,False,0.0,2017-11,2016-03
105363,2,1,2022-10,2022-11,2022-10,2022-11,2022-10,2022-11,0,1,both_yes_different_months,1,-1.0,False,True,0.0,2022-10,2022-11
105364,1,0,2022-02,,2022-02,,2022-02,,0,0,only_lite,1,,False,False,0.0,2022-02,
105366,4,2,2018-07|2021-03|2021-08|2022-09,2021-08|2022-09,2018-07,2021-08,2022-09,2022-09,2,2,both_yes_different_months,1,-37.0,True,True,0.5,2018-07|2021-03,
105373,3,1,2020-11|2022-01|2023-11,2020-11,2020-11,2020-11,2023-11,2020-11,1,1,both_yes_different_months,1,0.0,True,True,0.3333333333333333,2022-01|2023-11,
105375,2,1,2022-03|2022-07,2022-07,2022-03,2022-07,2022-07,2022-07,1,1,both_yes_different_months,1,-4.0,True,True,0.5,2022-03,
105377,2,1,2020-11|2022-01,2020-11,2020-11,2020-11,2022-01,2020-11,1,1,both_yes_different_months,1,0.0,True,True,0.5,2022-01,
105381,2,1,2018-05|2022-10,2022-10,2018-05,2022-10,2022-10,2022-10,1,1,both_yes_different_months,1,-53.0,True,True,0.5,2018-05,
105382,1,1,2018-05,2018-06,2018-05,2018-06,2018-05,2018-06,0,1,both_yes_different_months,1,-1.0,False,True,0.0,2018-05,2018-06
105387,2,1,2022-10,2022-11,2022-10,2022-11,2022-10,2022-11,0,1,both_yes_different_months,1,-1.0,False,True,0.0,2022-10,2022-11
105389,3,1,2018-07|2023-01|2023-05,2023-05,2018-07,2023-05,2023-05,2023-05,1,1,both_yes_different_months,1,-58.0,True,True,0.3333333333333333,2018-07|2023-01,
105390,2,1,2020-11|2022-04,2020-11,2020-11,2020-11,2022-04,2020-11,1,1,both_yes_different_months,1,0.0,True,True,0.5,2022-04,
105394,4,1,2017-06|2020-11|2022-01|2023-11,2020-11,2017-06,2020-11,2023-11,2020-11,1,1,both_yes_different_months,1,-41.0,True,True,0.25,2017-06|2022-01|2023-11,
105395,0,1,,2016-09,,2016-09,,2016-09,0,0,only_mcr,1,,False,False,0.0,,2016-09
105398,1,0,2021-01,,2021-01,,2021-01,,0,0,only_lite,1,,False,False,0.0,2021-01,
105399,1,1,2018-05,2018-06,2018-05,2018-06,2018-05,2018-06,0,1,both_yes_different_months,1,-1.0,False,True,0.0,2018-05,2018-06
105402,1,0,2021-01,,2021-01,,2021-01,,0,0,only_lite,1,,False,False,0.0,2021-01,
105407,1,1,2020-04,2020-08,2020-04,2020-08,2020-04,2020-08,0,0,both_yes_different_months,1,-4.0,False,False,0.0,2020-04,2020-08
105409,2,0,2022-10|2022-12,,2022-10,,2022-12,,0,0,only_lite,1,,False,False,0.0,2022-10|2022-12,
105410,2,1,2018-08|2018-12,2018-08,2018-08,2018-08,2018-12,2018-08,1,1,both_yes_different_months,1,0.0,True,True,0.5,2018-12,
105412,1,0,2020-02,,2020-02,,2020-02,,0,0,only_lite,1,,False,False,0.0,2020-02,
105413,5,1,2020-01|2021-01|2021-03|2021-12|2023-12,2023-12,2020-01,2023-12,2023-12,2023-12,1,1,both_yes_different_months,1,-47.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105416,5,1,2020-01|2021-01|2021-03|2021-12|2023-12,2023-12,2020-01,2023-12,2023-12,2023-12,1,1,both_yes_different_months,1,-47.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105417,5,1,2020-01|2021-01|2021-03|2021-12|2023-11,2023-11,2020-01,2023-11,2023-11,2023-11,1,1,both_yes_different_months,1,-46.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105419,3,1,2020-11|2022-01|2023-11,2020-11,2020-11,2020-11,2023-11,2020-11,1,1,both_yes_different_months,1,0.0,True,True,0.3333333333333333,2022-01|2023-11,
105421,3,1,2018-07|2023-01|2023-05,2023-05,2018-07,2023-05,2023-05,2023-05,1,1,both_yes_different_months,1,-58.0,True,True,0.3333333333333333,2018-07|2023-01,
105423,1,0,2022-01,,2022-01,,2022-01,,0,0,only_lite,1,,False,False,0.0,2022-01,
105426,2,2,2023-07|2023-08,2015-12|2023-08,2023-07,2015-12,2023-08,2023-08,1,1,both_yes_different_months,1,91.0,True,True,0.3333333333333333,2023-07,2015-12
105427,0,1,,2015-12,,2015-12,,2015-12,0,0,only_mcr,1,,False,False,0.0,,2015-12
105428,2,1,2021-05|2023-08,2021-07,2021-05,2021-07,2023-08,2021-07,0,0,both_yes_different_months,1,-2.0,False,False,0.0,2021-05|2023-08,2021-07
105430,3,1,2021-09|2021-12|2022-12,2022-04,2021-09,2022-04,2022-12,2022-04,0,0,both_yes_different_months,1,-7.0,False,False,0.0,2021-09|2021-12|2022-12,2022-04
105431,1,2,2023-08,2015-12|2023-08,2023-08,2015-12,2023-08,2023-08,1,1,both_yes_different_months,1,92.0,True,True,0.5,,2015-12
105433,5,1,2020-01|2021-01|2021-03|2021-12|2023-11,2023-11,2020-01,2023-11,2023-11,2023-11,1,1,both_yes_different_months,1,-46.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105434,1,0,2024-04,,2024-04,,2024-04,,0,0,only_lite,1,,False,False,0.0,2024-04,
105435,4,2,2017-04|2021-03|2023-08|2024-08,2017-04|2021-03,2017-04,2017-04,2024-08,2021-03,2,2,both_yes_different_months,1,0.0,True,True,0.5,2023-08|2024-08,
105436,3,1,2018-07|2023-01|2023-05,2023-05,2018-07,2023-05,2023-05,2023-05,1,1,both_yes_different_months,1,-58.0,True,True,0.3333333333333333,2018-07|2023-01,
105438,3,1,2020-11|2022-01|2023-11,2020-11,2020-11,2020-11,2023-11,2020-11,1,1,both_yes_different_months,1,0.0,True,True,0.3333333333333333,2022-01|2023-11,
105439,2,1,2017-06|2020-04,2020-04,2017-06,2020-04,2020-04,2020-04,1,1,both_yes_different_months,1,-34.0,True,True,0.5,2017-06,
105440,5,1,2020-01|2021-01|2021-03|2021-12|2023-09,2023-09,2020-01,2023-09,2023-09,2023-09,1,1,both_yes_different_months,1,-44.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105441,2,1,2022-01,2022-03,2022-01,2022-03,2022-01,2022-03,0,0,both_yes_different_months,1,-2.0,False,False,0.0,2022-01,2022-03
105442,1,1,2018-12,2019-08,2018-12,2019-08,2018-12,2019-08,0,0,both_yes_different_months,1,-8.0,False,False,0.0,2018-12,2019-08
105443,5,1,2020-01|2021-01|2021-03|2021-12|2023-11,2023-11,2020-01,2023-11,2023-11,2023-11,1,1,both_yes_different_months,1,-46.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105445,5,1,2020-01|2021-01|2021-03|2021-12|2023-11,2023-11,2020-01,2023-11,2023-11,2023-11,1,1,both_yes_different_months,1,-46.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105447,5,1,2020-01|2021-01|2021-03|2021-12|2023-09,2023-09,2020-01,2023-09,2023-09,2023-09,1,1,both_yes_different_months,1,-44.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105449,1,0,2025-01,,2025-01,,2025-01,,0,0,only_lite,1,,False,False,0.0,2025-01,
105451,1,0,2022-10,,2022-10,,2022-10,,0,0,only_lite,1,,False,False,0.0,2022-10,
105452,5,1,2020-01|2021-01|2021-03|2021-12|2023-11,2023-11,2020-01,2023-11,2023-11,2023-11,1,1,both_yes_different_months,1,-46.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105453,1,1,2018-05,2018-06,2018-05,2018-06,2018-05,2018-06,0,1,both_yes_different_months,1,-1.0,False,True,0.0,2018-05,2018-06
105454,3,1,2018-07|2023-01|2023-05,2023-05,2018-07,2023-05,2023-05,2023-05,1,1,both_yes_different_months,1,-58.0,True,True,0.3333333333333333,2018-07|2023-01,
105455,2,1,2020-11|2022-01,2020-11,2020-11,2020-11,2022-01,2020-11,1,1,both_yes_different_months,1,0.0,True,True,0.5,2022-01,
105458,3,1,2018-05|2022-10,2022-10,2018-05,2022-10,2022-10,2022-10,1,1,both_yes_different_months,1,-53.0,True,True,0.5,2018-05,
105459,6,1,2020-01|2021-01|2021-03|2021-12|2022-04|2024-01,2022-04,2020-01,2022-04,2024-01,2022-04,1,1,both_yes_different_months,1,-27.0,True,True,0.1666666666666666,2020-01|2021-01|2021-03|2021-12|2024-01,
105460,5,1,2020-01|2021-01|2021-03|2021-12|2023-09,2023-09,2020-01,2023-09,2023-09,2023-09,1,1,both_yes_different_months,1,-44.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105461,5,1,2020-01|2021-01|2021-03|2021-12|2023-11,2023-11,2020-01,2023-11,2023-11,2023-11,1,1,both_yes_different_months,1,-46.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105462,2,1,2017-11|2019-12,2016-03,2017-11,2016-03,2019-12,2016-03,0,0,both_yes_different_months,1,20.0,False,False,0.0,2017-11|2019-12,2016-03
105463,0,1,,2022-09,,2022-09,,2022-09,0,0,only_mcr,1,,False,False,0.0,,2022-09
105464,2,1,2017-11|2020-04,2020-04,2017-11,2020-04,2020-04,2020-04,1,1,both_yes_different_months,1,-29.0,True,True,0.5,2017-11,
105465,3,1,2020-11|2022-01|2023-11,2020-11,2020-11,2020-11,2023-11,2020-11,1,1,both_yes_different_months,1,0.0,True,True,0.3333333333333333,2022-01|2023-11,
105466,2,0,2022-10,,2022-10,,2022-10,,0,0,only_lite,1,,False,False,0.0,2022-10,
105467,1,2,2023-08,2015-12|2023-08,2023-08,2015-12,2023-08,2023-08,1,1,both_yes_different_months,1,92.0,True,True,0.5,,2015-12
105468,4,2,2018-12|2021-01|2022-03|2022-07,2019-06|2022-07,2018-12,2019-06,2022-07,2022-07,1,1,both_yes_different_months,1,-6.0,True,True,0.2,2018-12|2021-01|2022-03,2019-06
105470,2,1,2017-08|2018-12,2019-08,2017-08,2019-08,2018-12,2019-08,0,0,both_yes_different_months,1,-24.0,False,False,0.0,2017-08|2018-12,2019-08
105471,5,1,2020-01|2021-01|2021-03|2021-12|2023-04,2023-04,2020-01,2023-04,2023-04,2023-04,1,1,both_yes_different_months,1,-39.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105474,6,1,2020-01|2021-01|2021-03|2021-10|2021-12|2022-03,2022-03,2020-01,2022-03,2022-03,2022-03,1,1,both_yes_different_months,1,-26.0,True,True,0.1666666666666666,2020-01|2021-01|2021-03|2021-10|2021-12,
105475,2,1,2022-01|2024-05,2021-12,2022-01,2021-12,2024-05,2021-12,0,1,both_yes_different_months,1,1.0,False,True,0.0,2022-01|2024-05,2021-12
105476,2,1,2021-07|2021-11,2021-11,2021-07,2021-11,2021-11,2021-11,1,1,both_yes_different_months,1,-4.0,True,True,0.5,2021-07,
105478,2,1,2022-03|2022-07,2022-07,2022-03,2022-07,2022-07,2022-07,1,1,both_yes_different_months,1,-4.0,True,True,0.5,2022-03,
105480,5,1,2020-01|2021-01|2021-03|2021-12|2023-12,2023-12,2020-01,2023-12,2023-12,2023-12,1,1,both_yes_different_months,1,-47.0,True,True,0.2,2020-01|2021-01|2021-03|2021-12,
105481,2,1,2018-07|2023-04,2023-04,2018-07,2023-04,2023-04,2023-04,1,1,both_yes_different_months,1,-57.0,True,True,0.5,2018-07,
105482,6,1,2020-01|2021-01|2021-03|2021-09|2021-12,2022-04,2020-01,2022-04,2021-12,2022-04,0,0,both_yes_different_months,1,-27.0,False,False,0.0,2020-01|2021-01|2021-03|2021-09|2021-12,2022-04
105484,2,1,2021-09|2021-10,2022-03,2021-09,2022-03,2021-10,2022-03,0,0,both_yes_different_months,1,-6.0,False,False,0.0,2021-09|2021-10,2022-03
105485,1,0,2020-02,,2020-02,,2020-02,,0,0,only_lite,1,,False,False,0.0,2020-02,
105486,2,2,2017-12|2018-12,2018-11|2022-05,2017-12,2018-11,2018-12,2022-05,0,1,both_yes_different_months,1,-11.0,False,True,0.0,2017-12|2018-12,2018-11|2022-05
105487,3,1,2021-09|2021-12|2022-04,2022-04,2021-09,2022-04,2022-04,2022-04,1,1,both_yes_different_months,1,-7.0,True,True,0.3333333333333333,2021-09|2021-12,
