cms_certification_number,num_chows,is_chow,chow_date_1,chow_date_2,chow_date_3,chow_date_4,chow_date_5,chow_date_6,chow_date_7,chow_date_8,chow_date_9
146173,1,1,2018-08-03,,,,,,,,
146174,0,0,,,,,,,,,
146175,1,1,2017-03-01,,,,,,,,
146176,1,1,2019-04-02,,,,,,,,
146178,0,0,,,,,,,,,
146179,2,1,2019-07-15,2024-06-01,,,,,,,
146180,0,0,,,,,,,,,
146181,3,1,2017-07-01,2019-09-27,2021-02-01,,,,,,
146182,0,0,,,,,,,,,
146183,1,1,2018-02-28,,,,,,,,
146185,0,0,,,,,,,,,
146186,1,1,2018-02-28,,,,,,,,
146187,0,0,,,,,,,,,
146188,1,1,2022-07-01,,,,,,,,
146189,0,0,,,,,,,,,
146190,0,0,,,,,,,,,
146191,0,0,,,,,,,,,
146192,0,0,,,,,,,,,
146193,0,0,,,,,,,,,
146194,0,0,,,,,,,,,
146195,0,0,,,,,,,,,
146196,0,0,,,,,,,,,
146198,0,0,,,,,,,,,
155001,0,0,,,,,,,,,
155003,0,0,,,,,,,,,
155005,0,0,,,,,,,,,
155006,0,0,,,,,,,,,
155019,0,0,,,,,,,,,
155022,0,0,,,,,,,,,
155026,0,0,,,,,,,,,
155029,0,0,,,,,,,,,
155038,0,0,,,,,,,,,
155039,0,0,,,,,,,,,
155041,0,0,,,,,,,,,
155042,0,0,,,,,,,,,
155049,0,0,,,,,,,,,
155053,0,0,,,,,,,,,
155059,0,0,,,,,,,,,
155061,0,0,,,,,,,,,
155062,0,0,,,,,,,,,
155064,0,0,,,,,,,,,
155066,0,0,,,,,,,,,
155070,0,0,,,,,,,,,
155072,0,0,,,,,,,,,
155073,1,1,2023-07-01,,,,,,,,
155076,0,0,,,,,,,,,
155077,0,0,,,,,,,,,
155089,0,0,,,,,,,,,
155093,0,0,,,,,,,,,
155094,0,0,,,,,,,,,
155095,0,0,,,,,,,,,
155100,0,0,,,,,,,,,
155102,0,0,,,,,,,,,
155103,0,0,,,,,,,,,
155104,1,1,2023-02-01,,,,,,,,
155106,0,0,,,,,,,,,
155109,0,0,,,,,,,,,
155115,0,0,,,,,,,,,
155118,0,0,,,,,,,,,
155120,0,0,,,,,,,,,
155121,0,0,,,,,,,,,
155124,0,0,,,,,,,,,
155126,0,0,,,,,,,,,
155128,0,0,,,,,,,,,
155131,0,0,,,,,,,,,
155132,0,0,,,,,,,,,
155133,0,0,,,,,,,,,
155135,0,0,,,,,,,,,
155136,0,0,,,,,,,,,
155137,0,0,,,,,,,,,
155138,0,0,,,,,,,,,
155139,0,0,,,,,,,,,
155143,0,0,,,,,,,,,
155145,0,0,,,,,,,,,
155148,0,0,,,,,,,,,
155149,0,0,,,,,,,,,
155150,0,0,,,,,,,,,
155152,0,0,,,,,,,,,
155153,0,0,,,,,,,,,
155154,0,0,,,,,,,,,
155156,0,0,,,,,,,,,
155157,0,0,,,,,,,,,
155158,0,0,,,,,,,,,
155159,0,0,,,,,,,,,
155160,0,0,,,,,,,,,
155162,0,0,,,,,,,,,
155165,0,0,,,,,,,,,
155166,0,0,,,,,,,,,
155167,0,0,,,,,,,,,
155171,0,0,,,,,,,,,
155173,0,0,,,,,,,,,
155176,0,0,,,,,,,,,
155177,0,0,,,,,,,,,
155178,0,0,,,,,,,,,
155181,0,0,,,,,,,,,
155183,0,0,,,,,,,,,
155187,0,0,,,,,,,,,
155188,0,0,,,,,,,,,
155191,1,1,2022-09-30,,,,,,,,
155193,0,0,,,,,,,,,
155196,0,0,,,,,,,,,
155197,0,0,,,,,,,,,
155198,0,0,,,,,,,,,
155199,0,0,,,,,,,,,
155200,0,0,,,,,,,,,
155202,0,0,,,,,,,,,
155203,0,0,,,,,,,,,
155205,0,0,,,,,,,,,
155206,0,0,,,,,,,,,
155207,0,0,,,,,,,,,
155208,0,0,,,,,,,,,
155209,0,0,,,,,,,,,
155210,0,0,,,,,,,,,
155211,0,0,,,,,,,,,
155214,0,0,,,,,,,,,
155215,0,0,,,,,,,,,
155217,0,0,,,,,,,,,
155218,0,0,,,,,,,,,
155219,0,0,,,,,,,,,
155220,0,0,,,,,,,,,
155221,0,0,,,,,,,,,
155222,0,0,,,,,,,,,
155223,0,0,,,,,,,,,
155224,0,0,,,,,,,,,
155226,0,0,,,,,,,,,
155228,0,0,,,,,,,,,
155229,1,1,2018-12-01,,,,,,,,
155230,0,0,,,,,,,,,
155231,0,0,,,,,,,,,
155232,0,0,,,,,,,,,
155233,0,0,,,,,,,,,
155234,0,0,,,,,,,,,
155235,0,0,,,,,,,,,
155236,0,0,,,,,,,,,
155237,0,0,,,,,,,,,
155238,0,0,,,,,,,,,
155240,0,0,,,,,,,,,
155241,0,0,,,,,,,,,
155242,0,0,,,,,,,,,
155243,0,0,,,,,,,,,
155245,0,0,,,,,,,,,
155246,0,0,,,,,,,,,
155247,0,0,,,,,,,,,
155248,0,0,,,,,,,,,
155249,0,0,,,,,,,,,
155251,0,0,,,,,,,,,
155252,0,0,,,,,,,,,
155253,3,1,2017-03-06,2018-12-31,2020-01-01,,,,,,
155254,0,0,,,,,,,,,
155255,0,0,,,,,,,,,
155258,0,0,,,,,,,,,
155261,0,0,,,,,,,,,
155262,0,0,,,,,,,,,
155263,0,0,,,,,,,,,
155264,0,0,,,,,,,,,
155265,0,0,,,,,,,,,
155266,1,1,2018-08-01,,,,,,,,
155267,0,0,,,,,,,,,
155269,0,0,,,,,,,,,
155270,0,0,,,,,,,,,
155271,0,0,,,,,,,,,
155272,0,0,,,,,,,,,
155273,0,0,,,,,,,,,
155274,0,0,,,,,,,,,
155275,0,0,,,,,,,,,
155277,0,0,,,,,,,,,
155278,0,0,,,,,,,,,
155280,0,0,,,,,,,,,
155283,0,0,,,,,,,,,
155286,0,0,,,,,,,,,
155287,1,1,2018-11-01,,,,,,,,
155289,0,0,,,,,,,,,
155290,0,0,,,,,,,,,
155292,0,0,,,,,,,,,
155294,3,1,2017-03-06,2018-12-31,2020-01-01,,,,,,
155295,0,0,,,,,,,,,
155297,0,0,,,,,,,,,
155298,0,0,,,,,,,,,
155299,0,0,,,,,,,,,
155304,0,0,,,,,,,,,
155305,0,0,,,,,,,,,
155312,0,0,,,,,,,,,
155319,0,0,,,,,,,,,
155321,0,0,,,,,,,,,
155323,0,0,,,,,,,,,
155324,1,1,2018-08-01,,,,,,,,
155325,0,0,,,,,,,,,
155327,0,0,,,,,,,,,
155328,0,0,,,,,,,,,
155329,0,0,,,,,,,,,
155330,0,0,,,,,,,,,
155331,1,1,2018-12-01,,,,,,,,
155332,0,0,,,,,,,,,
155333,1,1,2017-01-01,,,,,,,,
155334,0,0,,,,,,,,,
155335,0,0,,,,,,,,,
155336,0,0,,,,,,,,,
155338,0,0,,,,,,,,,
155341,0,0,,,,,,,,,
155342,0,0,,,,,,,,,
155343,1,1,2018-10-01,,,,,,,,
155344,1,1,2018-10-01,,,,,,,,
155348,1,1,2018-10-01,,,,,,,,
155349,0,0,,,,,,,,,
155352,0,0,,,,,,,,,
155353,0,0,,,,,,,,,
155354,0,0,,,,,,,,,
155355,0,0,,,,,,,,,
155356,0,0,,,,,,,,,
155357,0,0,,,,,,,,,
155358,0,0,,,,,,,,,
155359,0,0,,,,,,,,,
155361,0,0,,,,,,,,,
155362,0,0,,,,,,,,,
155363,0,0,,,,,,,,,
155364,0,0,,,,,,,,,
155367,0,0,,,,,,,,,
155368,0,0,,,,,,,,,
155370,1,1,2017-04-01,,,,,,,,
155373,0,0,,,,,,,,,
155374,0,0,,,,,,,,,
155375,0,0,,,,,,,,,
155376,0,0,,,,,,,,,
155377,0,0,,,,,,,,,
155378,0,0,,,,,,,,,
155379,1,1,2018-12-01,,,,,,,,
155381,0,0,,,,,,,,,
155383,0,0,,,,,,,,,
155384,0,0,,,,,,,,,
155385,0,0,,,,,,,,,
155386,0,0,,,,,,,,,
155387,0,0,,,,,,,,,
155388,0,0,,,,,,,,,
155389,0,0,,,,,,,,,
155390,0,0,,,,,,,,,
155392,0,0,,,,,,,,,
155400,0,0,,,,,,,,,
155401,0,0,,,,,,,,,
155402,0,0,,,,,,,,,
155404,0,0,,,,,,,,,
155406,0,0,,,,,,,,,
155409,0,0,,,,,,,,,
155412,0,0,,,,,,,,,
155414,0,0,,,,,,,,,
155417,0,0,,,,,,,,,
155419,0,0,,,,,,,,,
155423,1,1,2018-10-01,,,,,,,,
155424,0,0,,,,,,,,,
155426,0,0,,,,,,,,,
155427,0,0,,,,,,,,,
155428,0,0,,,,,,,,,
155430,0,0,,,,,,,,,
155432,0,0,,,,,,,,,
155434,0,0,,,,,,,,,
155436,0,0,,,,,,,,,
155441,0,0,,,,,,,,,
155442,0,0,,,,,,,,,
155443,0,0,,,,,,,,,
155444,0,0,,,,,,,,,
155446,0,0,,,,,,,,,
155448,0,0,,,,,,,,,
155455,0,0,,,,,,,,,
155458,0,0,,,,,,,,,
155459,0,0,,,,,,,,,
155461,0,0,,,,,,,,,
155462,0,0,,,,,,,,,
155464,0,0,,,,,,,,,
155468,0,0,,,,,,,,,
155469,0,0,,,,,,,,,
155473,0,0,,,,,,,,,
155474,0,0,,,,,,,,,
155477,0,0,,,,,,,,,
155478,0,0,,,,,,,,,
155480,0,0,,,,,,,,,
155481,0,0,,,,,,,,,
155482,0,0,,,,,,,,,
155483,0,0,,,,,,,,,
155484,0,0,,,,,,,,,
155486,0,0,,,,,,,,,
155487,0,0,,,,,,,,,
155488,0,0,,,,,,,,,
155489,0,0,,,,,,,,,
155490,0,0,,,,,,,,,
155491,0,0,,,,,,,,,
155493,0,0,,,,,,,,,
155494,0,0,,,,,,,,,
155495,0,0,,,,,,,,,
155496,0,0,,,,,,,,,
155501,0,0,,,,,,,,,
155502,0,0,,,,,,,,,
155503,0,0,,,,,,,,,
155505,3,1,2020-01-01,2021-08-01,2023-04-01,,,,,,
155506,0,0,,,,,,,,,
155507,0,0,,,,,,,,,
155508,0,0,,,,,,,,,
155510,0,0,,,,,,,,,
155511,0,0,,,,,,,,,
155512,0,0,,,,,,,,,
155516,0,0,,,,,,,,,
155519,0,0,,,,,,,,,
155520,0,0,,,,,,,,,
155521,0,0,,,,,,,,,
155522,0,0,,,,,,,,,
155523,0,0,,,,,,,,,
155524,0,0,,,,,,,,,
155525,0,0,,,,,,,,,
155526,0,0,,,,,,,,,
155527,0,0,,,,,,,,,
155530,0,0,,,,,,,,,
155531,0,0,,,,,,,,,
155532,0,0,,,,,,,,,
155535,0,0,,,,,,,,,
155539,0,0,,,,,,,,,
155542,0,0,,,,,,,,,
155543,0,0,,,,,,,,,
155546,0,0,,,,,,,,,
155549,0,0,,,,,,,,,
155551,0,0,,,,,,,,,
155556,0,0,,,,,,,,,
155557,0,0,,,,,,,,,
155561,0,0,,,,,,,,,
155564,0,0,,,,,,,,,
155565,0,0,,,,,,,,,
155566,0,0,,,,,,,,,
155567,0,0,,,,,,,,,
155568,0,0,,,,,,,,,
155570,0,0,,,,,,,,,
155571,0,0,,,,,,,,,
155572,0,0,,,,,,,,,
155573,0,0,,,,,,,,,
155574,0,0,,,,,,,,,
155576,0,0,,,,,,,,,
155578,0,0,,,,,,,,,
155579,0,0,,,,,,,,,
155581,0,0,,,,,,,,,
155582,0,0,,,,,,,,,
155583,0,0,,,,,,,,,
155586,0,0,,,,,,,,,
155587,0,0,,,,,,,,,
155589,0,0,,,,,,,,,
155593,0,0,,,,,,,,,
155596,0,0,,,,,,,,,
155600,0,0,,,,,,,,,
155604,0,0,,,,,,,,,
155605,0,0,,,,,,,,,
155606,1,1,2018-08-01,,,,,,,,
155607,0,0,,,,,,,,,
155608,1,1,2017-08-01,,,,,,,,
155611,0,0,,,,,,,,,
155614,0,0,,,,,,,,,
155616,0,0,,,,,,,,,
155617,0,0,,,,,,,,,
155618,0,0,,,,,,,,,
155620,0,0,,,,,,,,,
155621,0,0,,,,,,,,,
155625,0,0,,,,,,,,,
155627,0,0,,,,,,,,,
155628,0,0,,,,,,,,,
155630,0,0,,,,,,,,,
155631,0,0,,,,,,,,,
155632,0,0,,,,,,,,,
155635,0,0,,,,,,,,,
155636,0,0,,,,,,,,,
155637,0,0,,,,,,,,,
155649,0,0,,,,,,,,,
155650,0,0,,,,,,,,,
155651,0,0,,,,,,,,,
155653,0,0,,,,,,,,,
155654,0,0,,,,,,,,,
155655,0,0,,,,,,,,,
155656,0,0,,,,,,,,,
155657,0,0,,,,,,,,,
155658,0,0,,,,,,,,,
155659,0,0,,,,,,,,,
155661,0,0,,,,,,,,,
155662,0,0,,,,,,,,,
155664,0,0,,,,,,,,,
155665,0,0,,,,,,,,,
155666,0,0,,,,,,,,,
155668,0,0,,,,,,,,,
155669,0,0,,,,,,,,,
155670,0,0,,,,,,,,,
155671,0,0,,,,,,,,,
155672,0,0,,,,,,,,,
155673,0,0,,,,,,,,,
155674,0,0,,,,,,,,,
155675,0,0,,,,,,,,,
155676,0,0,,,,,,,,,
155677,0,0,,,,,,,,,
155678,0,0,,,,,,,,,
155679,0,0,,,,,,,,,
155680,0,0,,,,,,,,,
155681,0,0,,,,,,,,,
155682,0,0,,,,,,,,,
155684,0,0,,,,,,,,,
155685,0,0,,,,,,,,,
155686,0,0,,,,,,,,,
155687,0,0,,,,,,,,,
155688,0,0,,,,,,,,,
155689,0,0,,,,,,,,,
155690,0,0,,,,,,,,,
155691,0,0,,,,,,,,,
155692,0,0,,,,,,,,,
155693,0,0,,,,,,,,,
155694,0,0,,,,,,,,,
155695,0,0,,,,,,,,,
155696,0,0,,,,,,,,,
155697,0,0,,,,,,,,,
155698,0,0,,,,,,,,,
155699,0,0,,,,,,,,,
155700,0,0,,,,,,,,,
155701,0,0,,,,,,,,,
155702,0,0,,,,,,,,,
155703,0,0,,,,,,,,,
155704,0,0,,,,,,,,,
155705,0,0,,,,,,,,,
155707,0,0,,,,,,,,,
155708,0,0,,,,,,,,,
155710,2,1,2023-07-01,2024-07-01,,,,,,,
155711,0,0,,,,,,,,,
155712,0,0,,,,,,,,,
155714,0,0,,,,,,,,,
155715,0,0,,,,,,,,,
155716,0,0,,,,,,,,,
155717,0,0,,,,,,,,,
155718,0,0,,,,,,,,,
155720,0,0,,,,,,,,,
155721,0,0,,,,,,,,,
155723,0,0,,,,,,,,,
155724,0,0,,,,,,,,,
155725,0,0,,,,,,,,,
155726,0,0,,,,,,,,,
155727,0,0,,,,,,,,,
155728,0,0,,,,,,,,,
155730,0,0,,,,,,,,,
155732,0,0,,,,,,,,,
155733,0,0,,,,,,,,,
155734,0,0,,,,,,,,,
155735,0,0,,,,,,,,,
155736,0,0,,,,,,,,,
155738,0,0,,,,,,,,,
155740,0,0,,,,,,,,,
155741,0,0,,,,,,,,,
155742,0,0,,,,,,,,,
155743,0,0,,,,,,,,,
155744,0,0,,,,,,,,,
155745,0,0,,,,,,,,,
155747,0,0,,,,,,,,,
155751,0,0,,,,,,,,,
155752,0,0,,,,,,,,,
155753,0,0,,,,,,,,,
155755,0,0,,,,,,,,,
155756,0,0,,,,,,,,,
155757,0,0,,,,,,,,,
155758,0,0,,,,,,,,,
155759,0,0,,,,,,,,,
155760,0,0,,,,,,,,,
155761,0,0,,,,,,,,,
155762,0,0,,,,,,,,,
155763,0,0,,,,,,,,,
155764,2,1,2017-02-08,2017-07-01,,,,,,,
155765,0,0,,,,,,,,,
155766,0,0,,,,,,,,,
155767,0,0,,,,,,,,,
155768,0,0,,,,,,,,,
155769,0,0,,,,,,,,,
155770,1,1,2018-12-01,,,,,,,,
155771,0,0,,,,,,,,,
155772,0,0,,,,,,,,,
155773,0,0,,,,,,,,,
155775,0,0,,,,,,,,,
155776,0,0,,,,,,,,,
155777,0,0,,,,,,,,,
155778,0,0,,,,,,,,,
155779,0,0,,,,,,,,,
155780,0,0,,,,,,,,,
155782,0,0,,,,,,,,,
155783,0,0,,,,,,,,,
155785,0,0,,,,,,,,,
155786,0,0,,,,,,,,,
155787,0,0,,,,,,,,,
155788,0,0,,,,,,,,,
155789,0,0,,,,,,,,,
155790,0,0,,,,,,,,,
155791,0,0,,,,,,,,,
155792,0,0,,,,,,,,,
155793,0,0,,,,,,,,,
155794,1,1,2021-01-01,,,,,,,,
155795,0,0,,,,,,,,,
155796,0,0,,,,,,,,,
155797,0,0,,,,,,,,,
155798,0,0,,,,,,,,,
155799,0,0,,,,,,,,,
155800,0,0,,,,,,,,,
155801,0,0,,,,,,,,,
155802,0,0,,,,,,,,,
155803,0,0,,,,,,,,,
155804,0,0,,,,,,,,,
155805,0,0,,,,,,,,,
155806,0,0,,,,,,,,,
155807,0,0,,,,,,,,,
155808,0,0,,,,,,,,,
155809,0,0,,,,,,,,,
155810,0,0,,,,,,,,,
155811,0,0,,,,,,,,,
155812,0,0,,,,,,,,,
155813,0,0,,,,,,,,,
155814,0,0,,,,,,,,,
155815,0,0,,,,,,,,,
155816,0,0,,,,,,,,,
155817,0,0,,,,,,,,,
155818,0,0,,,,,,,,,
155819,0,0,,,,,,,,,
155820,0,0,,,,,,,,,
155821,0,0,,,,,,,,,
155822,0,0,,,,,,,,,
155823,0,0,,,,,,,,,
155824,0,0,,,,,,,,,
155825,4,1,2017-05-01,2018-10-01,2019-06-01,2021-07-22,,,,,
155826,1,1,2018-11-14,,,,,,,,
155827,0,0,,,,,,,,,
155828,0,0,,,,,,,,,
155829,0,0,,,,,,,,,
155830,0,0,,,,,,,,,
155831,0,0,,,,,,,,,
155832,0,0,,,,,,,,,
155833,0,0,,,,,,,,,
155834,0,0,,,,,,,,,
155835,2,1,2018-01-01,2023-11-01,,,,,,,
155836,0,0,,,,,,,,,
155837,0,0,,,,,,,,,
155838,0,0,,,,,,,,,
155839,0,0,,,,,,,,,
155840,2,1,2018-01-01,2023-11-01,,,,,,,
155841,1,1,2023-02-01,,,,,,,,
155842,1,1,2019-03-01,,,,,,,,
155843,1,1,2019-09-01,,,,,,,,
155844,1,1,2018-01-01,,,,,,,,
155845,0,0,,,,,,,,,
155846,1,1,2019-01-01,,,,,,,,
155847,0,0,,,,,,,,,
155848,0,0,,,,,,,,,
155849,2,1,2018-10-01,2019-03-01,,,,,,,
155851,2,1,2018-10-01,2019-01-01,,,,,,,
155852,2,1,2018-10-01,2019-01-01,,,,,,,
155853,0,0,,,,,,,,,
155854,1,1,2019-09-01,,,,,,,,
155855,0,0,,,,,,,,,
155856,2,1,2021-01-01,2021-06-01,,,,,,,
155857,0,0,,,,,,,,,
155858,0,0,,,,,,,,,
165017,2,1,2018-07-26,2023-04-01,,,,,,,
165019,0,0,,,,,,,,,
165033,2,1,2018-07-26,2023-04-01,,,,,,,
165034,2,1,2018-07-26,2023-04-01,,,,,,,
165081,0,0,,,,,,,,,
165082,2,1,2017-07-01,2023-07-01,,,,,,,
165104,2,1,2018-07-26,2023-04-01,,,,,,,
165116,0,0,,,,,,,,,
165119,0,0,,,,,,,,,
165145,1,1,2018-09-01,,,,,,,,
165146,0,0,,,,,,,,,
165151,1,1,2017-04-07,,,,,,,,
165152,1,1,2024-08-15,,,,,,,,
165156,0,0,,,,,,,,,
165158,2,1,2017-03-06,2019-09-17,,,,,,,
165161,1,1,2018-12-12,,,,,,,,
165162,2,1,2019-04-04,2019-10-17,,,,,,,
165165,0,0,,,,,,,,,
165167,0,0,,,,,,,,,
165169,1,1,2019-01-01,,,,,,,,
165170,1,1,2020-03-01,,,,,,,,
165171,0,0,,,,,,,,,
165172,0,0,,,,,,,,,
165173,2,1,2021-06-10,2024-01-14,,,,,,,
165174,3,1,2021-06-10,2023-02-02,2024-01-14,,,,,,
165175,2,1,2020-10-22,2024-04-17,,,,,,,
165176,0,0,,,,,,,,,
165179,1,1,2020-03-01,,,,,,,,
165180,0,0,,,,,,,,,
165181,1,1,2021-06-10,,,,,,,,
165183,0,0,,,,,,,,,
165185,1,1,2018-09-01,,,,,,,,
165186,1,1,2019-01-01,,,,,,,,
165187,1,1,2019-01-01,,,,,,,,
165188,3,1,2017-03-06,2018-12-31,2019-09-17,,,,,,
165189,1,1,2019-01-01,,,,,,,,
165190,1,1,2019-01-01,,,,,,,,
165191,0,0,,,,,,,,,
165192,1,1,2019-01-01,,,,,,,,
165193,0,0,,,,,,,,,
165196,2,1,2021-06-10,2024-01-14,,,,,,,
165197,3,1,2021-06-10,2023-02-02,2024-01-14,,,,,,
165198,3,1,2021-06-10,2023-02-02,2024-01-14,,,,,,
165199,0,0,,,,,,,,,
165202,2,1,2017-03-06,2019-09-17,,,,,,,
165203,1,1,2018-09-01,,,,,,,,
165204,1,1,2021-07-01,,,,,,,,
165205,1,1,2019-01-01,,,,,,,,
165206,1,1,2018-09-01,,,,,,,,
165207,1,1,2019-01-01,,,,,,,,
165208,1,1,2020-03-01,,,,,,,,
165209,0,0,,,,,,,,,
165210,0,0,,,,,,,,,
165211,1,1,2019-01-01,,,,,,,,
165213,0,0,,,,,,,,,
165214,0,0,,,,,,,,,
165215,0,0,,,,,,,,,
165217,1,1,2022-11-01,,,,,,,,
165218,3,1,2017-01-01,2021-07-01,2023-07-01,,,,,,
165220,2,1,2017-03-06,2019-09-17,,,,,,,
165222,0,0,,,,,,,,,
165223,0,0,,,,,,,,,
165224,0,0,,,,,,,,,
165225,0,0,,,,,,,,,
165226,0,0,,,,,,,,,
165227,1,1,2020-03-01,,,,,,,,
165228,0,0,,,,,,,,,
165230,2,1,2019-05-31,2019-10-17,,,,,,,
165231,1,1,2020-03-01,,,,,,,,
165233,1,1,2020-03-01,,,,,,,,
165234,0,0,,,,,,,,,
165235,1,1,2021-06-10,,,,,,,,
165236,1,1,2019-01-01,,,,,,,,
165237,0,0,,,,,,,,,
165238,1,1,2021-06-10,,,,,,,,
165239,0,0,,,,,,,,,
165240,1,1,2019-01-01,,,,,,,,
165241,0,0,,,,,,,,,
165243,0,0,,,,,,,,,
165245,0,0,,,,,,,,,
165247,1,1,2019-01-01,,,,,,,,
165248,1,1,2021-06-10,,,,,,,,
165249,0,0,,,,,,,,,
165251,0,0,,,,,,,,,
165252,2,1,2017-01-01,2019-12-01,,,,,,,
165253,0,0,,,,,,,,,
165255,0,0,,,,,,,,,
165256,0,0,,,,,,,,,
165257,0,0,,,,,,,,,
165259,0,0,,,,,,,,,
165260,3,1,2017-11-01,2018-01-01,2021-05-14,,,,,,
165262,0,0,,,,,,,,,
165263,0,0,,,,,,,,,
165264,0,0,,,,,,,,,
165265,0,0,,,,,,,,,
165266,0,0,,,,,,,,,
165268,1,1,2017-03-27,,,,,,,,
165269,0,0,,,,,,,,,
165270,0,0,,,,,,,,,
165271,0,0,,,,,,,,,
165272,1,1,2020-03-01,,,,,,,,
165273,0,0,,,,,,,,,
165274,0,0,,,,,,,,,
165275,1,1,2021-06-10,,,,,,,,
165278,0,0,,,,,,,,,
165279,1,1,2020-12-31,,,,,,,,
165280,1,1,2019-05-31,,,,,,,,
165282,0,0,,,,,,,,,
165284,1,1,2021-06-10,,,,,,,,
165285,0,0,,,,,,,,,
165286,0,0,,,,,,,,,
165287,0,0,,,,,,,,,
165288,0,0,,,,,,,,,
165290,1,1,2022-03-03,,,,,,,,
165292,0,0,,,,,,,,,
165293,0,0,,,,,,,,,
165294,0,0,,,,,,,,,
165295,0,0,,,,,,,,,
165296,1,1,2022-08-16,,,,,,,,
165297,0,0,,,,,,,,,
165298,0,0,,,,,,,,,
165299,0,0,,,,,,,,,
165300,0,0,,,,,,,,,
165301,1,1,2021-11-01,,,,,,,,
165302,0,0,,,,,,,,,
165303,2,1,2022-12-22,2024-08-15,,,,,,,
165304,1,1,2020-03-01,,,,,,,,
165305,0,0,,,,,,,,,
165306,0,0,,,,,,,,,
165307,1,1,2022-12-15,,,,,,,,
165308,0,0,,,,,,,,,
165309,0,0,,,,,,,,,
165310,0,0,,,,,,,,,
165311,1,1,2018-12-17,,,,,,,,
165312,0,0,,,,,,,,,
165313,0,0,,,,,,,,,
165314,0,0,,,,,,,,,
165316,0,0,,,,,,,,,
165318,1,1,2020-10-16,,,,,,,,
165320,0,0,,,,,,,,,
165322,0,0,,,,,,,,,
165323,0,0,,,,,,,,,
165324,0,0,,,,,,,,,
165325,2,1,2022-12-22,2024-08-15,,,,,,,
165326,2,1,2022-12-22,2024-08-15,,,,,,,
165327,0,0,,,,,,,,,
165329,0,0,,,,,,,,,
165330,0,0,,,,,,,,,
165331,0,0,,,,,,,,,
165332,2,1,2017-03-01,2022-01-01,,,,,,,
165333,1,1,2022-12-22,,,,,,,,
165334,2,1,2022-12-22,2024-08-15,,,,,,,
165336,0,0,,,,,,,,,
165337,0,0,,,,,,,,,
165338,2,1,2022-12-22,2024-08-15,,,,,,,
165339,0,0,,,,,,,,,
165340,2,1,2022-12-22,2024-08-15,,,,,,,
165341,1,1,2024-08-15,,,,,,,,
165342,2,1,2022-12-22,2024-08-15,,,,,,,
165343,1,1,2024-08-15,,,,,,,,
165344,3,1,2017-03-01,2018-01-01,2021-05-14,,,,,,
165345,0,0,,,,,,,,,
165346,2,1,2022-12-22,2024-08-15,,,,,,,
165347,1,1,2022-12-22,,,,,,,,
165349,0,0,,,,,,,,,
165350,1,1,2021-02-01,,,,,,,,
165351,0,0,,,,,,,,,
165352,2,1,2022-12-22,2024-08-15,,,,,,,
165353,1,1,2024-08-15,,,,,,,,
165354,1,1,2024-08-15,,,,,,,,
165355,1,1,2021-07-01,,,,,,,,
165356,0,0,,,,,,,,,
165357,1,1,2021-04-01,,,,,,,,
165358,0,0,,,,,,,,,
165361,0,0,,,,,,,,,
165362,0,0,,,,,,,,,
165363,2,1,2022-12-22,2024-08-15,,,,,,,
165364,2,1,2022-12-22,2024-08-15,,,,,,,
165365,1,1,2022-12-22,,,,,,,,
165366,2,1,2022-12-22,2024-08-15,,,,,,,
165367,1,1,2022-12-22,,,,,,,,
165368,0,0,,,,,,,,,
165369,2,1,2022-12-22,2024-08-15,,,,,,,
165371,1,1,2018-07-31,,,,,,,,
165372,0,0,,,,,,,,,
165373,1,1,2021-04-01,,,,,,,,
165374,0,0,,,,,,,,,
165375,1,1,2021-08-19,,,,,,,,
165376,3,1,2017-05-01,2018-01-01,2021-05-14,,,,,,
165377,0,0,,,,,,,,,
165379,3,1,2017-11-28,2024-06-21,2024-10-01,,,,,,
165380,2,1,2022-12-22,2024-08-15,,,,,,,
165381,1,1,2021-07-01,,,,,,,,
165382,0,0,,,,,,,,,
165383,0,0,,,,,,,,,
165385,1,1,2024-08-15,,,,,,,,
165386,1,1,2024-08-15,,,,,,,,
165387,3,1,2017-03-01,2018-01-01,2021-05-14,,,,,,
165389,0,0,,,,,,,,,
165390,0,0,,,,,,,,,
165391,1,1,2021-11-01,,,,,,,,
165394,2,1,2017-07-01,2021-07-01,,,,,,,
165395,0,0,,,,,,,,,
165396,0,0,,,,,,,,,
165398,0,0,,,,,,,,,
165399,1,1,2020-10-22,,,,,,,,
165401,0,0,,,,,,,,,
165402,1,1,2017-11-01,,,,,,,,
165403,0,0,,,,,,,,,
165404,0,0,,,,,,,,,
165405,0,0,,,,,,,,,
165406,0,0,,,,,,,,,
165408,1,1,2017-11-01,,,,,,,,
165411,0,0,,,,,,,,,
165412,0,0,,,,,,,,,
165413,0,0,,,,,,,,,
165414,0,0,,,,,,,,,
165420,0,0,,,,,,,,,
165421,0,0,,,,,,,,,
165423,0,0,,,,,,,,,
165424,0,0,,,,,,,,,
165425,0,0,,,,,,,,,
165426,3,1,2017-03-01,2018-01-01,2021-05-14,,,,,,
165427,1,1,2021-07-01,,,,,,,,
165428,0,0,,,,,,,,,
165433,0,0,,,,,,,,,
165434,0,0,,,,,,,,,
165435,0,0,,,,,,,,,
165436,2,1,2017-04-01,2020-04-01,,,,,,,
165437,3,1,2019-08-16,2020-11-02,2021-12-25,,,,,,
165439,2,1,2023-06-09,2023-07-14,,,,,,,
