cms_certification_number,first_month,last_month,months_observed,months_expected,months_missing,has_gaps
375555,2017-01,2025-03,99,99,0,False
375556,2017-01,2025-03,96,99,3,True
375557,2017-01,2025-03,81,99,18,True
375558,2017-01,2025-03,84,99,15,True
375559,2017-01,2025-03,90,99,9,True
375560,2017-01,2025-03,96,99,3,True
375561,2018-07,2025-03,78,81,3,True
375562,2017-01,2025-03,96,99,3,True
375563,2017-01,2025-03,96,99,3,True
375564,2017-01,2025-03,96,99,3,True
375565,2018-07,2025-03,81,81,0,False
375566,2017-01,2025-03,99,99,0,False
375567,2017-01,2022-09,27,69,42,True
375568,2017-07,2025-03,87,93,6,True
375569,2017-04,2025-03,90,96,6,True
375570,2017-07,2025-03,93,93,0,False
375571,2018-04,2023-12,48,69,21,True
375572,2018-10,2025-03,75,78,3,True
375573,2019-01,2025-03,75,75,0,False
375574,2019-01,2025-03,75,75,0,False
375575,2020-10,2025-03,54,54,0,False
375577,2020-04,2025-03,60,60,0,False
375579,2021-01,2025-03,51,51,0,False
375580,2021-01,2025-03,51,51,0,False
375581,2022-01,2025-03,39,39,0,False
375582,2022-01,2025-03,39,39,0,False
375583,2022-04,2025-03,36,36,0,False
37E024,2017-07,2025-03,81,93,12,True
37E052,2017-01,2020-09,42,45,3,True
37E082,2017-01,2025-03,99,99,0,False
37E109,2017-01,2021-09,57,57,0,False
37E161,2017-04,2019-09,30,30,0,False
37E204,2020-01,2025-03,33,63,30,True
37E261,2017-01,2020-09,45,45,0,False
37E568,2017-01,2025-03,93,99,6,True
37E624,2017-04,2025-03,48,96,48,True
385010,2017-01,2025-03,96,99,3,True
385015,2017-01,2025-03,96,99,3,True
385018,2017-01,2025-03,99,99,0,False
385024,2017-01,2025-03,99,99,0,False
385031,2017-01,2025-03,99,99,0,False
385039,2017-10,2018-06,9,9,0,False
385044,2017-01,2025-03,99,99,0,False
385045,2017-01,2025-03,99,99,0,False
385046,2017-01,2025-03,99,99,0,False
385049,2017-01,2025-03,96,99,3,True
385053,2017-01,2025-03,99,99,0,False
385055,2017-01,2025-03,99,99,0,False
385064,2017-01,2025-03,96,99,3,True
385068,2017-01,2025-03,90,99,9,True
385072,2017-01,2025-03,96,99,3,True
385077,2017-01,2025-03,99,99,0,False
385091,2017-01,2025-03,99,99,0,False
385104,2017-01,2025-03,99,99,0,False
385107,2017-01,2025-03,99,99,0,False
385112,2017-01,2025-03,96,99,3,True
385115,2017-01,2022-03,51,63,12,True
385117,2017-01,2025-03,99,99,0,False
385120,2017-01,2025-03,99,99,0,False
385121,2017-01,2025-03,75,99,24,True
385125,2017-01,2025-03,99,99,0,False
385126,2017-01,2025-03,99,99,0,False
385132,2017-01,2025-03,99,99,0,False
385133,2017-01,2025-03,99,99,0,False
385136,2017-01,2025-03,99,99,0,False
385137,2017-01,2025-03,99,99,0,False
385138,2017-01,2025-03,99,99,0,False
385141,2017-01,2025-03,99,99,0,False
385142,2017-01,2025-03,96,99,3,True
385143,2017-01,2025-03,99,99,0,False
385144,2017-10,2025-03,66,90,24,True
385145,2017-04,2025-03,90,96,6,True
385147,2017-01,2025-03,99,99,0,False
385148,2017-01,2025-03,99,99,0,False
385149,2017-01,2025-03,99,99,0,False
385150,2017-01,2025-03,99,99,0,False
385151,2017-01,2025-03,99,99,0,False
385152,2017-01,2025-03,99,99,0,False
385155,2017-01,2025-03,99,99,0,False
385156,2017-01,2025-03,99,99,0,False
385157,2017-01,2025-03,99,99,0,False
385161,2017-01,2025-03,96,99,3,True
385162,2017-01,2025-03,99,99,0,False
385164,2017-01,2025-03,84,99,15,True
385165,2017-01,2025-03,99,99,0,False
385166,2017-01,2025-03,96,99,3,True
385167,2017-01,2025-03,96,99,3,True
385168,2017-01,2025-03,99,99,0,False
385171,2017-01,2025-03,99,99,0,False
385172,2017-01,2025-03,96,99,3,True
385180,2017-01,2025-03,99,99,0,False
385181,2017-01,2025-03,90,99,9,True
385182,2017-01,2025-03,99,99,0,False
385183,2017-01,2025-03,99,99,0,False
385185,2017-01,2025-03,99,99,0,False
385187,2017-01,2025-03,99,99,0,False
385188,2017-01,2025-03,96,99,3,True
385189,2017-01,2025-03,99,99,0,False
385190,2017-01,2025-03,93,99,6,True
385195,2017-01,2025-03,99,99,0,False
385197,2017-01,2025-03,99,99,0,False
385199,2017-01,2025-03,99,99,0,False
385200,2017-10,2025-03,42,90,48,True
385201,2017-01,2025-03,99,99,0,False
385203,2017-01,2025-03,99,99,0,False
385204,2017-01,2025-03,99,99,0,False
385206,2017-01,2025-03,87,99,12,True
385207,2017-04,2025-03,90,96,6,True
385208,2017-01,2025-03,96,99,3,True
385211,2017-01,2025-03,96,99,3,True
385214,2017-01,2025-03,99,99,0,False
385217,2017-01,2025-03,96,99,3,True
385218,2017-01,2025-03,99,99,0,False
385219,2017-01,2018-09,21,21,0,False
385220,2017-01,2025-03,96,99,3,True
385221,2017-01,2025-03,99,99,0,False
385222,2017-01,2025-03,96,99,3,True
385224,2017-01,2025-03,96,99,3,True
385225,2017-01,2025-03,96,99,3,True
385228,2017-01,2025-03,93,99,6,True
385229,2017-01,2025-03,99,99,0,False
385230,2017-01,2025-03,96,99,3,True
385232,2017-01,2025-03,96,99,3,True
385233,2017-01,2025-03,99,99,0,False
385234,2017-01,2025-03,99,99,0,False
385236,2017-01,2018-09,21,21,0,False
385237,2017-01,2025-03,93,99,6,True
385239,2017-01,2025-03,99,99,0,False
385240,2017-01,2022-09,63,69,6,True
385241,2017-01,2025-03,96,99,3,True
385242,2017-01,2018-09,21,21,0,False
385244,2017-01,2025-03,96,99,3,True
385245,2017-01,2025-03,99,99,0,False
385250,2017-01,2025-03,99,99,0,False
385251,2017-01,2025-03,99,99,0,False
385253,2017-01,2025-03,99,99,0,False
385254,2017-01,2025-03,90,99,9,True
385257,2017-01,2025-03,99,99,0,False
385258,2017-01,2025-03,99,99,0,False
385259,2017-01,2025-03,96,99,3,True
385260,2017-01,2025-03,99,99,0,False
385261,2017-01,2025-03,93,99,6,True
385262,2017-01,2019-09,33,33,0,False
385263,2017-01,2025-03,96,99,3,True
385264,2017-01,2025-03,96,99,3,True
385266,2017-01,2025-03,99,99,0,False
385268,2017-04,2025-03,84,96,12,True
385269,2017-01,2025-03,99,99,0,False
385270,2017-01,2025-03,99,99,0,False
385271,2017-01,2025-03,99,99,0,False
385272,2017-01,2025-03,90,99,9,True
385273,2017-01,2025-03,93,99,6,True
385274,2017-01,2025-03,96,99,3,True
385275,2017-01,2025-03,96,99,3,True
385276,2017-01,2025-03,90,99,9,True
385277,2017-01,2025-03,99,99,0,False
385278,2017-01,2025-03,93,99,6,True
385279,2017-01,2025-03,99,99,0,False
385280,2017-01,2025-03,93,99,6,True
385281,2017-01,2019-09,30,33,3,True
385282,2018-10,2025-03,78,78,0,False
385283,2019-04,2025-03,69,72,3,True
385284,2021-10,2025-03,33,42,9,True
38A001,2017-07,2025-03,42,93,51,True
38A026,2017-01,2025-03,99,99,0,False
38A031,2017-01,2025-03,96,99,3,True
38E024,2017-01,2018-12,12,24,12,True
38E032,2017-01,2018-03,15,15,0,False
38E040,2017-01,2024-12,87,96,9,True
38E075,2017-01,2025-03,93,99,6,True
38E157,2017-01,2025-03,96,99,3,True
38E173,2017-01,2025-03,99,99,0,False
38E174,2017-01,2025-03,99,99,0,False
38E188,2017-04,2025-03,75,96,21,True
395001,2017-01,2025-03,96,99,3,True
395003,2017-01,2025-03,93,99,6,True
395006,2017-01,2025-03,99,99,0,False
395010,2017-01,2025-03,99,99,0,False
395011,2017-01,2025-03,90,99,9,True
395012,2017-01,2025-03,99,99,0,False
395013,2017-01,2025-03,96,99,3,True
395015,2017-01,2025-03,96,99,3,True
395016,2017-01,2025-03,99,99,0,False
395018,2017-01,2025-03,99,99,0,False
395019,2017-01,2025-03,96,99,3,True
395020,2017-01,2022-09,69,69,0,False
395023,2017-01,2025-03,99,99,0,False
395028,2017-01,2025-03,96,99,3,True
395031,2017-01,2025-03,99,99,0,False
395032,2017-01,2025-03,96,99,3,True
395034,2017-01,2025-03,99,99,0,False
395037,2017-01,2025-03,93,99,6,True
395041,2017-01,2025-03,99,99,0,False
395042,2017-01,2025-03,99,99,0,False
395044,2017-04,2021-12,57,57,0,False
395045,2017-01,2025-03,90,99,9,True
395047,2017-01,2025-03,99,99,0,False
395050,2017-04,2025-03,96,96,0,False
395052,2017-01,2025-03,99,99,0,False
395058,2017-01,2025-03,99,99,0,False
395066,2017-01,2023-12,81,84,3,True
395067,2017-01,2025-03,96,99,3,True
395068,2017-01,2024-06,87,90,3,True
395074,2017-01,2025-03,93,99,6,True
395075,2017-01,2025-03,96,99,3,True
395077,2017-01,2025-03,93,99,6,True
395078,2017-01,2025-03,99,99,0,False
395080,2017-01,2025-03,99,99,0,False
395084,2017-01,2025-03,96,99,3,True
395090,2017-01,2025-03,96,99,3,True
395092,2017-01,2025-03,99,99,0,False
395094,2017-01,2025-03,99,99,0,False
395095,2017-01,2025-03,99,99,0,False
395101,2017-07,2025-03,84,93,9,True
395103,2017-01,2025-03,99,99,0,False
395104,2017-01,2025-03,99,99,0,False
395105,2017-01,2025-03,96,99,3,True
395108,2017-01,2025-03,99,99,0,False
395109,2017-01,2025-03,96,99,3,True
395110,2017-01,2025-03,90,99,9,True
395117,2017-04,2025-03,93,96,3,True
395118,2017-01,2025-03,93,99,6,True
395121,2017-01,2025-03,93,99,6,True
395123,2017-01,2025-03,96,99,3,True
395134,2017-01,2025-03,93,99,6,True
395135,2017-01,2025-03,99,99,0,False
395138,2017-01,2025-03,99,99,0,False
395142,2017-01,2025-03,99,99,0,False
395146,2017-01,2025-03,93,99,6,True
395148,2017-01,2025-03,96,99,3,True
395158,2017-01,2025-03,96,99,3,True
395160,2017-01,2025-03,84,99,15,True
395164,2017-01,2025-03,96,99,3,True
395166,2017-01,2025-03,90,99,9,True
395167,2017-01,2025-03,93,99,6,True
395168,2017-01,2025-03,99,99,0,False
395171,2017-01,2025-03,99,99,0,False
395172,2017-01,2025-03,99,99,0,False
395173,2017-01,2025-03,99,99,0,False
395174,2017-01,2021-12,54,60,6,True
395176,2017-01,2025-03,96,99,3,True
395177,2017-04,2025-03,93,96,3,True
395180,2017-01,2025-03,99,99,0,False
395182,2017-01,2025-03,99,99,0,False
395188,2017-01,2025-03,99,99,0,False
395193,2017-04,2025-03,96,96,0,False
395194,2017-01,2022-06,66,66,0,False
395197,2017-01,2025-03,96,99,3,True
395199,2017-01,2025-03,96,99,3,True
395200,2017-01,2025-03,99,99,0,False
395202,2017-01,2025-03,96,99,3,True
395203,2017-01,2025-03,93,99,6,True
395205,2017-01,2025-03,99,99,0,False
395206,2017-01,2025-03,96,99,3,True
395208,2017-01,2025-03,96,99,3,True
395217,2017-01,2025-03,96,99,3,True
395221,2017-01,2025-03,93,99,6,True
395223,2017-01,2025-03,96,99,3,True
395224,2017-01,2025-03,96,99,3,True
395226,2017-01,2025-03,96,99,3,True
395227,2017-01,2025-03,96,99,3,True
395228,2017-01,2025-03,99,99,0,False
395231,2017-01,2025-03,96,99,3,True
395232,2017-07,2022-03,57,57,0,False
395235,2017-01,2017-03,3,3,0,False
395237,2017-01,2025-03,96,99,3,True
395241,2017-01,2025-03,99,99,0,False
395243,2017-01,2025-03,99,99,0,False
395244,2017-01,2025-03,99,99,0,False
395247,2017-01,2025-03,99,99,0,False
395248,2017-01,2025-03,99,99,0,False
395249,2017-01,2025-03,93,99,6,True
395250,2017-01,2025-03,99,99,0,False
395251,2017-01,2025-03,93,99,6,True
395252,2017-01,2025-03,99,99,0,False
395256,2017-04,2025-03,93,96,3,True
395258,2017-01,2025-03,96,99,3,True
395259,2017-01,2025-03,96,99,3,True
395260,2017-01,2025-03,99,99,0,False
395261,2017-04,2025-03,93,96,3,True
395262,2017-01,2025-03,99,99,0,False
395264,2017-01,2025-03,96,99,3,True
395265,2017-01,2025-03,99,99,0,False
395266,2017-01,2025-03,96,99,3,True
395270,2017-01,2025-03,99,99,0,False
395273,2017-01,2025-03,99,99,0,False
395276,2017-01,2025-03,96,99,3,True
395277,2017-04,2025-03,93,96,3,True
395278,2017-01,2025-03,93,99,6,True
395279,2017-01,2025-03,93,99,6,True
395282,2017-01,2025-03,99,99,0,False
395283,2017-01,2025-03,93,99,6,True
395284,2017-04,2025-03,96,96,0,False
395285,2017-01,2025-03,96,99,3,True
395286,2017-01,2025-03,96,99,3,True
395288,2017-01,2025-03,99,99,0,False
395289,2017-01,2025-03,96,99,3,True
395290,2017-01,2025-03,93,99,6,True
395292,2017-01,2025-03,93,99,6,True
395295,2017-01,2025-03,96,99,3,True
395296,2017-01,2025-03,99,99,0,False
395297,2017-01,2025-03,84,99,15,True
395298,2017-01,2025-03,99,99,0,False
395300,2017-01,2025-03,99,99,0,False
395305,2017-01,2025-03,96,99,3,True
395307,2017-01,2025-03,99,99,0,False
395309,2017-01,2025-03,96,99,3,True
395311,2017-01,2025-03,93,99,6,True
395313,2017-01,2025-03,99,99,0,False
395316,2017-01,2025-03,99,99,0,False
395317,2017-01,2020-03,36,39,3,True
395318,2017-01,2025-03,99,99,0,False
395319,2017-01,2025-03,96,99,3,True
395321,2017-01,2025-03,99,99,0,False
395324,2017-01,2025-03,99,99,0,False
395325,2017-01,2025-03,93,99,6,True
395326,2017-01,2025-03,99,99,0,False
395328,2017-01,2025-03,99,99,0,False
395329,2017-01,2025-03,99,99,0,False
395330,2017-04,2025-03,93,96,3,True
395331,2017-01,2025-03,96,99,3,True
395332,2017-01,2025-03,99,99,0,False
395333,2017-01,2025-03,99,99,0,False
395334,2017-01,2025-03,93,99,6,True
395335,2017-01,2025-03,99,99,0,False
395336,2017-01,2025-03,96,99,3,True
395338,2017-01,2025-03,99,99,0,False
395341,2017-01,2025-03,96,99,3,True
395342,2017-01,2025-03,99,99,0,False
395343,2017-01,2025-03,96,99,3,True
395344,2017-01,2025-03,96,99,3,True
395345,2017-01,2025-03,99,99,0,False
395346,2017-01,2025-03,99,99,0,False
395347,2017-01,2025-03,96,99,3,True
395348,2017-01,2025-03,96,99,3,True
395349,2017-01,2024-09,93,93,0,False
395350,2017-01,2025-03,99,99,0,False
395351,2017-01,2025-03,96,99,3,True
395352,2017-01,2025-03,99,99,0,False
395354,2017-01,2025-03,96,99,3,True
395355,2017-01,2025-03,96,99,3,True
395356,2017-01,2025-03,99,99,0,False
395357,2017-01,2025-03,99,99,0,False
395359,2017-01,2025-03,96,99,3,True
395360,2017-01,2025-03,99,99,0,False
395361,2017-01,2025-03,99,99,0,False
395363,2017-01,2025-03,99,99,0,False
395364,2017-01,2025-03,96,99,3,True
395365,2017-01,2025-03,99,99,0,False
395366,2017-01,2025-03,96,99,3,True
395367,2017-01,2025-03,99,99,0,False
395370,2017-01,2025-03,96,99,3,True
395371,2017-01,2025-03,93,99,6,True
395372,2017-04,2025-03,96,96,0,False
395373,2017-04,2025-03,90,96,6,True
395374,2017-01,2025-03,96,99,3,True
395375,2017-01,2025-03,99,99,0,False
395378,2017-01,2025-03,99,99,0,False
395379,2017-01,2025-03,96,99,3,True
395380,2017-01,2025-03,96,99,3,True
395381,2017-01,2019-12,36,36,0,False
395382,2017-01,2025-03,96,99,3,True
395384,2017-04,2025-03,96,96,0,False
395386,2017-01,2025-03,96,99,3,True
395387,2017-01,2025-03,93,99,6,True
395388,2017-01,2025-03,99,99,0,False
395390,2017-01,2025-03,99,99,0,False
395391,2017-01,2025-03,93,99,6,True
395393,2017-01,2025-03,99,99,0,False
395395,2017-01,2025-03,96,99,3,True
395396,2017-01,2025-03,96,99,3,True
395397,2017-01,2025-03,96,99,3,True
395398,2017-01,2025-03,99,99,0,False
395400,2017-01,2025-03,96,99,3,True
395401,2017-01,2025-03,99,99,0,False
395402,2017-01,2025-03,96,99,3,True
395403,2017-07,2025-03,90,93,3,True
395404,2017-01,2025-03,99,99,0,False
395405,2017-01,2025-03,99,99,0,False
395406,2017-01,2025-03,99,99,0,False
395408,2017-01,2025-03,99,99,0,False
395409,2017-01,2025-03,99,99,0,False
395410,2017-01,2025-03,93,99,6,True
395413,2017-01,2025-03,96,99,3,True
395414,2017-01,2025-03,96,99,3,True
395416,2017-01,2025-03,99,99,0,False
395418,2017-01,2025-03,99,99,0,False
395421,2017-04,2025-03,96,96,0,False
395422,2017-01,2025-03,99,99,0,False
395423,2017-01,2025-03,96,99,3,True
395425,2017-01,2025-03,96,99,3,True
395426,2017-01,2025-03,96,99,3,True
395427,2017-01,2025-03,96,99,3,True
395428,2017-01,2025-03,96,99,3,True
395429,2017-01,2025-03,96,99,3,True
395430,2017-01,2025-03,96,99,3,True
395431,2017-01,2025-03,99,99,0,False
395432,2017-04,2025-03,93,96,3,True
395433,2017-01,2025-03,99,99,0,False
395434,2017-01,2025-03,96,99,3,True
395435,2017-01,2025-03,96,99,3,True
395436,2017-01,2025-03,99,99,0,False
395437,2017-01,2025-03,99,99,0,False
395438,2017-01,2022-12,72,72,0,False
395439,2017-01,2025-03,96,99,3,True
395440,2017-01,2025-03,96,99,3,True
395442,2017-01,2025-03,93,99,6,True
395445,2017-01,2025-03,99,99,0,False
395446,2017-01,2025-03,99,99,0,False
395448,2017-01,2024-03,87,87,0,False
395449,2017-01,2025-03,99,99,0,False
395451,2017-01,2025-03,96,99,3,True
395454,2017-01,2025-03,93,99,6,True
395456,2017-01,2025-03,99,99,0,False
395458,2017-01,2024-12,93,96,3,True
395459,2017-01,2025-03,99,99,0,False
395460,2017-01,2025-03,90,99,9,True
395461,2017-01,2025-03,93,99,6,True
395462,2017-01,2025-03,99,99,0,False
395464,2017-01,2025-03,99,99,0,False
395465,2017-01,2025-03,96,99,3,True
395466,2017-01,2025-03,99,99,0,False
395467,2017-01,2025-03,99,99,0,False
395469,2017-01,2025-03,96,99,3,True
395471,2017-01,2025-03,96,99,3,True
395472,2017-01,2025-03,96,99,3,True
395473,2017-04,2025-03,93,96,3,True
395474,2017-01,2025-03,99,99,0,False
395475,2017-01,2025-03,99,99,0,False
395476,2017-01,2025-03,90,99,9,True
395477,2017-01,2025-03,96,99,3,True
395478,2017-01,2022-09,69,69,0,False
395479,2017-01,2025-03,93,99,6,True
395480,2017-01,2025-03,99,99,0,False
395481,2017-01,2025-03,99,99,0,False
395482,2017-01,2025-03,99,99,0,False
395483,2017-01,2025-03,93,99,6,True
395484,2017-01,2025-03,96,99,3,True
395485,2017-01,2025-03,99,99,0,False
395489,2017-01,2025-03,99,99,0,False
395490,2017-01,2025-03,99,99,0,False
395491,2017-01,2025-03,96,99,3,True
395492,2017-01,2025-03,99,99,0,False
395493,2017-01,2025-03,93,99,6,True
395494,2017-01,2025-03,96,99,3,True
395495,2017-01,2025-03,99,99,0,False
395496,2017-01,2025-03,99,99,0,False
395497,2017-01,2025-03,99,99,0,False
395498,2017-04,2025-03,93,96,3,True
395499,2017-01,2025-03,96,99,3,True
395500,2017-01,2025-03,96,99,3,True
395502,2017-01,2025-03,99,99,0,False
395506,2017-01,2025-03,99,99,0,False
395507,2017-01,2025-03,99,99,0,False
395509,2017-01,2025-03,93,99,6,True
395510,2017-01,2025-03,96,99,3,True
395512,2017-01,2025-03,96,99,3,True
395514,2017-01,2025-03,96,99,3,True
395515,2017-01,2025-03,96,99,3,True
395518,2017-01,2025-03,99,99,0,False
395519,2017-01,2025-03,99,99,0,False
395520,2017-01,2025-03,96,99,3,True
395521,2017-01,2025-03,96,99,3,True
395524,2017-01,2025-03,96,99,3,True
395525,2017-01,2025-03,93,99,6,True
395526,2017-01,2020-06,39,42,3,True
395527,2017-01,2025-03,96,99,3,True
395530,2017-01,2025-03,99,99,0,False
395533,2017-01,2025-03,99,99,0,False
395534,2017-01,2025-03,93,99,6,True
395535,2017-01,2025-03,96,99,3,True
395536,2017-01,2025-03,96,99,3,True
395537,2017-01,2025-03,96,99,3,True
395538,2017-01,2025-03,96,99,3,True
395539,2017-01,2025-03,99,99,0,False
395540,2017-01,2025-03,96,99,3,True
395541,2017-01,2025-03,96,99,3,True
395542,2017-01,2025-03,99,99,0,False
395545,2017-01,2025-03,99,99,0,False
395549,2017-01,2025-03,93,99,6,True
395550,2017-01,2025-03,93,99,6,True
395552,2017-01,2025-03,99,99,0,False
395554,2017-01,2025-03,99,99,0,False
395555,2017-01,2025-03,99,99,0,False
395556,2017-01,2025-03,99,99,0,False
395557,2017-01,2025-03,99,99,0,False
395558,2017-01,2025-03,99,99,0,False
395559,2017-01,2025-03,99,99,0,False
395560,2017-01,2025-03,99,99,0,False
395561,2017-01,2025-03,99,99,0,False
395562,2017-04,2025-03,96,96,0,False
395563,2017-01,2025-03,99,99,0,False
395564,2017-01,2025-03,99,99,0,False
395566,2017-01,2025-03,99,99,0,False
395567,2017-01,2025-03,96,99,3,True
395568,2017-01,2025-03,99,99,0,False
395569,2017-01,2025-03,96,99,3,True
395570,2017-01,2025-03,93,99,6,True
395571,2017-01,2025-03,99,99,0,False
395572,2017-01,2025-03,99,99,0,False
395574,2017-01,2025-03,99,99,0,False
395575,2017-01,2025-03,99,99,0,False
395577,2017-01,2025-03,96,99,3,True
395581,2017-01,2025-03,99,99,0,False
395582,2017-01,2025-03,96,99,3,True
395583,2017-01,2025-03,99,99,0,False
395585,2017-01,2025-03,99,99,0,False
395586,2017-01,2025-03,96,99,3,True
395587,2017-01,2025-03,99,99,0,False
395588,2017-01,2025-03,96,99,3,True
395589,2017-01,2025-03,99,99,0,False
395590,2017-01,2025-03,99,99,0,False
395591,2017-01,2025-03,99,99,0,False
395592,2017-01,2025-03,99,99,0,False
395593,2017-01,2025-03,93,99,6,True
395594,2017-01,2025-03,99,99,0,False
395595,2017-01,2025-03,99,99,0,False
395596,2017-01,2025-03,99,99,0,False
395597,2017-01,2025-03,99,99,0,False
395599,2017-01,2020-03,39,39,0,False
395602,2017-01,2025-03,99,99,0,False
395603,2017-01,2025-03,96,99,3,True
395604,2017-01,2025-03,99,99,0,False
395605,2017-01,2025-03,99,99,0,False
395606,2017-01,2025-03,96,99,3,True
395607,2017-01,2025-03,99,99,0,False
395609,2017-01,2025-03,96,99,3,True
395610,2017-01,2025-03,99,99,0,False
395612,2017-01,2025-03,96,99,3,True
395613,2017-01,2025-03,93,99,6,True
395614,2017-01,2025-03,99,99,0,False
395616,2017-01,2025-03,96,99,3,True
395617,2017-01,2025-03,96,99,3,True
395618,2017-01,2025-03,96,99,3,True
395619,2017-01,2025-03,96,99,3,True
395620,2017-01,2025-03,99,99,0,False
395621,2017-01,2025-03,96,99,3,True
395623,2017-01,2025-03,99,99,0,False
395624,2017-01,2025-03,96,99,3,True
395625,2017-01,2025-03,99,99,0,False
395626,2017-01,2025-03,96,99,3,True
395627,2017-04,2025-03,93,96,3,True
395628,2017-01,2025-03,96,99,3,True
395629,2017-01,2025-03,96,99,3,True
395631,2017-04,2025-03,96,96,0,False
395633,2017-01,2025-03,96,99,3,True
395634,2017-01,2025-03,99,99,0,False
395636,2017-01,2025-03,99,99,0,False
395637,2017-01,2025-03,96,99,3,True
395638,2017-01,2025-03,96,99,3,True
395640,2017-01,2025-03,96,99,3,True
395643,2017-01,2025-03,96,99,3,True
395644,2017-01,2025-03,96,99,3,True
395645,2017-01,2025-03,99,99,0,False
395646,2017-01,2025-03,96,99,3,True
395647,2017-07,2025-03,93,93,0,False
395648,2017-01,2025-03,90,99,9,True
395650,2017-01,2025-03,96,99,3,True
395651,2017-01,2025-03,99,99,0,False
395652,2017-01,2025-03,96,99,3,True
395653,2017-01,2025-03,99,99,0,False
395654,2017-01,2025-03,99,99,0,False
395656,2017-01,2025-03,99,99,0,False
395660,2017-01,2025-03,99,99,0,False
395661,2017-01,2025-03,99,99,0,False
395662,2017-01,2025-03,96,99,3,True
395665,2017-01,2025-03,99,99,0,False
395666,2017-01,2025-03,96,99,3,True
395670,2017-01,2025-03,96,99,3,True
395671,2017-01,2025-03,99,99,0,False
395672,2017-01,2025-03,99,99,0,False
395674,2017-01,2025-03,99,99,0,False
395675,2017-01,2025-03,99,99,0,False
395677,2017-01,2025-03,99,99,0,False
395678,2017-01,2025-03,99,99,0,False
395679,2017-01,2025-03,96,99,3,True
395680,2017-01,2025-03,96,99,3,True
395681,2017-01,2020-09,39,45,6,True
395682,2017-01,2025-03,99,99,0,False
395683,2017-01,2025-03,99,99,0,False
395684,2017-01,2025-03,99,99,0,False
395685,2017-01,2025-03,96,99,3,True
395686,2017-01,2025-03,99,99,0,False
395687,2017-01,2025-03,93,99,6,True
395688,2017-01,2025-03,96,99,3,True
395690,2017-07,2025-03,93,93,0,False
395691,2017-01,2025-03,99,99,0,False
395692,2017-01,2025-03,99,99,0,False
395695,2017-01,2025-03,96,99,3,True
395697,2017-01,2025-03,96,99,3,True
395698,2017-01,2025-03,96,99,3,True
395699,2017-01,2025-03,99,99,0,False
395700,2017-01,2025-03,99,99,0,False
395701,2017-01,2025-03,99,99,0,False
395702,2017-01,2025-03,99,99,0,False
395704,2017-01,2025-03,99,99,0,False
395705,2017-01,2025-03,99,99,0,False
395706,2017-01,2025-03,99,99,0,False
395707,2017-01,2025-03,99,99,0,False
395708,2017-01,2025-03,99,99,0,False
395710,2017-01,2025-03,99,99,0,False
395711,2017-01,2025-03,96,99,3,True
395712,2017-01,2024-09,93,93,0,False
395713,2017-01,2025-03,99,99,0,False
395715,2017-04,2025-03,93,96,3,True
395716,2017-01,2024-09,93,93,0,False
395717,2017-01,2025-03,96,99,3,True
395718,2017-01,2025-03,99,99,0,False
395719,2017-01,2025-03,99,99,0,False
395720,2017-01,2025-03,93,99,6,True
395721,2018-01,2025-03,87,87,0,False
395722,2017-04,2025-03,93,96,3,True
395726,2017-01,2025-03,99,99,0,False
395728,2017-01,2025-03,96,99,3,True
395729,2017-01,2025-03,96,99,3,True
395730,2017-01,2025-03,96,99,3,True
395731,2017-01,2025-03,96,99,3,True
395732,2017-01,2025-03,99,99,0,False
395733,2017-01,2025-03,99,99,0,False
395735,2017-01,2025-03,96,99,3,True
395736,2017-01,2025-03,99,99,0,False
395738,2017-01,2025-03,99,99,0,False
395740,2017-01,2025-03,99,99,0,False
395741,2017-07,2022-12,57,66,9,True
395742,2017-01,2025-03,90,99,9,True
395743,2017-01,2025-03,96,99,3,True
395745,2017-01,2025-03,99,99,0,False
395746,2017-01,2025-03,96,99,3,True
395749,2017-01,2025-03,96,99,3,True
395751,2017-01,2025-03,84,99,15,True
395752,2017-01,2025-03,99,99,0,False
395753,2017-01,2025-03,99,99,0,False
395754,2017-01,2021-06,36,54,18,True
395756,2018-04,2025-03,81,84,3,True
395757,2017-01,2025-03,99,99,0,False
395758,2017-01,2025-03,96,99,3,True
395760,2017-01,2025-03,96,99,3,True
395762,2017-01,2025-03,99,99,0,False
395763,2017-01,2025-03,99,99,0,False
395764,2017-04,2025-03,96,96,0,False
395765,2017-01,2024-06,90,90,0,False
395767,2017-01,2025-03,99,99,0,False
395768,2017-01,2025-03,96,99,3,True
395770,2017-01,2025-03,99,99,0,False
395771,2017-01,2025-03,99,99,0,False
395773,2017-01,2025-03,99,99,0,False
395774,2017-01,2025-03,99,99,0,False
395775,2017-01,2025-03,96,99,3,True
395777,2017-01,2025-03,99,99,0,False
395778,2017-01,2025-03,99,99,0,False
395779,2017-01,2025-03,99,99,0,False
395780,2017-01,2025-03,99,99,0,False
395782,2017-01,2025-03,99,99,0,False
395783,2017-01,2025-03,96,99,3,True
395784,2017-01,2025-03,96,99,3,True
395785,2017-01,2025-03,96,99,3,True
395786,2017-01,2025-03,90,99,9,True
395787,2017-01,2025-03,99,99,0,False
395788,2017-01,2025-03,96,99,3,True
395790,2017-01,2025-03,96,99,3,True
395791,2017-01,2025-03,99,99,0,False
395793,2017-01,2025-03,99,99,0,False
395794,2017-01,2025-03,99,99,0,False
