cms_certification_number,first_month,last_month,months_observed,months_expected,months_missing,has_gaps
075332,2017-01,2025-03,96,99,3,True
075333,2017-01,2025-03,99,99,0,False
075334,2017-01,2025-03,99,99,0,False
075335,2017-01,2025-03,96,99,3,True
075336,2017-01,2025-03,99,99,0,False
075337,2017-01,2025-03,96,99,3,True
075338,2017-01,2025-03,99,99,0,False
075339,2017-01,2025-03,96,99,3,True
075340,2017-01,2023-03,42,75,33,True
075341,2017-01,2025-03,99,99,0,False
075343,2017-01,2025-03,96,99,3,True
075345,2017-04,2025-03,93,96,3,True
075346,2017-01,2019-03,24,27,3,True
075347,2017-01,2025-03,99,99,0,False
075348,2017-04,2025-03,87,96,9,True
075349,2017-01,2025-03,96,99,3,True
075350,2017-04,2025-03,90,96,6,True
075351,2017-01,2024-12,93,96,3,True
075352,2017-01,2025-03,99,99,0,False
075353,2017-01,2025-03,99,99,0,False
075354,2017-01,2025-03,99,99,0,False
075355,2017-01,2025-03,93,99,6,True
075356,2017-01,2025-03,93,99,6,True
075358,2017-01,2025-03,93,99,6,True
075359,2017-01,2025-03,96,99,3,True
075361,2017-01,2025-03,96,99,3,True
075362,2017-01,2025-03,99,99,0,False
075365,2017-01,2025-03,90,99,9,True
075366,2017-01,2025-03,99,99,0,False
075367,2017-01,2025-03,99,99,0,False
075368,2017-01,2025-03,96,99,3,True
075369,2017-07,2017-09,3,3,0,False
075370,2018-04,2020-03,18,24,6,True
075371,2017-01,2025-03,93,99,6,True
075373,2017-01,2025-03,93,99,6,True
075374,2017-01,2025-03,84,99,15,True
075375,2017-01,2025-03,99,99,0,False
075377,2017-01,2025-03,96,99,3,True
075378,2017-07,2025-03,93,93,0,False
075379,2017-04,2025-03,87,96,9,True
075380,2017-01,2025-03,96,99,3,True
075381,2017-01,2025-03,96,99,3,True
075382,2017-01,2025-03,93,99,6,True
075383,2017-01,2025-03,96,99,3,True
075384,2017-01,2025-03,96,99,3,True
075386,2017-01,2025-03,99,99,0,False
075387,2017-01,2025-03,99,99,0,False
075388,2017-01,2025-03,96,99,3,True
075389,2017-01,2025-03,96,99,3,True
075390,2017-01,2025-03,93,99,6,True
075393,2017-01,2025-03,93,99,6,True
075394,2017-01,2025-03,96,99,3,True
075395,2017-01,2025-03,99,99,0,False
075396,2017-01,2025-03,99,99,0,False
075397,2017-04,2025-03,90,96,6,True
075400,2017-01,2025-03,96,99,3,True
075402,2018-01,2025-03,75,87,12,True
075403,2017-01,2025-03,96,99,3,True
075404,2017-01,2025-03,96,99,3,True
075405,2017-01,2025-03,99,99,0,False
075407,2017-01,2025-03,99,99,0,False
075408,2017-10,2025-03,84,90,6,True
075410,2017-01,2025-03,99,99,0,False
075411,2017-01,2025-03,96,99,3,True
075412,2017-01,2025-03,99,99,0,False
075413,2017-01,2025-03,96,99,3,True
075414,2017-01,2025-03,96,99,3,True
075415,2017-04,2025-03,96,96,0,False
075416,2017-04,2025-03,96,96,0,False
075417,2017-01,2020-06,39,42,3,True
075418,2017-01,2025-03,96,99,3,True
075419,2017-01,2025-03,99,99,0,False
075420,2017-04,2025-03,96,96,0,False
075421,2017-01,2025-03,96,99,3,True
075423,2017-04,2025-03,90,96,6,True
075425,2017-01,2025-03,93,99,6,True
075426,2017-01,2019-12,36,36,0,False
075429,2017-01,2025-03,96,99,3,True
075431,2017-01,2025-03,96,99,3,True
075432,2017-01,2025-03,81,99,18,True
075434,2017-04,2025-03,87,96,9,True
075436,2017-01,2025-03,96,99,3,True
075437,2017-01,2025-03,99,99,0,False
075438,2017-01,2025-03,96,99,3,True
075439,2017-01,2025-03,99,99,0,False
075440,2017-01,2025-03,93,99,6,True
075441,2017-01,2025-03,96,99,3,True
075442,2017-01,2025-03,96,99,3,True
075443,2020-07,2025-03,57,57,0,False
085001,2017-01,2025-03,99,99,0,False
085002,2017-01,2025-03,96,99,3,True
085003,2017-01,2025-03,99,99,0,False
085004,2017-01,2025-03,90,99,9,True
085006,2017-01,2025-03,96,99,3,True
085009,2017-01,2025-03,99,99,0,False
085010,2017-01,2025-03,99,99,0,False
085012,2017-01,2025-03,96,99,3,True
085013,2017-01,2025-03,99,99,0,False
085015,2017-01,2025-03,99,99,0,False
085017,2017-01,2025-03,96,99,3,True
085019,2017-01,2025-03,99,99,0,False
085020,2017-01,2025-03,99,99,0,False
085021,2017-01,2025-03,99,99,0,False
085025,2017-01,2025-03,96,99,3,True
085026,2017-01,2025-03,96,99,3,True
085027,2017-01,2025-03,99,99,0,False
085028,2017-01,2025-03,96,99,3,True
085029,2017-01,2025-03,96,99,3,True
085031,2017-01,2025-03,99,99,0,False
085032,2017-01,2025-03,99,99,0,False
085033,2017-01,2025-03,96,99,3,True
085034,2017-01,2025-03,96,99,3,True
085035,2017-01,2020-06,18,42,24,True
085036,2017-01,2021-06,54,54,0,False
085037,2017-01,2025-03,99,99,0,False
085039,2017-01,2025-03,93,99,6,True
085040,2017-01,2025-03,99,99,0,False
085041,2017-01,2025-03,96,99,3,True
085042,2017-01,2025-03,99,99,0,False
085043,2017-01,2025-03,99,99,0,False
085047,2017-01,2025-03,99,99,0,False
085048,2017-01,2025-03,93,99,6,True
085050,2017-01,2025-03,99,99,0,False
085051,2017-01,2025-03,96,99,3,True
085052,2017-01,2025-03,99,99,0,False
085053,2018-01,2025-03,87,87,0,False
085054,2017-01,2025-03,96,99,3,True
085055,2017-10,2022-03,54,54,0,False
085056,2017-01,2025-03,99,99,0,False
085057,2018-07,2025-03,81,81,0,False
085058,2020-07,2025-03,57,57,0,False
085060,2023-04,2025-03,24,24,0,False
08A006,2017-01,2025-03,99,99,0,False
08A011,2017-01,2022-09,69,69,0,False
08A015,2017-10,2025-03,66,90,24,True
08A020,2017-01,2025-03,99,99,0,False
08E029,2017-01,2019-09,27,33,6,True
095014,2017-01,2025-03,90,99,9,True
095015,2017-01,2025-03,96,99,3,True
095019,2017-01,2025-03,99,99,0,False
095020,2017-04,2025-03,96,96,0,False
095021,2017-01,2020-09,45,45,0,False
095022,2017-01,2025-03,99,99,0,False
095024,2017-01,2025-03,96,99,3,True
095025,2017-01,2025-03,96,99,3,True
095026,2017-01,2025-03,96,99,3,True
095027,2017-04,2025-03,96,96,0,False
095028,2017-04,2025-03,93,96,3,True
095030,2017-01,2025-03,93,99,6,True
095031,2017-01,2025-03,96,99,3,True
095034,2017-01,2025-03,99,99,0,False
095036,2017-01,2025-03,96,99,3,True
095038,2017-01,2025-03,90,99,9,True
095039,2017-01,2019-12,30,36,6,True
095040,2020-10,2025-03,51,54,3,True
09E020,2017-01,2025-03,84,99,15,True
105001,2017-01,2025-03,99,99,0,False
105002,2017-01,2025-03,90,99,9,True
105005,2017-01,2025-03,99,99,0,False
105008,2017-01,2025-03,96,99,3,True
105009,2017-01,2025-03,99,99,0,False
105012,2017-01,2024-12,96,96,0,False
105016,2017-01,2025-03,99,99,0,False
105021,2017-01,2017-06,6,6,0,False
105029,2017-01,2025-03,99,99,0,False
105030,2017-01,2025-03,99,99,0,False
105037,2017-01,2025-03,99,99,0,False
105038,2017-01,2025-03,96,99,3,True
105039,2017-01,2025-03,99,99,0,False
105045,2017-01,2025-03,99,99,0,False
105047,2017-01,2021-09,57,57,0,False
105050,2017-01,2024-09,90,93,3,True
105052,2017-01,2025-03,99,99,0,False
105057,2017-01,2025-03,96,99,3,True
105067,2017-04,2025-03,96,96,0,False
105071,2017-01,2025-03,99,99,0,False
105072,2017-01,2025-03,96,99,3,True
105083,2017-01,2025-03,96,99,3,True
105089,2017-01,2025-03,96,99,3,True
105117,2017-01,2025-03,96,99,3,True
105119,2017-01,2025-03,96,99,3,True
105120,2017-01,2025-03,87,99,12,True
105125,2017-01,2025-03,99,99,0,False
105128,2017-01,2025-03,99,99,0,False
105132,2017-01,2025-03,99,99,0,False
105135,2017-01,2025-03,99,99,0,False
105138,2017-01,2025-03,96,99,3,True
105140,2017-04,2025-03,96,96,0,False
105145,2017-04,2025-03,93,96,3,True
105146,2017-01,2025-03,99,99,0,False
105147,2017-01,2025-03,96,99,3,True
105148,2017-01,2025-03,99,99,0,False
105149,2017-01,2025-03,96,99,3,True
105152,2017-01,2018-12,24,24,0,False
105153,2017-01,2025-03,96,99,3,True
105155,2017-01,2025-03,99,99,0,False
105158,2017-01,2025-03,99,99,0,False
105159,2017-01,2025-03,96,99,3,True
105166,2017-01,2025-03,99,99,0,False
105172,2017-01,2025-03,96,99,3,True
105175,2017-04,2025-03,90,96,6,True
105176,2017-01,2025-03,99,99,0,False
105178,2017-01,2024-03,87,87,0,False
105190,2017-01,2025-03,99,99,0,False
105193,2017-01,2025-03,96,99,3,True
105196,2017-01,2025-03,93,99,6,True
105202,2017-01,2025-03,93,99,6,True
105205,2017-01,2025-03,96,99,3,True
105207,2017-01,2025-03,99,99,0,False
105210,2017-01,2025-03,99,99,0,False
105217,2017-01,2025-03,96,99,3,True
105219,2017-01,2025-03,99,99,0,False
105227,2017-01,2019-03,27,27,0,False
105228,2017-01,2025-03,93,99,6,True
105229,2017-01,2025-03,99,99,0,False
105232,2017-01,2025-03,99,99,0,False
105234,2017-01,2025-03,99,99,0,False
105237,2017-01,2025-03,93,99,6,True
105238,2017-01,2021-09,57,57,0,False
105248,2017-01,2025-03,90,99,9,True
105250,2017-01,2025-03,99,99,0,False
105251,2017-01,2025-03,96,99,3,True
105252,2017-01,2025-03,90,99,9,True
105255,2017-01,2025-03,99,99,0,False
105257,2017-01,2025-03,99,99,0,False
105258,2017-01,2025-03,99,99,0,False
105259,2017-01,2025-03,99,99,0,False
105261,2017-01,2025-03,78,99,21,True
105262,2017-01,2025-03,78,99,21,True
105265,2017-01,2025-03,99,99,0,False
105267,2017-01,2025-03,96,99,3,True
105268,2017-01,2025-03,99,99,0,False
105269,2017-04,2025-03,96,96,0,False
105271,2017-01,2025-03,99,99,0,False
105274,2017-01,2025-03,99,99,0,False
105275,2017-01,2025-03,99,99,0,False
105277,2017-01,2025-03,99,99,0,False
105280,2017-01,2025-03,99,99,0,False
105282,2017-01,2025-03,90,99,9,True
105283,2017-01,2025-03,99,99,0,False
105285,2017-01,2018-12,24,24,0,False
105286,2017-01,2025-03,99,99,0,False
105287,2017-01,2025-03,99,99,0,False
105289,2017-01,2025-03,99,99,0,False
105291,2017-01,2025-03,99,99,0,False
105292,2017-10,2025-03,90,90,0,False
105293,2017-01,2025-03,99,99,0,False
105295,2017-01,2025-03,99,99,0,False
105296,2017-01,2025-03,96,99,3,True
105297,2017-01,2025-03,96,99,3,True
105298,2017-01,2025-03,99,99,0,False
105299,2017-01,2025-03,99,99,0,False
105300,2017-01,2025-03,99,99,0,False
105301,2017-01,2025-03,96,99,3,True
105302,2017-01,2025-03,93,99,6,True
105304,2017-01,2025-03,96,99,3,True
105305,2017-01,2025-03,99,99,0,False
105307,2017-01,2025-03,96,99,3,True
105308,2017-01,2025-03,96,99,3,True
105310,2017-01,2025-03,93,99,6,True
105311,2017-01,2025-03,96,99,3,True
105315,2017-01,2025-03,96,99,3,True
105317,2017-01,2025-03,96,99,3,True
105319,2017-01,2025-03,99,99,0,False
105320,2017-04,2025-03,96,96,0,False
105321,2017-01,2025-03,96,99,3,True
105323,2017-04,2025-03,96,96,0,False
105324,2017-01,2025-03,99,99,0,False
105325,2017-01,2025-03,96,99,3,True
105326,2017-01,2025-03,99,99,0,False
105327,2017-01,2025-03,99,99,0,False
105328,2017-01,2025-03,96,99,3,True
105331,2017-01,2025-03,99,99,0,False
105332,2017-01,2025-03,99,99,0,False
105333,2017-01,2025-03,93,99,6,True
105335,2017-04,2025-03,96,96,0,False
105336,2017-01,2025-03,99,99,0,False
105342,2017-01,2025-03,99,99,0,False
105343,2017-01,2025-03,96,99,3,True
105346,2017-01,2025-03,99,99,0,False
105349,2017-01,2025-03,99,99,0,False
105350,2017-01,2025-03,93,99,6,True
105351,2017-04,2025-03,93,96,3,True
105352,2017-01,2025-03,99,99,0,False
105353,2017-01,2025-03,99,99,0,False
105354,2017-01,2025-03,99,99,0,False
105355,2017-01,2025-03,99,99,0,False
105356,2017-01,2019-03,27,27,0,False
105358,2017-01,2025-03,99,99,0,False
105360,2017-01,2025-03,99,99,0,False
105362,2017-01,2025-03,99,99,0,False
105363,2017-01,2025-03,99,99,0,False
105364,2017-01,2025-03,96,99,3,True
105365,2017-01,2025-03,99,99,0,False
105366,2017-01,2025-03,87,99,12,True
105371,2017-01,2025-03,99,99,0,False
105372,2017-01,2025-03,96,99,3,True
105373,2017-01,2025-03,96,99,3,True
105374,2017-01,2025-03,90,99,9,True
105375,2017-01,2025-03,96,99,3,True
105376,2017-01,2025-03,96,99,3,True
105377,2017-01,2025-03,99,99,0,False
105378,2017-01,2025-03,96,99,3,True
105379,2017-01,2025-03,99,99,0,False
105381,2017-01,2025-03,99,99,0,False
105382,2017-04,2025-03,96,96,0,False
105384,2017-01,2021-06,54,54,0,False
105385,2017-01,2025-03,96,99,3,True
105387,2017-01,2025-03,99,99,0,False
105389,2017-01,2025-03,96,99,3,True
105390,2017-01,2025-03,99,99,0,False
105391,2017-01,2018-12,24,24,0,False
105392,2017-01,2025-03,99,99,0,False
105393,2017-01,2025-03,96,99,3,True
105394,2017-01,2025-03,99,99,0,False
105395,2017-01,2025-03,99,99,0,False
105396,2017-01,2025-03,99,99,0,False
105397,2017-01,2025-03,99,99,0,False
105398,2017-01,2025-03,99,99,0,False
105399,2017-01,2025-03,96,99,3,True
105401,2017-01,2025-03,96,99,3,True
105402,2017-01,2025-03,99,99,0,False
105404,2017-01,2025-03,99,99,0,False
105407,2017-01,2025-03,99,99,0,False
105408,2017-01,2025-03,99,99,0,False
105409,2017-01,2025-03,99,99,0,False
105410,2017-01,2025-03,99,99,0,False
105411,2017-01,2025-03,99,99,0,False
105412,2017-01,2022-09,69,69,0,False
105413,2017-01,2025-03,99,99,0,False
105416,2017-01,2025-03,99,99,0,False
105417,2017-01,2025-03,99,99,0,False
105419,2017-01,2024-12,96,96,0,False
105420,2017-04,2025-03,96,96,0,False
105421,2017-01,2025-03,96,99,3,True
105422,2017-01,2025-03,93,99,6,True
105423,2017-01,2025-03,99,99,0,False
105426,2017-01,2025-03,96,99,3,True
105427,2017-01,2025-03,99,99,0,False
105428,2017-01,2025-03,99,99,0,False
105429,2017-01,2025-03,99,99,0,False
105430,2017-04,2025-03,96,96,0,False
105431,2017-01,2025-03,96,99,3,True
105432,2017-01,2025-03,99,99,0,False
105433,2017-01,2025-03,99,99,0,False
105434,2017-04,2025-03,93,96,3,True
105435,2017-01,2025-03,96,99,3,True
105436,2017-01,2025-03,96,99,3,True
105437,2017-01,2025-03,96,99,3,True
105438,2017-01,2025-03,99,99,0,False
105439,2017-01,2025-03,99,99,0,False
105440,2017-01,2025-03,99,99,0,False
105441,2017-01,2025-03,96,99,3,True
105442,2017-01,2025-03,99,99,0,False
105443,2017-01,2025-03,99,99,0,False
105444,2017-01,2025-03,99,99,0,False
105445,2017-01,2025-03,99,99,0,False
105447,2017-01,2025-03,99,99,0,False
105448,2017-01,2025-03,99,99,0,False
105449,2017-01,2025-03,93,99,6,True
105451,2017-01,2025-03,99,99,0,False
105452,2017-01,2025-03,99,99,0,False
105453,2017-01,2025-03,99,99,0,False
105454,2017-01,2025-03,96,99,3,True
105455,2017-01,2025-03,99,99,0,False
105458,2017-01,2025-03,99,99,0,False
105459,2017-01,2025-03,99,99,0,False
105460,2017-01,2025-03,99,99,0,False
105461,2017-01,2025-03,99,99,0,False
105462,2017-01,2025-03,99,99,0,False
105463,2017-01,2025-03,99,99,0,False
105464,2017-01,2025-03,99,99,0,False
105465,2017-01,2025-03,96,99,3,True
105466,2017-01,2025-03,99,99,0,False
105467,2017-01,2025-03,96,99,3,True
105468,2017-07,2025-03,90,93,3,True
105469,2017-10,2019-09,24,24,0,False
105470,2017-01,2025-03,96,99,3,True
105471,2017-01,2025-03,99,99,0,False
105472,2017-10,2025-03,90,90,0,False
105473,2017-01,2025-03,99,99,0,False
105474,2017-01,2025-03,99,99,0,False
105475,2017-01,2025-03,99,99,0,False
105476,2017-01,2025-03,96,99,3,True
105477,2017-01,2025-03,99,99,0,False
105478,2017-01,2025-03,96,99,3,True
105479,2017-01,2025-03,90,99,9,True
105480,2017-01,2025-03,99,99,0,False
105481,2017-01,2025-03,96,99,3,True
105482,2017-01,2025-03,99,99,0,False
105484,2017-01,2025-03,90,99,9,True
105485,2017-01,2025-03,87,99,12,True
105486,2017-01,2025-03,93,99,6,True
105487,2017-04,2025-03,93,96,3,True
105488,2017-01,2025-03,93,99,6,True
105489,2017-01,2025-03,99,99,0,False
105491,2017-01,2025-03,93,99,6,True
105492,2017-01,2025-03,96,99,3,True
105494,2017-01,2025-03,99,99,0,False
105495,2017-01,2025-03,99,99,0,False
105496,2017-01,2025-03,96,99,3,True
105497,2017-01,2025-03,99,99,0,False
105498,2017-01,2025-03,99,99,0,False
105499,2017-01,2025-03,96,99,3,True
105500,2017-07,2019-09,27,27,0,False
105502,2017-07,2019-09,27,27,0,False
105503,2017-01,2021-06,54,54,0,False
105504,2017-01,2025-03,99,99,0,False
105505,2017-04,2025-03,96,96,0,False
105506,2017-01,2025-03,96,99,3,True
105507,2017-01,2025-03,99,99,0,False
105508,2017-01,2025-03,93,99,6,True
105509,2017-01,2025-03,99,99,0,False
105510,2017-01,2025-03,96,99,3,True
105511,2017-01,2025-03,99,99,0,False
105512,2017-01,2025-03,99,99,0,False
105513,2017-01,2025-03,96,99,3,True
105514,2017-04,2025-03,96,96,0,False
105515,2017-01,2025-03,99,99,0,False
105516,2017-01,2025-03,99,99,0,False
105518,2017-01,2025-03,99,99,0,False
105519,2017-01,2025-03,99,99,0,False
105520,2017-01,2022-06,66,66,0,False
105521,2017-01,2025-03,96,99,3,True
105522,2017-01,2025-03,96,99,3,True
105523,2017-01,2025-03,99,99,0,False
105524,2017-01,2025-03,99,99,0,False
105525,2017-01,2025-03,93,99,6,True
105526,2017-01,2025-03,93,99,6,True
105528,2017-01,2025-03,99,99,0,False
105529,2017-01,2025-03,99,99,0,False
105530,2017-01,2025-03,99,99,0,False
105531,2017-01,2025-03,99,99,0,False
105532,2017-01,2025-03,96,99,3,True
105533,2017-01,2025-03,99,99,0,False
105537,2017-01,2024-09,90,93,3,True
105538,2017-01,2025-03,99,99,0,False
105539,2017-01,2025-03,96,99,3,True
105541,2017-01,2025-03,99,99,0,False
105543,2017-01,2025-03,93,99,6,True
105544,2017-01,2025-03,99,99,0,False
105546,2017-01,2025-03,99,99,0,False
105547,2017-04,2025-03,96,96,0,False
105548,2017-01,2025-03,99,99,0,False
105549,2017-01,2024-12,96,96,0,False
105550,2017-01,2025-03,99,99,0,False
105551,2017-01,2025-03,93,99,6,True
105552,2017-01,2025-03,96,99,3,True
105553,2017-01,2025-03,99,99,0,False
105554,2017-01,2025-03,99,99,0,False
105555,2017-01,2025-03,99,99,0,False
105556,2017-10,2025-03,90,90,0,False
105558,2017-01,2025-03,99,99,0,False
105559,2017-01,2025-03,99,99,0,False
105560,2017-01,2025-03,99,99,0,False
105561,2017-01,2025-03,99,99,0,False
105562,2017-01,2025-03,96,99,3,True
105563,2017-01,2025-03,99,99,0,False
105564,2017-01,2025-03,99,99,0,False
105565,2017-04,2025-03,96,96,0,False
105566,2017-01,2025-03,96,99,3,True
105567,2017-01,2025-03,96,99,3,True
105568,2017-01,2025-03,99,99,0,False
105570,2017-10,2025-03,90,90,0,False
105571,2017-01,2025-03,96,99,3,True
105572,2017-01,2025-03,99,99,0,False
105574,2017-01,2025-03,96,99,3,True
105575,2017-01,2025-03,99,99,0,False
105577,2017-01,2025-03,96,99,3,True
105578,2017-01,2025-03,99,99,0,False
105579,2017-01,2025-03,99,99,0,False
105580,2017-01,2025-03,96,99,3,True
105581,2017-01,2025-03,96,99,3,True
105584,2017-01,2025-03,99,99,0,False
105586,2017-01,2025-03,99,99,0,False
105587,2017-01,2025-03,96,99,3,True
105588,2017-01,2025-03,99,99,0,False
105589,2017-01,2025-03,99,99,0,False
105591,2017-01,2025-03,96,99,3,True
105592,2017-01,2025-03,96,99,3,True
105593,2017-01,2025-03,99,99,0,False
105596,2017-01,2025-03,96,99,3,True
105597,2017-01,2025-03,99,99,0,False
105598,2017-04,2025-03,90,96,6,True
105599,2017-01,2025-03,96,99,3,True
105600,2017-01,2025-03,96,99,3,True
105601,2017-04,2025-03,93,96,3,True
105602,2017-01,2025-03,96,99,3,True
105603,2017-01,2025-03,99,99,0,False
105604,2017-01,2025-03,99,99,0,False
105606,2017-01,2025-03,96,99,3,True
105607,2017-01,2025-03,96,99,3,True
105609,2017-01,2025-03,99,99,0,False
105610,2017-01,2025-03,96,99,3,True
105611,2017-01,2025-03,99,99,0,False
105612,2017-01,2025-03,96,99,3,True
105613,2017-04,2025-03,96,96,0,False
105616,2017-01,2025-03,96,99,3,True
105617,2017-01,2025-03,96,99,3,True
105618,2017-01,2025-03,99,99,0,False
105620,2017-01,2025-03,99,99,0,False
105621,2017-01,2025-03,96,99,3,True
105622,2017-01,2025-03,99,99,0,False
105623,2017-01,2025-03,96,99,3,True
105624,2017-04,2025-03,96,96,0,False
105626,2017-01,2025-03,99,99,0,False
105627,2017-01,2021-06,54,54,0,False
105628,2017-01,2025-03,99,99,0,False
105629,2017-01,2025-03,96,99,3,True
105630,2017-01,2025-03,93,99,6,True
105631,2017-01,2025-03,99,99,0,False
105632,2017-01,2025-03,99,99,0,False
105634,2017-01,2025-03,99,99,0,False
105635,2017-01,2025-03,99,99,0,False
105636,2017-01,2025-03,99,99,0,False
105637,2017-01,2025-03,90,99,9,True
105638,2017-01,2025-03,96,99,3,True
105640,2017-01,2025-03,99,99,0,False
105641,2017-01,2025-03,99,99,0,False
105643,2017-01,2025-03,99,99,0,False
105644,2017-01,2025-03,99,99,0,False
105645,2017-01,2025-03,99,99,0,False
105649,2017-01,2025-03,96,99,3,True
105650,2017-04,2025-03,96,96,0,False
105651,2017-01,2025-03,99,99,0,False
105652,2017-01,2025-03,99,99,0,False
105653,2017-01,2025-03,99,99,0,False
105654,2017-01,2025-03,99,99,0,False
105655,2017-01,2025-03,99,99,0,False
105657,2017-01,2025-03,96,99,3,True
105658,2017-01,2025-03,99,99,0,False
105659,2017-01,2025-03,93,99,6,True
105660,2017-01,2025-03,99,99,0,False
105662,2017-01,2025-03,99,99,0,False
105663,2017-01,2025-03,99,99,0,False
105664,2017-01,2025-03,99,99,0,False
105665,2017-01,2025-03,99,99,0,False
105666,2017-01,2025-03,99,99,0,False
105668,2017-01,2025-03,99,99,0,False
105670,2017-01,2025-03,96,99,3,True
105671,2017-01,2025-03,96,99,3,True
105672,2017-01,2025-03,90,99,9,True
105673,2017-01,2025-03,99,99,0,False
105677,2017-04,2019-06,27,27,0,False
105679,2017-01,2025-03,99,99,0,False
105680,2017-01,2025-03,99,99,0,False
105682,2017-01,2025-03,96,99,3,True
105683,2017-01,2025-03,99,99,0,False
105684,2017-01,2025-03,90,99,9,True
105685,2017-01,2025-03,99,99,0,False
105686,2017-01,2025-03,99,99,0,False
105687,2017-01,2025-03,99,99,0,False
105688,2017-01,2025-03,99,99,0,False
105690,2017-01,2025-03,99,99,0,False
105691,2017-01,2021-06,54,54,0,False
105692,2017-01,2025-03,90,99,9,True
105693,2017-01,2025-03,99,99,0,False
105694,2017-01,2025-03,99,99,0,False
105696,2017-04,2025-03,93,96,3,True
105697,2017-01,2025-03,99,99,0,False
105700,2017-01,2025-03,96,99,3,True
105701,2017-01,2025-03,99,99,0,False
105702,2017-01,2025-03,84,99,15,True
105703,2017-01,2025-03,99,99,0,False
105705,2017-01,2025-03,96,99,3,True
105706,2017-01,2025-03,84,99,15,True
105707,2017-04,2025-03,96,96,0,False
105708,2017-01,2025-03,96,99,3,True
105709,2017-01,2025-03,99,99,0,False
105710,2017-01,2025-03,99,99,0,False
105711,2017-01,2025-03,96,99,3,True
105712,2017-01,2025-03,96,99,3,True
105713,2017-01,2025-03,99,99,0,False
105714,2017-01,2025-03,99,99,0,False
105715,2017-01,2025-03,99,99,0,False
105717,2017-01,2025-03,99,99,0,False
105718,2017-01,2025-03,99,99,0,False
105719,2017-01,2025-03,99,99,0,False
105720,2017-04,2025-03,93,96,3,True
105721,2017-01,2025-03,96,99,3,True
105723,2017-01,2025-03,96,99,3,True
105724,2017-01,2025-03,99,99,0,False
105725,2017-01,2025-03,96,99,3,True
105727,2017-01,2025-03,99,99,0,False
105728,2017-01,2025-03,99,99,0,False
105729,2017-04,2025-03,96,96,0,False
105730,2017-01,2025-03,99,99,0,False
105731,2017-01,2025-03,99,99,0,False
105732,2017-01,2025-03,93,99,6,True
105733,2017-01,2025-03,96,99,3,True
105734,2017-01,2025-03,99,99,0,False
105735,2017-01,2025-03,99,99,0,False
105736,2017-01,2025-03,96,99,3,True
105737,2017-01,2025-03,99,99,0,False
105738,2017-01,2025-03,99,99,0,False
105739,2017-01,2018-03,15,15,0,False
105743,2017-04,2025-03,93,96,3,True
105744,2017-01,2025-03,99,99,0,False
105745,2017-01,2025-03,99,99,0,False
105747,2017-04,2025-03,93,96,3,True
105749,2017-01,2025-03,99,99,0,False
105751,2017-04,2025-03,93,96,3,True
105754,2017-01,2025-03,99,99,0,False
105755,2017-01,2025-03,96,99,3,True
105756,2017-01,2025-03,99,99,0,False
105757,2017-01,2025-03,99,99,0,False
105758,2017-01,2021-06,54,54,0,False
105761,2017-01,2025-03,93,99,6,True
105762,2017-01,2025-03,96,99,3,True
105764,2017-01,2025-03,99,99,0,False
105765,2017-01,2025-03,96,99,3,True
105769,2017-01,2025-03,99,99,0,False
105770,2017-01,2025-03,93,99,6,True
105774,2017-01,2025-03,96,99,3,True
105775,2017-04,2018-12,21,21,0,False
105776,2017-01,2025-03,99,99,0,False
105777,2017-01,2025-03,96,99,3,True
105779,2017-01,2025-03,93,99,6,True
105780,2017-01,2025-03,96,99,3,True
105782,2017-01,2025-03,99,99,0,False
105783,2017-01,2025-03,99,99,0,False
105784,2017-01,2025-03,99,99,0,False
105785,2017-01,2025-03,96,99,3,True
105786,2017-01,2025-03,99,99,0,False
105790,2017-01,2025-03,99,99,0,False
105791,2017-01,2025-03,99,99,0,False
105792,2017-01,2025-03,99,99,0,False
105793,2017-01,2025-03,99,99,0,False
105795,2017-01,2025-03,99,99,0,False
105796,2017-01,2025-03,99,99,0,False
105797,2017-01,2025-03,81,99,18,True
105801,2017-01,2025-03,99,99,0,False
105802,2017-01,2022-12,66,72,6,True
105803,2017-01,2025-03,93,99,6,True
105804,2017-01,2025-03,96,99,3,True
105805,2017-07,2025-03,72,93,21,True
105807,2017-01,2025-03,96,99,3,True
105808,2017-07,2025-03,72,93,21,True
105809,2017-01,2025-03,99,99,0,False
105810,2017-10,2025-03,81,90,9,True
105812,2017-01,2025-03,99,99,0,False
105813,2017-01,2025-03,99,99,0,False
105816,2017-01,2025-03,99,99,0,False
105817,2017-01,2025-03,96,99,3,True
105819,2017-01,2025-03,99,99,0,False
105820,2017-01,2025-03,99,99,0,False
105821,2017-01,2025-03,96,99,3,True
105822,2017-01,2025-03,93,99,6,True
105823,2017-01,2023-12,84,84,0,False
105824,2017-01,2025-03,96,99,3,True
105825,2017-04,2025-03,96,96,0,False
105826,2017-01,2025-03,96,99,3,True
105827,2017-01,2025-03,99,99,0,False
105828,2017-01,2025-03,99,99,0,False
105831,2017-01,2025-03,99,99,0,False
105832,2017-01,2021-06,54,54,0,False
105834,2017-01,2025-03,99,99,0,False
105835,2017-01,2025-03,90,99,9,True
105837,2017-01,2025-03,99,99,0,False
105838,2017-01,2025-03,96,99,3,True
105839,2017-01,2025-03,99,99,0,False
105840,2017-01,2025-03,99,99,0,False
105842,2017-01,2025-03,96,99,3,True
105843,2017-01,2025-03,99,99,0,False
