cms_certification_number,from_group,to_group,from_start,from_end,to_start,to_end,from_level,to_level,turnover_pct,overlap_pct,method,bucket_code,bucket_label,surname_keep_pct,surname_override,inconclusive,is_chow
275026,1,2,2007-04-20,2007-04-20,2012-12-01,2012-12-01,indirect,indirect,100.0,0.0,0,1,90–100,100.0,True,False,False
275026,2,3,2012-12-01,2012-12-01,2015-02-02,2015-02-02,indirect,indirect,90.0,10.0,0,1,90–100,20.0,False,False,False
275026,3,4,2015-02-02,2015-02-02,2015-03-02,2015-03-02,indirect,indirect,100.0,0.0,0,1,90–100,10.0,False,False,False
275026,4,5,2015-03-02,2015-03-02,2019-04-01,2019-04-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275026,5,6,2019-04-01,2019-04-01,2019-05-19,2019-05-19,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
275026,6,7,2019-05-19,2019-05-19,2020-04-01,2020-04-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
275027,1,2,1971-03-02,1971-03-02,1988-01-01,1988-01-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
275027,2,3,1988-01-01,1988-01-01,2006-12-31,2006-12-31,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
275027,3,4,2006-12-31,2006-12-31,2012-01-01,2012-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
275027,4,5,2012-01-01,2012-01-01,2017-02-28,2017-02-28,direct,indirect,100.0,0.0,0,1,90–100,50.6,False,False,True
275029,1,2,1990-03-06,1990-03-06,1990-04-02,1990-04-02,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
275029,2,3,1990-04-02,1990-04-02,2006-12-31,2006-12-31,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
275029,3,4,2006-12-31,2006-12-31,2012-01-01,2012-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
275029,4,5,2012-01-01,2012-01-01,2013-10-31,2013-10-31,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
275029,5,6,2013-10-31,2013-10-31,2014-06-30,2014-06-30,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
275029,6,7,2014-06-30,2014-06-30,2016-03-21,2016-03-21,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
275029,7,8,2016-03-21,2016-03-21,2017-02-28,2017-02-28,indirect,indirect,100.0,0.0,0,1,90–100,50.0,False,False,True
275029,8,9,2017-02-28,2017-02-28,2018-02-01,2018-02-01,indirect,direct,100.0,0.0,0,1,90–100,83.9,True,False,False
275029,9,10,2018-02-01,2018-02-01,2023-06-01,2023-06-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275030,1,2,1998-03-12,1998-03-12,2017-12-01,2017-12-01,indirect,indirect,100.0,0.0,0,1,90–100,20.0,False,False,True
275035,1,2,1997-03-31,1997-03-31,2008-12-30,2019-11-30,direct,indirect,100.0,0.0,0,1,90–100,50.0,False,False,False
275035,2,3,2008-12-30,2019-11-30,2023-08-31,2023-08-31,indirect,indirect,100.0,0.0,0,1,90–100,20.0,False,False,True
275039,1,2,2012-12-01,2012-12-01,2018-08-01,2018-08-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275040,1,2,2004-08-01,2004-08-01,2011-12-30,2011-12-30,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
275040,2,3,2011-12-30,2011-12-30,2012-08-01,2012-08-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
275040,3,4,2012-08-01,2012-08-01,2017-01-01,2017-01-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275043,1,2,1986-12-30,1986-12-30,2017-02-28,2017-02-28,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
275044,1,2,2012-12-01,2012-12-01,2018-08-01,2018-08-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275044,2,3,2018-08-01,2018-08-01,2021-01-15,2021-01-15,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275047,1,2,1997-02-25,1997-02-25,2004-02-01,2004-02-01,direct,direct,100.0,0.0,0,1,90–100,100.0,True,False,False
275047,2,3,2004-02-01,2004-02-01,2008-12-30,2008-12-30,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
275047,3,4,2008-12-30,2008-12-30,2008-12-31,2008-12-31,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
275047,4,5,2008-12-31,2008-12-31,2022-02-28,2022-02-28,indirect,indirect,50.0,50.0,0,5,50–60,50.0,False,False,True
275047,5,6,2022-02-28,2022-02-28,2023-08-31,2023-08-31,indirect,indirect,100.0,0.0,0,1,90–100,20.0,False,False,True
275049,1,2,1997-02-25,1997-02-25,2008-12-30,2008-12-30,direct,indirect,100.0,0.0,0,1,90–100,50.0,False,False,False
275049,2,3,2008-12-30,2008-12-30,2023-08-31,2023-08-31,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275053,1,2,2012-12-01,2012-12-01,2018-08-01,2018-08-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275056,1,2,2011-05-11,2011-05-11,2020-07-07,2020-07-07,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275060,1,2,2008-05-01,2008-05-01,2017-09-28,2017-09-28,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
275060,2,3,2017-09-28,2017-09-28,2018-02-01,2018-02-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275061,1,2,2015-10-19,2015-10-19,2023-09-01,2023-09-01,indirect,indirect,100.0,0.0,0,1,90–100,50.0,False,False,True
275064,1,2,2014-09-17,2014-09-17,2023-08-31,2023-08-31,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275069,1,2,1997-02-25,1997-02-25,2004-02-01,2004-02-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
275069,2,3,2004-02-01,2004-02-01,2008-12-30,2008-12-30,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
275069,3,4,2008-12-30,2008-12-30,2008-12-31,2008-12-31,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
275069,4,5,2008-12-31,2008-12-31,2009-02-11,2009-02-11,indirect,direct,50.0,50.0,0,5,50–60,50.0,False,False,False
275069,5,6,2009-02-11,2009-02-11,2023-08-31,2023-08-31,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275080,1,2,2012-06-01,2012-06-01,2020-07-07,2020-07-07,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275081,1,2,2012-12-01,2012-12-01,2018-08-01,2018-08-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
275084,1,2,1978-01-01,1978-01-01,2022-10-21,2022-10-21,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275090,1,2,2012-12-01,2012-12-01,2018-08-01,2018-08-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275094,1,2,2012-12-01,2012-12-01,2018-08-01,2018-08-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275101,1,2,2009-11-13,2009-11-13,2022-01-01,2022-01-01,direct,direct,100.0,0.0,0,1,90–100,12.5,False,False,True
275103,1,2,2005-12-09,2005-12-09,2007-04-20,2007-04-20,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
275103,2,3,2007-04-20,2007-04-20,2012-12-01,2012-12-01,indirect,indirect,100.0,0.0,0,1,90–100,6.2,False,False,False
275103,3,4,2012-12-01,2012-12-01,2018-05-01,2018-05-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275103,4,5,2018-05-01,2018-05-01,2018-09-01,2018-09-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275103,5,6,2018-09-01,2018-09-01,2019-07-01,2019-07-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275104,1,2,2012-12-01,2012-12-01,2023-07-01,2023-07-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275111,1,2,1997-03-31,1997-03-31,2008-12-31,2008-12-31,direct,indirect,100.0,0.0,0,1,90–100,50.0,False,False,False
275111,2,3,2008-12-31,2008-12-31,2023-08-31,2023-08-31,indirect,indirect,100.0,0.0,0,1,90–100,20.0,False,False,True
275112,1,2,2004-03-01,2004-03-01,2024-03-01,2024-03-01,direct,direct,100.0,0.0,0,1,90–100,100.0,True,False,False
275114,1,2,2012-12-01,2012-12-01,2018-08-01,2018-08-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275115,1,2,2012-07-16,2012-07-16,2018-08-01,2018-08-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275120,1,2,2012-12-01,2012-12-01,2018-08-01,2018-08-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275120,2,3,2018-08-01,2018-08-01,2023-07-01,2023-07-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275122,1,2,2010-11-01,2010-11-01,2015-06-01,2015-06-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
275123,1,2,2012-12-01,2012-12-01,2018-08-01,2018-08-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275123,2,3,2018-08-01,2018-08-01,2023-10-01,2023-10-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275124,1,2,2011-03-04,2011-03-04,2017-12-01,2017-12-01,indirect,indirect,100.0,0.0,0,1,90–100,20.0,False,False,True
275126,1,2,1987-09-04,1987-09-04,1988-11-01,1988-11-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
275126,2,3,1988-11-01,1988-11-01,1996-01-01,1996-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
275126,3,4,1996-01-01,1996-01-01,1998-11-01,1998-11-01,direct,partnership,100.0,0.0,0,1,90–100,0.0,False,False,False
275126,4,5,1998-11-01,1998-11-01,2007-01-01,2007-01-01,partnership,partnership,66.7,33.3,0,4,60–70,33.3,False,False,False
275126,5,6,2007-01-01,2007-01-01,2010-07-14,2010-07-14,partnership,partnership,66.7,33.3,0,4,60–70,33.3,False,False,False
275126,6,7,2010-07-14,2010-07-14,2016-03-21,2016-03-21,partnership,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
275126,7,8,2016-03-21,2016-03-21,2017-02-28,2017-02-28,indirect,indirect,100.0,0.0,0,1,90–100,47.0,False,False,True
275132,1,2,2005-12-09,2005-12-09,2007-04-20,2007-04-20,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
275132,2,3,2007-04-20,2007-04-20,2012-12-01,2012-12-01,indirect,indirect,100.0,0.0,0,1,90–100,6.2,False,False,False
275132,3,4,2012-12-01,2012-12-01,2018-09-01,2018-09-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275132,4,5,2018-09-01,2018-09-01,2019-07-01,2019-07-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
275134,1,2,2007-04-20,2007-04-20,2012-12-01,2012-12-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
275134,2,3,2012-12-01,2012-12-01,2014-01-21,2014-01-21,indirect,indirect,100.0,0.0,0,1,90–100,33.3,False,False,False
275134,3,4,2014-01-21,2014-01-21,2015-02-02,2015-02-02,indirect,indirect,100.0,0.0,0,1,90–100,28.4,False,False,False
275134,4,5,2015-02-02,2015-02-02,2015-03-02,2015-03-02,indirect,indirect,100.0,0.0,0,1,90–100,28.4,False,False,False
275134,5,6,2015-03-02,2015-03-02,2019-05-19,2019-05-19,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
275134,6,7,2019-05-19,2019-05-19,2020-04-01,2020-04-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
275135,1,2,2015-04-20,2015-04-20,2021-07-26,2021-07-26,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
275140,1,2,2017-07-01,2017-07-01,2023-08-31,2023-08-31,indirect,indirect,100.0,0.0,0,1,90–100,20.0,False,False,True
275148,1,2,2004-10-01,2004-10-01,2015-04-06,2015-04-06,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
275148,2,3,2015-04-06,2015-04-06,2018-06-30,2018-09-06,direct,direct,66.7,33.3,0,4,60–70,33.3,False,False,True
285002,1,2,2009-10-01,2009-10-01,2009-10-19,2009-10-19,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285002,2,3,2009-10-19,2009-10-19,2016-12-31,2017-07-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285036,1,2,2015-01-01,2015-01-01,2018-10-31,2018-10-31,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285049,1,2,2008-03-31,2008-03-31,2014-01-01,2014-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285049,2,3,2014-01-01,2014-01-01,2020-06-24,2020-06-24,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285049,3,4,2020-06-24,2020-06-24,2022-04-29,2024-01-15,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285054,1,2,2016-08-01,2016-08-01,2021-01-01,2021-01-01,indirect,indirect,66.7,33.3,0,4,60–70,33.3,False,False,True
285054,2,3,2021-01-01,2021-01-01,2024-03-01,2024-03-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285058,1,2,1997-04-01,1997-04-01,2008-07-17,2008-07-17,direct,indirect,100.0,0.0,0,1,90–100,36.4,False,False,False
285058,2,3,2008-07-17,2008-07-17,2008-12-19,2008-12-19,indirect,indirect,100.0,0.0,0,1,90–100,36.4,False,False,False
285058,3,4,2008-12-19,2008-12-19,2018-07-20,2020-01-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285058,4,5,2018-07-20,2020-01-01,2023-03-01,2023-03-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285063,1,2,1988-05-01,1988-05-01,1988-05-19,1988-05-19,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
285063,2,3,1988-05-19,1988-05-19,2009-10-01,2009-10-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285063,3,4,2009-10-01,2009-10-01,2016-12-20,2016-12-23,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285066,1,2,1983-01-03,1983-01-03,1985-07-01,1985-07-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
285066,2,3,1985-07-01,1985-07-01,2009-09-21,2009-09-21,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285071,1,2,1979-12-03,1979-12-03,1990-12-12,1990-12-12,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
285071,2,3,1990-12-12,1990-12-12,2009-10-01,2009-10-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285071,3,4,2009-10-01,2009-10-01,2016-12-23,2017-07-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285072,1,2,1985-12-01,1985-12-01,2019-01-01,2019-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285074,1,2,2009-10-01,2009-10-01,2010-01-10,2010-01-10,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285074,2,3,2010-01-10,2010-01-10,2016-12-23,2017-07-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285076,1,2,1995-07-03,1995-07-03,2021-05-01,2021-05-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285076,2,3,2021-05-01,2021-05-01,2023-08-01,2023-08-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285076,3,4,2023-08-01,2023-08-01,2023-08-02,2023-08-02,indirect,indirect,100.0,0.0,0,1,90–100,11.1,False,False,True
285078,1,2,2003-03-12,2003-03-12,2013-04-10,2013-04-10,indirect,indirect,100.0,0.0,0,1,90–100,23.6,False,False,False
285082,1,2,1974-04-01,1974-04-01,2009-11-02,2009-11-02,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285082,2,3,2009-11-02,2009-11-02,2018-11-15,2018-11-15,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285083,1,2,2009-10-01,2009-10-01,2010-01-10,2010-01-10,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285083,2,3,2010-01-10,2010-01-10,2016-12-23,2017-07-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285087,1,2,1987-10-26,1987-10-26,2016-12-23,2017-07-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285088,1,2,2016-10-01,2016-10-01,2019-03-20,2019-03-20,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285088,2,3,2019-03-20,2019-03-20,2019-08-01,2019-08-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285088,3,4,2019-08-01,2019-08-01,2023-05-01,2023-05-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285089,1,2,1979-12-03,1979-12-03,1982-12-01,1982-12-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285089,2,3,1982-12-01,1982-12-01,2016-12-23,2017-07-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285091,1,2,2012-07-16,2012-07-16,2018-09-01,2018-09-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285092,1,2,2016-10-01,2016-10-01,2019-03-20,2019-03-20,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285092,2,3,2019-03-20,2019-03-20,2019-10-03,2019-10-03,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285092,3,4,2019-10-03,2019-10-03,2023-11-01,2023-11-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285093,1,2,2016-10-01,2016-10-01,2019-03-20,2019-03-20,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285093,2,3,2019-03-20,2019-03-20,2019-05-01,2019-05-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285093,3,4,2019-05-01,2019-05-01,2019-10-03,2019-10-03,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285093,4,5,2019-10-03,2019-10-03,2023-11-01,2023-11-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285094,1,2,2008-02-17,2008-02-17,2015-12-31,2015-12-31,indirect,indirect,100.0,0.0,0,1,90–100,33.3,False,False,False
285094,2,3,2015-12-31,2015-12-31,2017-03-06,2018-12-31,indirect,indirect,66.7,33.3,0,4,60–70,33.3,False,False,True
285094,3,4,2017-03-06,2018-12-31,2020-01-01,2020-01-01,indirect,indirect,83.3,16.7,0,2,80–90,16.7,False,False,True
285094,4,5,2020-01-01,2020-01-01,2020-11-01,2020-11-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285094,5,6,2020-11-01,2020-11-01,2023-08-01,2023-08-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285094,6,7,2023-08-01,2023-08-01,2023-08-02,2023-08-02,indirect,indirect,100.0,0.0,0,1,90–100,11.1,False,False,True
285095,1,2,2005-12-02,2005-12-02,2005-12-21,2005-12-21,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285095,2,3,2005-12-21,2005-12-21,2006-03-15,2006-03-15,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285095,3,4,2006-03-15,2006-03-15,2009-03-15,2009-03-15,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285095,4,5,2009-03-15,2009-03-15,2016-10-01,2016-10-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
285095,5,6,2016-10-01,2016-10-01,2019-03-20,2019-03-20,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285095,6,7,2019-03-20,2019-03-20,2020-04-05,2020-04-05,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285095,7,8,2020-04-05,2020-04-05,2022-07-01,2022-07-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285095,8,9,2022-07-01,2022-07-01,2025-01-01,2025-01-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285096,1,2,2016-10-01,2016-10-01,2019-03-20,2019-03-20,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285096,2,3,2019-03-20,2019-03-20,2019-08-01,2019-08-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285096,3,4,2019-08-01,2019-08-01,2023-05-01,2023-05-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285097,1,2,1986-06-30,1986-06-30,2016-10-01,2016-10-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
285097,2,3,2016-10-01,2016-10-01,2019-03-20,2019-03-20,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285097,3,4,2019-03-20,2019-03-20,2019-05-01,2019-05-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285097,4,5,2019-05-01,2019-05-01,2023-11-01,2023-11-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285098,1,2,1990-07-01,2019-01-01,2021-01-01,2021-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285103,1,2,2012-01-26,2012-01-26,2012-02-09,2012-02-09,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
285104,1,2,2016-10-01,2016-10-01,2019-03-20,2019-03-20,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285104,2,3,2019-03-20,2019-03-20,2019-03-30,2019-09-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285104,3,4,2019-03-30,2019-09-01,2023-05-15,2023-05-15,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285105,1,2,2016-10-01,2016-10-01,2019-03-20,2019-03-20,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285106,1,2,2016-10-01,2016-10-01,2019-03-20,2019-03-20,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285106,2,3,2019-03-20,2019-03-20,2019-10-03,2019-10-03,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285106,3,4,2019-10-03,2019-10-03,2023-11-01,2023-11-01,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285108,1,2,2016-10-01,2016-10-01,2019-03-20,2019-03-20,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285108,2,3,2019-03-20,2019-03-20,2019-08-01,2019-08-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285109,1,2,2016-10-01,2016-10-01,2019-03-21,2019-09-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285109,2,3,2019-03-21,2019-09-01,2023-05-15,2023-05-15,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285114,1,2,2012-07-16,2012-07-16,2018-09-01,2018-09-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285115,1,2,2016-10-01,2016-10-01,2019-03-20,2019-03-20,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285115,2,3,2019-03-20,2019-03-20,2019-08-01,2019-08-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285115,3,4,2019-08-01,2019-08-01,2023-05-01,2023-05-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285116,1,2,2016-10-18,2016-10-18,2017-08-01,2017-08-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285116,2,3,2017-08-01,2017-08-01,2021-07-14,2021-07-14,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285117,1,2,2016-10-01,2016-10-01,2019-07-01,2019-07-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285117,2,3,2019-07-01,2019-07-01,2019-08-01,2019-08-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285117,3,4,2019-08-01,2019-08-01,2023-05-01,2023-05-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285118,1,2,2016-10-01,2016-10-01,2019-03-20,2019-03-20,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285118,2,3,2019-03-20,2019-03-20,2019-08-01,2019-08-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285118,3,4,2019-08-01,2019-08-01,2023-05-01,2023-05-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285124,1,2,2016-10-01,2016-10-01,2019-03-20,2019-03-20,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285124,2,3,2019-03-20,2019-03-20,2019-08-01,2019-08-01,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285126,1,2,1983-01-03,1983-01-03,1985-01-03,1985-01-03,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
285126,2,3,1985-01-03,1985-01-03,2009-10-15,2009-10-15,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285127,1,2,1985-06-05,1987-06-01,2009-09-21,2009-09-21,indirect,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285127,2,3,2009-09-21,2009-09-21,2024-12-30,2024-12-30,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285132,1,2,2000-07-01,2000-07-01,2015-12-31,2015-12-31,direct,indirect,100.0,0.0,0,1,90–100,30.4,False,False,False
285132,2,3,2015-12-31,2015-12-31,2017-03-06,2018-12-31,indirect,indirect,80.4,19.6,0,2,80–90,19.6,False,False,True
285132,3,4,2017-03-06,2018-12-31,2019-09-17,2019-09-17,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285133,1,2,1992-12-31,1992-12-31,2014-01-01,2014-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,False
285133,2,3,2014-01-01,2014-01-01,2022-01-01,2023-06-30,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285134,1,2,1990-02-05,1990-02-05,1995-08-23,1995-08-23,direct,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
285134,2,3,1995-08-23,1995-08-23,2017-01-01,2017-01-01,indirect,partnership,100.0,0.0,0,1,90–100,0.0,False,False,True
285137,1,2,1995-08-23,1995-08-23,2017-01-01,2017-01-01,indirect,partnership,100.0,0.0,0,1,90–100,0.0,False,False,True
285138,1,2,1994-02-01,1994-02-01,2019-01-01,2019-01-01,direct,direct,100.0,0.0,0,1,90–100,0.0,False,False,True
285139,1,2,2012-01-26,2012-01-26,2012-02-09,2012-02-09,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
285140,1,2,2000-07-01,2000-07-01,2013-12-31,2013-12-31,direct,indirect,100.0,0.0,0,1,90–100,75.0,False,False,False
285140,2,3,2013-12-31,2013-12-31,2015-12-31,2015-12-31,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,False
285140,3,4,2015-12-31,2015-12-31,2017-03-06,2018-12-31,indirect,indirect,80.4,19.6,0,2,80–90,19.6,False,False,True
285140,4,5,2017-03-06,2018-12-31,2019-09-17,2019-09-17,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
285140,5,6,2019-09-17,2019-09-17,2023-08-01,2023-08-01,indirect,indirect,100.0,0.0,0,1,90–100,0.0,False,False,True
