cms_certification_number,num_chows,cnt_bucket0,cnt_bucket1,cnt_bucket2,cnt_bucket3,cnt_bucket4,cnt_bucket5,cnt_bucket6_inconcl,first_seen_month,entered_after_start,present_at_start,chow_date_1,chow_magnitude_1,chow_method_1,chow_inconcl_1,chow_date_2,chow_magnitude_2,chow_method_2,chow_inconcl_2,chow_date_3,chow_magnitude_3,chow_method_3,chow_inconcl_3,chow_date_4,chow_magnitude_4,chow_method_4,chow_inconcl_4,chow_date_5,chow_magnitude_5,chow_method_5,chow_inconcl_5,chow_date_6,chow_magnitude_6,chow_method_6,chow_inconcl_6,chow_date_7,chow_magnitude_7,chow_method_7,chow_inconcl_7,chow_date_8,chow_magnitude_8,chow_method_8,chow_inconcl_8,chow_date_9,chow_magnitude_9,chow_method_9,chow_inconcl_9,chow_date_10,chow_magnitude_10,chow_method_10,chow_inconcl_10,chow_date_11,chow_magnitude_11,chow_method_11,chow_inconcl_11,chow_date_12,chow_magnitude_12,chow_method_12,chow_inconcl_12
165203,1,0,1,0,0,0,0,0,2012-07-16,False,True,2018-09-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165204,1,0,1,0,0,0,0,0,2015-08-01,False,True,2021-07-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165205,1,0,1,0,0,0,0,0,1994-04-01,False,True,2019-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165206,1,0,1,0,0,0,0,0,2012-07-16,False,True,2018-09-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165207,1,0,1,0,0,0,0,0,1994-04-01,False,True,2019-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165208,1,0,1,0,0,0,0,0,2006-07-26,False,True,2020-03-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165211,1,0,1,0,0,0,0,0,1994-06-01,False,True,2019-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165217,1,0,1,0,0,0,0,0,2012-07-03,False,True,2022-11-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165218,3,0,3,0,0,0,0,0,2008-07-17,False,True,2017-01-01,100.0,1.0,False,2021-07-01,100.0,0.0,False,2023-07-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165220,3,0,2,0,0,0,1,0,2000-07-01,False,True,2017-03-06,91.0,0.0,False,2018-12-31,56.0,0.0,False,2019-09-17,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165227,1,0,1,0,0,0,0,0,1991-09-17,False,True,2020-03-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165230,2,0,2,0,0,0,0,0,2010-11-15,False,True,2019-05-31,100.0,0.0,False,2019-10-17,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165231,1,0,1,0,0,0,0,0,2006-07-26,False,True,2020-03-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165233,1,0,1,0,0,0,0,0,2006-07-26,False,True,2020-03-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165235,1,0,1,0,0,0,0,0,2012-01-26,False,True,2021-06-10,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165236,1,0,1,0,0,0,0,0,1994-12-01,False,True,2019-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165238,1,0,1,0,0,0,0,0,2012-01-26,False,True,2021-06-10,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165240,1,0,1,0,0,0,0,0,1994-12-01,False,True,2019-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165247,1,0,1,0,0,0,0,0,1995-03-01,False,True,2019-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165248,1,0,1,0,0,0,0,0,2012-01-26,False,True,2021-06-10,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165252,2,0,1,1,0,0,0,0,2014-10-01,False,True,2017-01-01,82.7586,0.0,False,2019-12-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165260,3,0,3,0,0,0,0,0,1991-06-17,False,True,2017-11-01,100.0,1.0,False,2018-01-01,100.0,1.0,False,2021-05-14,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165268,1,0,1,0,0,0,0,0,2009-03-05,False,True,2017-03-27,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165272,1,0,1,0,0,0,0,0,2006-07-06,False,True,2020-03-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165275,1,0,1,0,0,0,0,0,2012-01-26,False,True,2021-06-10,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165279,1,0,1,0,0,0,0,0,2004-10-31,False,True,2020-12-31,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165280,1,0,0,0,1,0,0,0,2012-12-01,False,True,2019-05-31,72.7273,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165284,1,0,1,0,0,0,0,0,2012-01-26,False,True,2021-06-10,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165290,1,0,1,0,0,0,0,0,2009-10-01,False,True,2022-03-03,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165296,1,0,1,0,0,0,0,0,2008-10-28,False,True,2022-08-16,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165301,1,0,1,0,0,0,0,0,1995-10-25,False,True,2021-11-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165303,2,0,2,0,0,0,0,0,1997-08-07,False,True,2022-12-22,100.0,0.0,False,2024-08-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165304,1,0,1,0,0,0,0,0,1979-05-01,False,True,2020-03-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165307,1,0,1,0,0,0,0,0,2019-01-01,True,False,2022-12-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165311,1,0,1,0,0,0,0,0,1971-12-01,False,True,2018-12-17,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165318,1,0,1,0,0,0,0,0,1971-07-15,False,True,2020-10-16,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165325,2,0,2,0,0,0,0,0,1997-08-07,False,True,2022-12-22,100.0,0.0,False,2024-08-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165326,2,0,2,0,0,0,0,0,1997-08-07,False,True,2022-12-22,100.0,0.0,False,2024-08-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165332,2,0,1,0,0,1,0,0,2009-10-01,False,True,2017-03-01,100.0,1.0,False,2022-01-01,66.6667,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165333,1,0,1,0,0,0,0,0,1982-10-01,False,True,2022-12-22,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165334,2,0,2,0,0,0,0,0,1997-08-07,False,True,2022-12-22,100.0,0.0,False,2024-08-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165338,2,0,2,0,0,0,0,0,1997-08-07,False,True,2022-12-22,100.0,0.0,False,2024-08-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165340,2,0,2,0,0,0,0,0,1997-08-07,False,True,2022-12-22,100.0,0.0,False,2024-08-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165341,1,0,1,0,0,0,0,0,1986-12-30,False,True,2024-08-15,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165342,2,0,2,0,0,0,0,0,1983-07-01,False,True,2022-12-22,100.0,1.0,False,2024-08-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165343,1,0,1,0,0,0,0,0,1985-01-01,False,True,2024-08-15,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165344,3,0,3,0,0,0,0,0,2002-07-01,False,True,2017-03-01,100.0,1.0,False,2018-01-01,100.0,0.0,False,2021-05-14,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165346,2,0,2,0,0,0,0,0,1997-08-07,False,True,2022-12-22,100.0,0.0,False,2024-08-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165347,1,0,1,0,0,0,0,0,1997-08-07,False,True,2022-12-22,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165350,1,0,1,0,0,0,0,0,1990-01-01,False,True,2021-02-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165352,2,0,2,0,0,0,0,0,1997-08-07,False,True,2022-12-22,100.0,0.0,False,2024-08-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165353,1,0,1,0,0,0,0,0,1997-08-01,False,True,2024-08-15,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165354,1,0,1,0,0,0,0,0,1997-01-01,False,True,2024-08-15,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165355,1,0,1,0,0,0,0,0,2014-12-01,False,True,2021-07-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165357,1,0,1,0,0,0,0,0,1993-07-01,False,True,2021-04-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165363,2,0,2,0,0,0,0,0,1997-08-07,False,True,2022-12-22,100.0,0.0,False,2024-08-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165364,2,0,2,0,0,0,0,0,1997-08-07,False,True,2022-12-22,100.0,0.0,False,2024-08-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165365,1,0,1,0,0,0,0,0,1997-08-07,False,True,2022-12-22,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165366,2,0,2,0,0,0,0,0,1997-08-07,False,True,2022-12-22,100.0,0.0,False,2024-08-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165367,1,0,1,0,0,0,0,0,1997-08-07,False,True,2022-12-22,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165369,2,0,2,0,0,0,0,0,1997-08-07,False,True,2022-12-22,100.0,0.0,False,2024-08-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165371,1,0,1,0,0,0,0,0,1993-03-01,False,True,2018-07-31,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165373,1,0,1,0,0,0,0,0,2009-10-01,False,True,2021-04-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165375,1,0,1,0,0,0,0,0,2004-10-31,False,True,2021-08-19,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165376,3,0,3,0,0,0,0,0,2003-06-02,False,True,2017-05-01,100.0,0.0,False,2018-01-01,100.0,0.0,False,2021-05-14,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165379,3,0,3,0,0,0,0,0,2000-06-05,False,True,2017-11-28,100.0,0.0,False,2024-06-21,100.0,0.0,False,2024-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165380,2,0,2,0,0,0,0,0,1997-08-07,False,True,2022-12-22,100.0,0.0,False,2024-08-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165381,1,0,1,0,0,0,0,0,2014-12-01,False,True,2021-07-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165385,1,0,1,0,0,0,0,0,2010-05-01,False,True,2024-08-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165386,1,0,1,0,0,0,0,0,1997-08-07,False,True,2024-08-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165387,3,0,3,0,0,0,0,0,2002-07-01,False,True,2017-03-01,100.0,0.0,False,2018-01-01,100.0,0.0,False,2021-05-14,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165391,1,0,1,0,0,0,0,0,2004-10-31,False,True,2021-11-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165394,2,0,2,0,0,0,0,0,2009-10-01,False,True,2017-07-01,100.0,1.0,False,2021-07-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165399,1,0,1,0,0,0,0,0,2011-09-01,False,True,2020-10-22,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165402,1,0,1,0,0,0,0,0,1999-04-01,False,True,2017-11-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165408,1,0,1,0,0,0,0,0,1978-07-01,False,True,2017-11-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165426,3,0,3,0,0,0,0,0,2002-07-01,False,True,2017-03-01,100.0,1.0,False,2018-01-01,100.0,0.0,False,2021-05-14,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165427,1,0,1,0,0,0,0,0,2008-11-01,False,True,2021-07-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165436,2,0,1,1,0,0,0,0,2009-10-14,False,True,2017-04-01,100.0,1.0,False,2020-04-01,80.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165437,3,0,3,0,0,0,0,0,1976-04-01,False,True,2019-08-16,100.0,1.0,False,2020-11-02,100.0,0.0,False,2021-12-25,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165439,2,0,2,0,0,0,0,0,2016-08-01,False,True,2023-06-09,100.0,0.0,False,2023-07-14,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165440,1,0,1,0,0,0,0,0,2010-01-08,False,True,2021-08-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165445,4,0,4,0,0,0,0,0,2002-07-01,False,True,2017-01-01,100.0,1.0,False,2017-03-01,91.4894,0.0,False,2018-01-01,100.0,0.0,False,2021-05-14,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165447,1,0,1,0,0,0,0,0,2003-08-01,False,True,2019-01-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165449,1,0,1,0,0,0,0,0,2011-12-15,False,True,2024-02-22,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165450,1,0,1,0,0,0,0,0,2012-01-26,False,True,2021-06-10,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165451,1,0,1,0,0,0,0,0,2010-08-12,False,True,2017-11-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165453,1,0,1,0,0,0,0,0,2015-08-26,False,True,2021-05-14,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165455,1,0,1,0,0,0,0,0,2010-08-12,False,True,2017-11-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165458,3,0,3,0,0,0,0,0,2002-07-01,False,True,2017-01-01,100.0,0.0,False,2018-01-01,100.0,0.0,False,2021-05-14,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165472,1,0,1,0,0,0,0,0,1974-03-25,False,True,2019-11-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165478,1,0,1,0,0,0,0,0,2002-10-01,False,True,2020-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165490,1,0,1,0,0,0,0,0,2002-09-26,False,True,2017-11-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165495,1,0,1,0,0,0,0,0,1975-05-15,False,True,2021-07-16,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165516,2,0,2,0,0,0,0,0,2011-05-01,False,True,2022-11-16,100.0,1.0,False,2023-04-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165523,4,0,3,0,1,0,0,0,2002-07-01,False,True,2017-01-01,100.0,0.0,False,2017-03-01,73.5043,0.0,False,2018-01-01,100.0,0.0,False,2021-05-14,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165528,1,0,1,0,0,0,0,0,2002-09-26,False,True,2017-11-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165529,1,0,1,0,0,0,0,0,1965-01-01,False,True,2020-08-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165535,2,0,2,0,0,0,0,0,1960-04-22,False,True,2017-02-01,100.0,1.0,False,2019-06-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165540,1,0,1,0,0,0,0,0,2016-01-01,False,True,2021-07-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165548,1,0,1,0,0,0,0,0,2004-06-01,False,True,2018-11-14,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165549,1,0,1,0,0,0,0,0,1994-05-01,False,True,2023-02-09,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165553,1,0,1,0,0,0,0,0,1966-05-18,False,True,2024-01-05,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165555,1,0,1,0,0,0,0,0,2013-02-01,False,True,2020-10-22,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165559,3,0,3,0,0,0,0,0,2010-07-01,False,True,2018-07-20,100.0,1.0,False,2018-10-04,94.4,0.0,False,2023-04-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165562,1,0,1,0,0,0,0,0,1996-12-31,False,True,2022-02-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165568,1,0,1,0,0,0,0,0,1972-04-03,False,True,2021-07-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165570,1,0,1,0,0,0,0,0,2008-02-01,False,True,2024-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165575,2,0,2,0,0,0,0,0,2007-12-21,False,True,2018-07-26,100.0,1.0,False,2023-04-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165578,1,0,1,0,0,0,0,0,2012-01-26,False,True,2021-06-10,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165579,1,0,1,0,0,0,0,0,1973-05-31,False,True,2023-04-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165580,1,0,1,0,0,0,0,0,2008-11-01,False,True,2021-07-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165583,1,0,1,0,0,0,0,0,2012-08-01,False,True,2019-11-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165585,1,0,1,0,0,0,0,0,2016-04-20,False,True,2021-05-14,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165587,1,0,1,0,0,0,0,0,1979-01-01,False,True,2023-03-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165601,2,0,2,0,0,0,0,0,2007-12-21,False,True,2018-07-26,100.0,1.0,False,2023-04-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165602,1,0,1,0,0,0,0,0,2010-11-18,False,True,2022-03-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165605,5,0,3,2,0,0,0,0,2011-08-01,False,True,2019-01-01,100.0,0.0,False,2021-01-01,100.0,0.0,False,2021-04-12,87.0,0.0,False,2021-10-01,100.0,0.0,False,2022-07-31,88.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165610,4,0,1,2,0,1,0,0,2014-07-01,False,True,2019-01-01,66.4,0.0,False,2021-04-12,84.8,0.0,False,2021-10-01,93.0,0.0,False,2022-07-31,81.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165613,5,0,3,2,0,0,0,0,2015-09-01,False,True,2019-01-01,87.0,0.0,False,2021-01-01,100.0,0.0,False,2021-04-12,100.0,0.0,False,2021-10-01,100.0,0.0,False,2022-07-31,88.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165615,1,0,1,0,0,0,0,0,2009-09-25,False,True,2022-05-20,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165616,1,0,1,0,0,0,0,0,2015-04-01,False,True,2024-01-05,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165617,2,0,2,0,0,0,0,0,2017-03-15,True,False,2022-12-22,100.0,0.0,False,2024-08-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165625,2,0,2,0,0,0,0,0,2018-10-15,True,False,2018-10-18,100.0,0.0,False,2024-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165626,3,0,3,0,0,0,0,0,2015-11-25,False,True,2019-05-01,100.0,0.0,False,2023-07-25,90.0,0.0,False,2023-07-26,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175113,1,0,1,0,0,0,0,0,2015-10-31,False,True,2019-04-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175114,2,0,2,0,0,0,0,0,1994-05-10,False,True,2021-11-19,100.0,1.0,False,2022-04-04,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175116,1,0,1,0,0,0,0,0,1985-01-01,False,True,2018-11-19,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175123,3,0,3,0,0,0,0,0,2015-12-01,False,True,2019-10-01,100.0,0.0,False,2023-05-01,100.0,1.0,False,2025-02-28,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175130,4,0,4,0,0,0,0,0,2006-07-06,False,True,2019-06-01,100.0,1.0,False,2019-09-05,100.0,1.0,False,2020-03-01,100.0,1.0,False,2023-05-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175133,2,0,2,0,0,0,0,0,2013-01-29,False,True,2021-11-19,100.0,1.0,False,2022-04-04,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175159,2,0,2,0,0,0,0,0,2013-04-01,False,True,2017-01-01,100.0,0.0,False,2023-06-27,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175165,1,0,1,0,0,0,0,0,2003-06-26,False,True,2017-01-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175168,3,0,3,0,0,0,0,0,2007-12-21,False,True,2018-12-01,100.0,1.0,False,2023-05-05,100.0,1.0,False,2023-08-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175171,1,0,1,0,0,0,0,0,2000-12-29,False,True,2022-08-01,100.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175172,2,0,2,0,0,0,0,0,2007-08-17,False,True,2018-12-01,100.0,1.0,False,2023-05-05,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
