cms_certification_number,num_chows,first_seen_month,present_at_start,entered_after_start,bucket_0_count,bucket_1_count,bucket_2_count,bucket_3_count,bucket_4_count,bucket_5_count,bucket_6_count,chow_date_1,chow_magnitude_1,chow_method_1,chow_inconcl_1,chow_date_2,chow_magnitude_2,chow_method_2,chow_inconcl_2,chow_date_3,chow_magnitude_3,chow_method_3,chow_inconcl_3,chow_date_4,chow_magnitude_4,chow_method_4,chow_inconcl_4,chow_date_5,chow_magnitude_5,chow_method_5,chow_inconcl_5,chow_date_6,chow_magnitude_6,chow_method_6,chow_inconcl_6,chow_date_7,chow_magnitude_7,chow_method_7,chow_inconcl_7,chow_date_8,chow_magnitude_8,chow_method_8,chow_inconcl_8,chow_date_9,chow_magnitude_9,chow_method_9,chow_inconcl_9
335097,0,1971-04-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335103,0,2004-03-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335104,0,2008-01-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335110,0,2010-12-31,True,False,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335125,1,2001-04-30,True,False,0,2,0,0,0,0,0,2017-10-10,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335128,0,2011-10-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335130,1,2002-06-30,True,False,0,2,0,0,0,0,0,2023-09-21,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335131,0,2003-07-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335133,0,2015-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335139,1,1997-01-31,True,False,0,4,0,0,0,0,0,2017-12-31,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335140,0,1996-03-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335141,1,1998-03-31,True,False,0,2,0,0,0,0,0,2018-05-05,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335142,0,1967-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335143,0,1999-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335146,1,1991-01-31,True,False,0,0,1,0,0,0,0,2019-10-03,87.4,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335148,0,2006-08-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335154,0,2009-06-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335155,3,1986-06-30,True,False,0,5,0,0,0,0,0,2021-12-04,100.0,0.0,False,2022-01-01,100.0,0.0,False,2023-09-19,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
335156,0,2014-02-28,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335158,1,1988-01-31,True,False,0,1,0,0,0,0,0,2017-02-05,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335159,1,2014-07-31,True,False,0,1,0,0,0,0,0,2022-09-12,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335160,0,2011-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335161,0,1997-03-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335162,1,2003-04-30,True,False,0,2,0,0,0,0,0,2019-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335163,1,1993-06-30,True,False,0,4,0,0,0,0,0,2019-05-10,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335164,0,2014-02-28,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335165,0,2002-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335168,3,2002-12-31,True,False,0,3,0,0,0,0,0,2017-02-20,100.0,0.0,False,2023-06-21,100.0,0.0,False,2023-10-20,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
335172,1,2015-05-31,True,False,0,1,0,0,0,0,0,2019-03-10,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335174,0,2012-11-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335175,1,2010-12-31,True,False,0,1,0,0,0,0,0,2018-01-24,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335176,0,1993-08-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335178,0,2006-01-31,True,False,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335180,0,2015-11-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335184,0,2010-12-31,True,False,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335185,0,1997-01-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335187,0,2014-07-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335188,2,2003-10-31,True,False,0,2,0,0,0,0,0,2017-09-01,100.0,0.0,False,2017-09-28,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335196,0,2008-06-30,True,False,0,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335199,0,1969-10-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335201,0,2017-03-31,False,True,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335202,1,2012-08-31,True,False,0,1,0,0,0,0,0,2018-08-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335208,0,2010-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335210,0,2010-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335211,3,1994-12-31,True,False,0,5,0,0,0,0,0,2017-08-10,100.0,0.0,False,2017-08-22,100.0,0.0,False,2019-02-28,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
335212,0,2014-02-28,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335213,0,2016-09-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335214,0,2013-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335216,0,2007-04-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335218,0,2010-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335219,0,1997-07-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335224,1,2003-02-28,True,False,0,4,0,0,0,0,0,2018-01-24,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335225,0,2004-03-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335226,0,2010-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335227,0,2010-10-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335228,0,2005-01-31,True,False,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335229,0,2011-07-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335231,0,2013-08-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335232,0,1981-11-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335233,0,2010-12-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335236,0,2018-05-31,False,True,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335238,0,1967-10-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335239,2,1997-06-30,True,False,0,1,0,0,1,0,0,2017-02-15,61.5,0.0,False,2021-02-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335243,0,2010-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335245,0,2013-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335248,0,2003-09-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335249,0,2009-11-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335250,2,2005-09-30,True,False,0,2,0,0,0,0,0,2020-01-01,98.8,0.0,False,2022-09-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335252,0,2011-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335253,0,2008-09-30,True,False,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335254,0,1985-12-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335255,1,1995-01-31,True,False,0,1,0,0,0,0,0,2017-12-12,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335256,0,2008-05-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335257,0,2002-11-30,True,False,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335259,0,2005-10-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335261,1,1986-01-31,True,False,0,2,0,0,0,0,0,2017-01-10,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335265,0,1994-06-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335266,2,2008-07-31,True,False,0,2,0,0,0,0,0,2023-01-01,100.0,0.0,False,2023-10-25,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335267,0,2015-04-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335268,0,1966-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335271,0,2010-07-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335273,1,1996-07-31,True,False,0,2,0,0,1,0,0,2018-10-16,69.3,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335275,1,2017-03-31,False,True,0,1,0,0,0,0,0,2017-04-26,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335279,0,1995-06-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335280,2,2003-09-30,True,False,0,3,0,0,0,0,0,2017-09-01,100.0,0.0,False,2017-09-28,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335281,0,2007-06-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335284,0,2005-01-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335285,0,2010-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335286,0,2012-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335287,0,2002-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335288,0,2013-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335290,0,1989-06-30,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335291,0,1967-11-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335292,0,1994-01-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335294,0,2010-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335296,0,1990-03-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335297,0,2012-09-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335299,0,1995-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335301,0,2012-09-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335306,2,2003-09-30,True,False,0,3,0,0,0,0,0,2017-09-01,100.0,0.0,False,2017-09-28,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335309,0,2014-07-31,True,False,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335310,2,2009-10-31,True,False,0,2,0,0,0,0,0,2022-01-01,100.0,0.0,False,2023-10-25,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335312,0,2016-07-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335316,0,2018-08-31,False,True,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335317,1,1998-01-31,True,False,0,1,0,0,0,0,0,2018-08-03,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335320,0,2012-06-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335321,1,2009-02-28,True,False,0,1,0,0,0,0,0,2021-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335322,0,2007-04-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335323,1,2005-04-30,True,False,0,1,0,0,0,0,0,2017-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335325,0,2008-05-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335326,0,2011-10-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335327,0,2009-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335328,0,2007-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335330,1,2013-06-30,True,False,0,1,0,1,0,0,0,2017-06-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335331,2,2007-01-31,True,False,0,3,0,0,0,0,0,2017-10-01,100.0,0.0,False,2019-12-31,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335333,0,1993-06-30,True,False,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335334,0,2013-06-30,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335336,0,2017-11-30,False,True,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335338,1,2015-06-30,True,False,0,1,0,0,0,0,0,2017-12-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335341,0,2003-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335342,0,2004-09-30,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335346,0,2011-10-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335347,1,2011-09-30,True,False,0,1,0,0,0,0,0,2019-09-05,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335348,0,2019-04-30,False,True,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335349,2,1988-01-31,True,False,0,3,0,0,0,0,0,2022-10-01,100.0,0.0,False,2023-10-25,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335350,0,2008-09-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335353,0,2008-08-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335357,0,1973-03-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335358,1,2016-06-30,True,False,0,1,0,0,0,0,0,2019-04-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335363,0,1969-03-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335365,1,1970-11-30,True,False,0,2,0,0,0,0,0,2023-04-01,96.4,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335366,0,2007-04-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335371,0,2007-06-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335372,1,1989-01-31,True,False,0,4,0,0,0,0,0,2020-07-08,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335373,0,1975-01-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335374,0,2007-11-30,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335377,1,2010-08-31,True,False,0,2,0,0,0,0,0,2019-04-11,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335378,0,2014-09-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335379,0,2012-05-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335382,0,2013-07-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335386,1,2009-06-30,True,False,0,1,0,0,0,0,0,2018-08-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335387,0,2012-07-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335388,0,1992-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335389,1,2011-08-31,True,False,0,2,0,0,0,0,0,2021-02-05,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335390,0,2009-01-31,True,False,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335391,0,2011-10-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335392,0,2010-12-31,True,False,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335393,1,2005-02-28,True,False,0,2,0,0,0,0,0,2018-06-18,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335396,0,2010-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335397,0,2013-01-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335398,0,2008-05-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335399,1,2004-01-31,True,False,0,1,0,0,0,0,0,2020-04-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335400,0,2003-03-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335401,0,2010-11-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335402,0,2013-10-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335404,2,2009-02-28,True,False,0,1,0,1,0,0,0,2017-08-01,100.0,0.0,False,2018-01-01,75.3,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335406,0,2005-05-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335407,0,2007-04-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335408,2,2011-11-30,True,False,0,2,0,0,0,0,0,2017-01-24,100.0,0.0,False,2017-12-12,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335409,0,1996-02-29,True,False,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335410,2,1981-06-30,True,False,0,4,0,0,0,0,0,2017-08-10,100.0,0.0,False,2017-08-22,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335411,0,2013-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335412,1,2014-10-31,True,False,0,1,0,0,0,0,0,2018-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335413,0,2014-02-28,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335415,1,1993-10-31,True,False,0,1,0,0,0,0,0,2022-08-25,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335416,0,2009-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335421,0,2008-04-30,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335422,0,2013-02-28,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335423,0,2014-10-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335424,0,2017-03-31,False,True,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335425,0,1970-07-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335426,0,2002-08-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335429,1,2017-04-30,False,True,0,1,0,0,0,0,0,2017-04-06,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335432,2,2014-05-31,True,False,0,3,0,0,0,0,0,2017-03-08,100.0,0.0,False,2019-12-18,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335434,1,2011-04-30,True,False,0,2,0,0,0,0,0,2018-01-24,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335437,0,2013-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335438,0,1995-07-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335439,2,2011-02-28,True,False,0,5,0,0,0,0,0,2017-10-04,100.0,0.0,False,2018-01-08,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335440,0,2007-11-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335441,0,2014-02-28,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335445,0,2013-08-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335446,0,2013-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335447,0,2004-01-31,True,False,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335448,1,1988-12-31,True,False,0,1,0,0,0,0,0,2018-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335449,0,2003-06-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335451,0,2013-06-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335457,0,2011-09-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335458,0,2004-08-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335459,1,2013-05-31,True,False,0,1,0,0,0,1,0,2020-09-09,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335462,0,2016-09-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335464,0,2017-09-30,False,True,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
