cms_certification_number,num_chows,first_seen_month,present_at_start,entered_after_start,bucket_0_count,bucket_1_count,bucket_2_count,bucket_3_count,bucket_4_count,bucket_5_count,bucket_6_count,chow_date_1,chow_magnitude_1,chow_method_1,chow_inconcl_1,chow_date_2,chow_magnitude_2,chow_method_2,chow_inconcl_2,chow_date_3,chow_magnitude_3,chow_method_3,chow_inconcl_3,chow_date_4,chow_magnitude_4,chow_method_4,chow_inconcl_4,chow_date_5,chow_magnitude_5,chow_method_5,chow_inconcl_5,chow_date_6,chow_magnitude_6,chow_method_6,chow_inconcl_6,chow_date_7,chow_magnitude_7,chow_method_7,chow_inconcl_7,chow_date_8,chow_magnitude_8,chow_method_8,chow_inconcl_8,chow_date_9,chow_magnitude_9,chow_method_9,chow_inconcl_9
105657,1,2002-06-30,True,False,0,2,0,0,0,0,0,2022-02-17,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105658,1,2006-10-31,True,False,0,1,0,0,0,0,0,2023-06-05,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105659,2,2003-07-31,True,False,0,3,0,0,0,1,0,2022-02-01,100.0,0.0,False,2024-05-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105662,2,2007-11-30,True,False,0,3,0,0,0,0,0,2022-10-07,100.0,0.0,False,2022-10-08,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105663,5,2012-02-29,True,False,0,6,0,0,0,0,0,2020-01-21,100.0,0.0,False,2021-01-01,100.0,0.0,False,2021-03-23,100.0,0.0,False,2021-12-01,100.0,0.0,False,2023-09-01,100.0,0.0,False,,,,,,,,,,,,,,,,
105664,3,2007-10-31,True,False,0,5,0,0,0,0,0,2018-05-08,100.0,0.0,False,2020-04-01,100.0,0.0,False,2022-11-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
105665,5,2012-02-29,True,False,0,6,0,0,0,0,0,2020-01-21,100.0,0.0,False,2021-01-01,100.0,0.0,False,2021-03-23,100.0,0.0,False,2021-12-01,100.0,0.0,False,2023-09-01,100.0,0.0,False,,,,,,,,,,,,,,,,
105666,1,2014-09-30,True,False,0,1,0,0,0,0,0,2018-10-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105668,0,1989-06-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105670,0,1989-06-30,True,False,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105671,0,1989-06-30,True,False,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105672,0,2004-08-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105673,1,2003-04-30,True,False,0,1,0,0,0,0,0,2021-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105679,1,2004-04-30,True,False,0,1,0,0,0,0,0,2024-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105680,5,2007-08-31,True,False,0,8,1,0,0,0,0,2018-09-18,100.0,0.0,False,2020-01-21,83.3,0.0,False,2021-01-01,100.0,0.0,False,2021-03-23,100.0,0.0,False,2021-12-01,100.0,0.0,False,,,,,,,,,,,,,,,,
105682,0,2013-11-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105683,2,2008-11-30,True,False,0,3,0,0,0,0,0,2020-11-03,100.0,0.0,False,2022-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105684,4,2007-08-31,True,False,0,8,0,0,0,0,0,2018-07-26,100.0,0.0,False,2021-03-09,100.0,0.0,False,2021-08-01,100.0,0.0,False,2022-09-09,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,
105685,1,2001-09-30,True,False,0,1,0,0,0,0,0,2022-02-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105686,2,2000-06-30,True,False,0,3,0,0,0,0,0,2019-11-15,100.0,0.0,False,2021-06-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105687,0,2015-10-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105688,1,1998-09-30,True,False,0,2,0,0,0,0,0,2021-10-05,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105690,0,2002-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105691,3,2006-12-31,True,False,0,1,3,0,0,0,0,2017-03-06,80.4,0.0,False,2018-12-31,81.8,0.0,False,2020-01-01,85.7,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
105692,4,2007-08-31,True,False,0,9,0,0,0,0,0,2018-07-26,100.0,0.0,False,2021-03-09,100.0,0.0,False,2021-08-01,100.0,0.0,False,2022-09-09,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,
105693,6,2007-01-31,True,False,0,8,0,0,0,0,0,2020-01-21,100.0,0.0,False,2021-01-01,100.0,0.0,False,2021-03-23,100.0,0.0,False,2021-09-03,100.0,0.0,False,2021-09-30,100.0,0.0,False,2021-12-01,100.0,0.0,False,,,,,,,,,,,,
105694,2,1990-07-31,True,False,0,2,1,0,0,1,0,2017-02-28,100.0,0.0,False,2022-02-28,83.7,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105696,1,2008-11-30,True,False,0,2,0,0,0,0,0,2020-11-03,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105697,0,2003-08-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105700,1,2007-12-31,True,False,0,4,0,0,0,0,0,2018-09-18,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105701,0,2015-10-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105702,1,2006-07-31,True,False,0,1,0,0,0,1,0,2020-08-20,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105703,0,2003-10-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105705,2,2014-08-31,True,False,0,1,0,0,1,0,0,2020-02-01,66.7,0.0,False,2023-02-10,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105706,1,2013-12-31,True,False,0,1,0,0,0,1,0,2020-08-20,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105707,1,2015-08-31,True,False,0,1,0,0,0,0,0,2018-05-07,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105708,3,2007-08-31,True,False,0,7,0,0,0,0,0,2018-07-26,100.0,0.0,False,2023-01-04,100.0,0.0,False,2023-05-05,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
105709,6,2007-08-31,True,False,0,10,0,1,0,0,0,2018-09-18,100.0,0.0,False,2018-09-19,72.2,0.0,False,2020-01-21,100.0,0.0,False,2021-01-01,100.0,0.0,False,2021-03-23,100.0,0.0,False,2021-12-01,100.0,0.0,False,,,,,,,,,,,,
105710,0,2003-10-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105711,2,2003-03-31,True,False,0,2,0,0,0,0,0,2020-08-13,100.0,0.0,False,2021-09-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105712,4,2003-06-30,True,False,0,5,1,0,0,0,0,2021-01-01,100.0,0.0,False,2021-03-02,100.0,0.0,False,2022-03-23,100.0,0.0,False,2022-07-27,80.0,0.0,False,,,,,,,,,,,,,,,,,,,,
105713,0,2000-11-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105714,0,2000-11-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105715,0,2007-11-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105717,1,1987-12-31,True,False,0,1,0,0,0,0,0,2019-07-30,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105718,5,2012-02-29,True,False,0,6,0,0,0,0,0,2020-01-21,100.0,0.0,False,2021-01-01,100.0,0.0,False,2021-03-23,100.0,0.0,False,2021-12-01,100.0,0.0,False,2023-12-01,100.0,0.0,False,,,,,,,,,,,,,,,,
105719,0,1991-03-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105721,3,2015-01-31,True,False,0,3,0,0,0,0,0,2018-12-31,100.0,0.0,False,2020-12-27,100.0,0.0,False,2023-08-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
105723,3,2007-08-31,True,False,0,7,0,0,0,0,0,2018-07-26,100.0,0.0,False,2023-01-04,100.0,0.0,False,2023-05-05,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
105724,0,2012-06-30,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105727,3,2007-11-30,True,False,0,5,0,0,0,0,0,2018-05-07,100.0,0.0,False,2022-07-01,100.0,0.0,False,2022-10-28,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
105728,0,1998-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105729,2,2008-11-30,True,False,0,3,0,0,0,0,0,2021-09-01,100.0,0.0,False,2022-04-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105730,0,2003-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105731,0,1980-05-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105733,0,2013-11-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105734,2,2016-09-30,True,False,0,2,0,0,0,0,0,2022-06-08,100.0,0.0,False,2023-02-08,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105735,0,2003-07-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105736,0,2013-11-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105737,0,2003-10-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105738,0,2015-10-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105739,0,2012-02-29,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105743,1,1991-10-31,True,False,0,1,0,0,0,0,0,2022-09-30,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105744,2,2014-08-31,True,False,0,1,1,0,0,0,0,2020-02-01,80.0,0.0,False,2023-02-10,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105745,2,2014-08-31,True,False,0,1,1,0,0,0,0,2020-02-01,80.0,0.0,False,2023-02-10,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105747,4,2008-11-30,True,False,0,5,0,1,0,0,0,2021-09-01,100.0,0.0,False,2021-12-06,100.0,0.0,False,2022-04-01,100.0,0.0,False,2024-01-01,75.0,0.0,False,,,,,,,,,,,,,,,,,,,,
105749,0,2002-12-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105751,3,2008-11-30,True,False,0,4,0,0,0,0,0,2021-09-01,100.0,0.0,False,2021-12-06,100.0,0.0,False,2022-04-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
105754,0,2003-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105755,2,2007-12-31,True,False,0,5,0,0,0,0,0,2018-07-26,100.0,0.0,False,2023-04-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105756,1,2015-08-31,True,False,0,1,0,0,0,0,0,2017-05-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105758,0,2012-10-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105761,3,2011-05-31,True,False,0,5,0,0,0,0,0,2021-01-01,100.0,0.0,False,2022-03-23,100.0,0.0,False,2022-07-27,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
105762,3,2007-12-31,True,False,0,6,0,0,0,0,0,2018-07-26,100.0,0.0,False,2023-01-04,100.0,0.0,False,2023-05-05,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
105764,5,2012-07-31,True,False,0,6,0,0,0,0,0,2020-01-21,100.0,0.0,False,2021-01-01,100.0,0.0,False,2021-03-23,100.0,0.0,False,2021-12-01,100.0,0.0,False,2023-11-02,100.0,0.0,False,,,,,,,,,,,,,,,,
105765,2,2016-08-31,True,False,0,2,0,0,0,0,0,2020-11-22,100.0,0.0,False,2023-09-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105769,0,2015-10-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105772,0,2012-10-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105774,2,2011-10-31,True,False,0,3,0,0,0,0,0,2020-11-22,100.0,0.0,False,2023-09-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105775,0,2008-11-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105776,0,2003-07-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105777,2,2013-12-31,True,False,0,2,0,0,0,0,0,2021-05-02,100.0,0.0,False,2023-09-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105779,0,1991-07-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105780,0,2002-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105782,1,2006-10-31,True,False,0,1,0,0,0,0,0,2023-06-05,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105783,1,2006-10-31,True,False,0,1,0,0,0,0,0,2023-06-05,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105784,0,2015-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105786,6,2012-07-31,True,False,0,6,0,0,1,0,0,2020-01-21,100.0,0.0,False,2021-01-01,100.0,0.0,False,2021-03-23,100.0,0.0,False,2021-12-01,100.0,0.0,False,2022-04-01,100.0,0.0,False,2024-01-01,66.7,0.0,False,,,,,,,,,,,,
105790,0,2015-10-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105791,0,1998-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105792,0,1976-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105793,0,2003-10-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105795,5,2012-02-29,True,False,0,6,0,0,0,0,0,2020-01-21,100.0,0.0,False,2021-01-01,100.0,0.0,False,2021-03-23,100.0,0.0,False,2021-12-01,100.0,0.0,False,2023-12-01,100.0,0.0,False,,,,,,,,,,,,,,,,
105796,0,2007-01-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105801,0,1980-08-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105802,2,2013-12-31,True,False,0,2,0,0,0,0,0,2017-12-30,100.0,0.0,False,2021-09-19,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105803,1,2009-10-31,True,False,0,1,0,0,0,0,0,2022-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105804,2,2003-05-31,True,False,0,2,0,0,0,0,0,2020-09-16,100.0,0.0,False,2023-09-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105805,3,2005-07-31,True,False,0,3,0,0,0,0,0,2020-07-01,100.0,0.0,False,2022-02-10,100.0,0.0,False,2022-05-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
105807,1,1998-03-31,True,False,0,2,0,0,0,0,0,2022-02-17,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105808,2,2005-07-31,True,False,0,3,0,0,0,0,0,2021-03-03,100.0,0.0,False,2021-05-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105809,0,2004-03-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105812,0,2007-10-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105813,1,2001-07-31,True,False,0,2,0,0,0,0,0,2018-03-28,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105816,0,2022-01-31,False,True,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105819,0,2003-10-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105820,0,1982-04-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105822,3,2014-01-31,True,False,0,4,0,0,0,0,0,2021-01-01,100.0,0.0,False,2022-03-23,100.0,0.0,False,2022-07-27,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
105824,3,2013-12-31,True,False,0,3,0,0,0,0,0,2017-12-30,100.0,0.0,False,2021-09-19,100.0,0.0,False,2023-08-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
105825,0,2022-07-31,False,True,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105826,2,1993-08-31,True,False,0,3,0,0,0,0,0,2021-03-03,100.0,0.0,False,2021-05-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105828,3,2003-01-31,True,False,0,3,1,0,0,0,0,2018-11-20,100.0,0.0,False,2021-12-27,87.5,0.0,False,2021-12-28,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
105831,0,2003-10-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105832,0,2012-10-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105834,0,2022-09-30,False,True,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105835,2,2013-12-31,True,False,0,2,0,0,0,0,0,2022-02-01,100.0,0.0,False,2023-09-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105837,0,2003-07-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105839,3,2013-09-30,True,False,0,2,1,0,0,0,0,2017-08-02,100.0,0.0,False,2019-01-01,100.0,0.0,False,2024-07-18,81.4,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
105840,0,2014-11-30,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105842,3,2007-08-31,True,False,0,7,0,0,0,0,0,2018-07-26,100.0,0.0,False,2023-01-04,100.0,0.0,False,2023-05-05,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
105843,7,2012-07-31,True,False,0,8,0,0,0,0,0,2020-01-21,100.0,0.0,False,2021-01-01,100.0,0.0,False,2021-03-23,100.0,0.0,False,2021-12-01,100.0,0.0,False,2022-04-01,100.0,0.0,False,2022-05-03,100.0,0.0,False,2024-01-01,100.0,0.0,False,,,,,,,,
105846,4,2013-08-31,True,False,0,3,0,1,0,0,0,2020-01-21,77.8,0.0,False,2021-01-01,100.0,0.0,False,2021-03-23,100.0,0.0,False,2021-12-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,
105849,2,2002-04-30,True,False,0,5,0,0,0,0,0,2022-09-15,100.0,0.0,False,2022-09-25,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105850,0,2011-08-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105851,1,2003-03-31,True,False,0,4,0,0,0,0,0,2018-11-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105852,2,2007-08-31,True,False,0,6,0,0,0,0,0,2018-07-26,100.0,0.0,False,2023-04-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105855,1,2003-04-30,True,False,0,1,0,0,0,0,0,2021-01-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105856,0,1988-10-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105858,0,2015-02-28,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105859,0,2015-10-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105860,1,2000-02-29,True,False,0,3,0,0,0,0,0,2020-02-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105861,6,2012-07-31,True,False,0,6,0,0,1,0,0,2020-01-21,100.0,0.0,False,2021-01-01,100.0,0.0,False,2021-03-23,100.0,0.0,False,2021-12-01,100.0,0.0,False,2022-04-01,100.0,0.0,False,2024-01-01,66.7,0.0,False,,,,,,,,,,,,
105862,4,2012-02-29,True,False,0,5,0,0,0,0,0,2020-01-21,100.0,0.0,False,2021-01-01,100.0,0.0,False,2021-03-23,100.0,0.0,False,2021-12-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,
105864,1,2018-08-31,False,True,0,1,0,0,0,0,0,2018-08-31,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105866,2,2014-08-31,True,False,0,1,0,0,1,0,0,2020-02-01,66.7,0.0,False,2023-02-10,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105868,0,2003-10-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105870,0,2015-08-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105872,0,2003-07-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105873,0,2002-10-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105875,1,2006-01-31,True,False,0,1,0,0,0,0,0,2021-09-30,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105878,0,2003-10-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105881,2,2013-12-31,True,False,0,2,0,0,0,0,0,2021-03-31,100.0,0.0,False,2021-08-04,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105882,0,2002-12-31,True,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105884,1,2015-03-31,True,False,0,1,0,0,0,0,0,2023-08-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105885,3,2014-01-31,True,False,0,3,0,0,0,0,0,2021-01-01,100.0,0.0,False,2022-03-25,100.0,0.0,False,2022-07-27,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
105886,1,2006-01-31,True,False,0,1,0,0,0,0,0,2024-01-15,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105888,5,2012-02-29,True,False,0,6,0,0,0,0,0,2020-01-21,100.0,0.0,False,2021-01-01,100.0,0.0,False,2021-03-23,100.0,0.0,False,2021-12-01,100.0,0.0,False,2023-12-01,100.0,0.0,False,,,,,,,,,,,,,,,,
105890,0,2005-09-30,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105891,1,1996-03-31,True,False,0,2,0,0,0,0,0,2020-02-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105892,2,2016-02-29,True,False,0,4,0,0,0,0,0,2022-06-01,100.0,0.0,False,2022-08-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105895,5,2012-07-31,True,False,0,6,0,0,0,0,0,2020-01-21,100.0,0.0,False,2021-01-01,100.0,0.0,False,2021-03-23,100.0,0.0,False,2021-12-01,100.0,0.0,False,2023-09-01,100.0,0.0,False,,,,,,,,,,,,,,,,
105903,6,2012-07-31,True,False,0,7,0,0,0,0,0,2020-01-21,100.0,0.0,False,2021-01-01,100.0,0.0,False,2021-03-23,100.0,0.0,False,2021-09-03,100.0,0.0,False,2021-09-30,100.0,0.0,False,2021-12-01,100.0,0.0,False,,,,,,,,,,,,
105904,0,2003-07-31,True,False,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105910,2,2004-01-31,True,False,0,4,0,0,0,0,0,2021-06-30,100.0,0.0,False,2021-07-01,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105911,3,2007-08-31,True,False,0,7,0,0,0,0,0,2018-07-26,100.0,0.0,False,2023-01-04,100.0,0.0,False,2023-05-05,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
105915,0,2015-10-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105917,5,2012-07-31,True,False,0,6,0,0,0,0,0,2020-01-21,100.0,0.0,False,2021-01-01,100.0,0.0,False,2021-03-23,100.0,0.0,False,2021-12-01,100.0,0.0,False,2023-09-01,100.0,0.0,False,,,,,,,,,,,,,,,,
105921,0,2001-03-31,True,False,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105924,1,2010-06-30,True,False,0,1,0,0,0,0,0,2021-09-10,100.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
