file,rows,pct_null_ccn,pct_null_name,pct_null_addr,pct_null_city,pct_null_st,pct_null_zip
provider_info_10_2022.csv,15147,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_11_2022.csv,15147,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_12_2022.csv,15136,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_01_2023.csv,15107,0.0,0.0066194479380419675,0.0,0.0,0.0,0.0
provider_info_02_2023.csv,15090,0.0,0.0066269052352551355,0.0,0.0,0.0,0.0
provider_info_03_2023.csv,15082,0.0,0.006630420368651372,0.0,0.0,0.0,0.0
provider_info_04_2023.csv,15076,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_05_2023.csv,15046,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_06_2023.csv,15018,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_07_2023.csv,15010,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_08_2023.csv,14993,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_09_2023.csv,14956,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_10_2023.csv,14944,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_11_2023.csv,14944,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_12_2023.csv,14924,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_01_2024.csv,14906,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_02_2024.csv,14893,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_03_2024.csv,14878,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_04_2024.csv,14860,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_05_2024.csv,14858,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_06_2024.csv,14845,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_07_2024.csv,14834,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_08_2024.csv,14825,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_09_2024.csv,14817,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_10_2024.csv,14814,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_11_2024.csv,14814,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_12_2024.csv,14807,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_02_2025.csv,14782,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_03_2025.csv,14779,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_04_2025.csv,14769,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_05_2025.csv,14759,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_06_2025.csv,14754,0.0,0.0,0.0,0.0,0.0,0.0
provider_info_07_2025.csv,14752,0.0,0.0,0.0,0.0,0.0,0.0
