cms_certification_number,num_chows,had_chow,chow_date_1,chow_date_2,chow_date_3,chow_date_4,chow_date_5,chow_date_6,chow_date_7,chow_date_8,chow_date_9,chow_date_10,chow_date_11,chow_date_12
145358,1,True,2018-06-01,,,,,,,,,,,
145363,2,True,2018-07-26,2023-02-01,,,,,,,,,,
145364,1,True,2019-04-01,,,,,,,,,,,
145367,1,True,2023-07-01,,,,,,,,,,,
145370,1,True,2020-03-23,,,,,,,,,,,
145371,1,True,2020-10-01,,,,,,,,,,,
145372,2,True,2019-01-01,2022-05-01,,,,,,,,,,
145376,1,True,2019-02-01,,,,,,,,,,,
145379,2,True,2018-02-28,2018-03-01,,,,,,,,,,
145387,1,True,2022-04-07,,,,,,,,,,,
145389,2,True,2020-03-23,2024-12-01,,,,,,,,,,
145403,2,True,2018-02-28,2018-03-01,,,,,,,,,,
145404,1,True,2022-05-01,,,,,,,,,,,
145413,1,True,2024-05-01,,,,,,,,,,,
145415,2,True,2019-12-01,2023-04-01,,,,,,,,,,
145416,1,True,2019-03-01,,,,,,,,,,,
145418,1,True,2024-12-01,,,,,,,,,,,
145419,1,True,2023-05-01,,,,,,,,,,,
145420,1,True,2021-06-25,,,,,,,,,,,
145422,1,True,2019-10-01,,,,,,,,,,,
145424,1,True,2019-01-07,,,,,,,,,,,
145426,1,True,2022-12-19,,,,,,,,,,,
145427,1,True,2022-07-01,,,,,,,,,,,
145429,2,True,2018-02-28,2018-03-01,,,,,,,,,,
145433,1,True,2018-08-31,,,,,,,,,,,
145437,2,True,2017-11-01,2021-01-01,,,,,,,,,,
145438,1,True,2020-03-23,,,,,,,,,,,
145439,1,True,2023-08-15,,,,,,,,,,,
145446,1,True,2019-10-31,,,,,,,,,,,
145447,1,True,2023-07-01,,,,,,,,,,,
145450,2,True,2018-02-28,2018-03-01,,,,,,,,,,
145452,1,True,2023-07-01,,,,,,,,,,,
145453,2,True,2018-02-28,2018-03-01,,,,,,,,,,
145454,2,True,2017-04-25,2017-07-01,,,,,,,,,,
145456,1,True,2023-07-01,,,,,,,,,,,
145457,2,True,2017-08-11,2021-10-01,,,,,,,,,,
145458,1,True,2023-01-01,,,,,,,,,,,
145466,1,True,2020-03-23,,,,,,,,,,,
145468,1,True,2020-02-01,,,,,,,,,,,
145469,1,True,2020-11-01,,,,,,,,,,,
145471,2,True,2019-01-11,2019-04-01,,,,,,,,,,
145473,2,True,2019-01-01,2022-05-01,,,,,,,,,,
145479,1,True,2019-03-01,,,,,,,,,,,
145482,1,True,2019-12-01,,,,,,,,,,,
145484,1,True,2019-12-01,,,,,,,,,,,
145486,2,True,2022-01-01,2024-05-01,,,,,,,,,,
145489,1,True,2020-03-23,,,,,,,,,,,
145497,1,True,2023-06-01,,,,,,,,,,,
145502,1,True,2019-09-19,,,,,,,,,,,
145507,1,True,2017-01-01,,,,,,,,,,,
145508,1,True,2019-09-01,,,,,,,,,,,
145510,2,True,2021-06-01,2023-10-06,,,,,,,,,,
145511,1,True,2021-06-01,,,,,,,,,,,
145514,1,True,2020-03-23,,,,,,,,,,,
145515,2,True,2017-04-29,2018-09-12,,,,,,,,,,
145518,1,True,2018-07-25,,,,,,,,,,,
145523,1,True,2017-07-01,,,,,,,,,,,
145524,2,True,2018-11-01,2022-02-01,,,,,,,,,,
145532,1,True,2020-12-31,,,,,,,,,,,
145536,2,True,2020-11-01,2023-04-01,,,,,,,,,,
145541,1,True,2018-03-01,,,,,,,,,,,
145546,1,True,2023-07-01,,,,,,,,,,,
145555,1,True,2018-03-01,,,,,,,,,,,
145557,2,True,2018-02-28,2018-03-01,,,,,,,,,,
145568,1,True,2018-03-01,,,,,,,,,,,
145571,1,True,2019-09-01,,,,,,,,,,,
145582,2,True,2018-02-28,2018-03-01,,,,,,,,,,
145593,2,True,2018-07-26,2023-02-01,,,,,,,,,,
145600,1,True,2018-12-01,,,,,,,,,,,
145601,1,True,2019-09-19,,,,,,,,,,,
145603,1,True,2018-10-17,,,,,,,,,,,
145604,2,True,2018-07-26,2021-06-01,,,,,,,,,,
145607,2,True,2018-07-26,2023-02-01,,,,,,,,,,
145608,1,True,2018-11-01,,,,,,,,,,,
145612,1,True,2022-01-01,,,,,,,,,,,
145615,1,True,2022-02-01,,,,,,,,,,,
145619,2,True,2019-04-01,2020-09-01,,,,,,,,,,
145623,1,True,2022-02-01,,,,,,,,,,,
145625,2,True,2019-07-01,2023-06-01,,,,,,,,,,
145626,1,True,2021-01-01,,,,,,,,,,,
145628,1,True,2018-02-28,,,,,,,,,,,
145630,1,True,2020-10-01,,,,,,,,,,,
145632,1,True,2017-05-03,,,,,,,,,,,
145634,1,True,2017-05-03,,,,,,,,,,,
145638,1,True,2021-06-01,,,,,,,,,,,
145639,1,True,2021-07-01,,,,,,,,,,,
145640,1,True,2018-12-31,,,,,,,,,,,
145646,2,True,2019-07-16,2023-12-01,,,,,,,,,,
145647,2,True,2019-07-16,2023-12-01,,,,,,,,,,
145648,1,True,2018-05-01,,,,,,,,,,,
145649,3,True,2019-01-11,2019-04-01,2021-05-01,,,,,,,,,
145651,3,True,2019-07-16,2021-06-01,2023-12-01,,,,,,,,,
145655,1,True,2022-07-01,,,,,,,,,,,
145656,2,True,2022-07-01,2023-12-27,,,,,,,,,,
145657,1,True,2022-07-01,,,,,,,,,,,
145660,3,True,2019-01-11,2019-04-01,2021-04-01,,,,,,,,,
145661,2,True,2018-01-01,2023-06-01,,,,,,,,,,
145662,1,True,2019-12-01,,,,,,,,,,,
145664,1,True,2020-03-23,,,,,,,,,,,
145665,1,True,2017-05-03,,,,,,,,,,,
145667,2,True,2017-05-03,2018-12-18,,,,,,,,,,
145668,2,True,2019-06-13,2024-01-01,,,,,,,,,,
145669,1,True,2019-02-01,,,,,,,,,,,
145670,1,True,2017-05-03,,,,,,,,,,,
145671,1,True,2023-01-01,,,,,,,,,,,
145678,1,True,2021-06-01,,,,,,,,,,,
145679,1,True,2017-05-03,,,,,,,,,,,
145680,5,True,2019-07-16,2020-02-01,2020-12-31,2021-06-01,2023-12-01,,,,,,,
145681,1,True,2019-03-01,,,,,,,,,,,
145683,2,True,2022-07-01,2022-12-31,,,,,,,,,,
145684,2,True,2018-07-26,2023-02-01,,,,,,,,,,
145685,1,True,2019-09-19,,,,,,,,,,,
145686,1,True,2017-11-01,,,,,,,,,,,
145688,2,True,2018-02-28,2018-03-01,,,,,,,,,,
145689,2,True,2018-07-26,2023-02-01,,,,,,,,,,
145691,1,True,2020-04-01,,,,,,,,,,,
145694,3,True,2019-07-16,2021-06-01,2023-12-01,,,,,,,,,
145699,1,True,2018-10-01,,,,,,,,,,,
145700,1,True,2021-06-01,,,,,,,,,,,
145701,1,True,2019-09-01,,,,,,,,,,,
145703,1,True,2019-02-21,,,,,,,,,,,
145706,1,True,2022-08-22,,,,,,,,,,,
145711,1,True,2021-06-01,,,,,,,,,,,
145712,1,True,2022-12-19,,,,,,,,,,,
145714,1,True,2018-08-01,,,,,,,,,,,
145715,1,True,2018-12-01,,,,,,,,,,,
145717,1,True,2022-07-01,,,,,,,,,,,
145718,2,True,2019-01-01,2022-03-28,,,,,,,,,,
145719,2,True,2018-01-01,2021-06-01,,,,,,,,,,
145726,1,True,2020-12-31,,,,,,,,,,,
145727,1,True,2019-10-31,,,,,,,,,,,
145729,1,True,2021-10-01,,,,,,,,,,,
145731,1,True,2024-09-03,,,,,,,,,,,
145732,1,True,2023-07-01,,,,,,,,,,,
145734,1,True,2018-12-17,,,,,,,,,,,
145735,1,True,2024-01-01,,,,,,,,,,,
145736,2,True,2018-02-28,2018-03-01,,,,,,,,,,
145737,1,True,2021-06-01,,,,,,,,,,,
145741,1,True,2020-11-01,,,,,,,,,,,
145743,3,True,2019-01-28,2022-12-02,2022-12-03,,,,,,,,,
145751,1,True,2017-06-30,,,,,,,,,,,
145752,1,True,2019-01-01,,,,,,,,,,,
145753,1,True,2020-02-01,,,,,,,,,,,
145758,1,True,2020-09-01,,,,,,,,,,,
145759,1,True,2020-03-23,,,,,,,,,,,
145760,1,True,2022-02-01,,,,,,,,,,,
145764,1,True,2023-06-01,,,,,,,,,,,
145769,1,True,2019-09-01,,,,,,,,,,,
145770,1,True,2019-07-01,,,,,,,,,,,
145774,1,True,2020-03-23,,,,,,,,,,,
145775,1,True,2023-12-14,,,,,,,,,,,
145776,2,True,2017-04-01,2021-06-29,,,,,,,,,,
145779,1,True,2023-02-01,,,,,,,,,,,
145783,1,True,2019-09-01,,,,,,,,,,,
145784,2,True,2018-02-01,2021-03-03,,,,,,,,,,
145785,2,True,2017-09-01,2022-01-01,,,,,,,,,,
145786,4,True,2017-01-10,2017-01-19,2022-02-28,2023-05-01,,,,,,,,
145789,1,True,2019-07-01,,,,,,,,,,,
145791,1,True,2018-04-11,,,,,,,,,,,
145792,1,True,2022-12-19,,,,,,,,,,,
145793,1,True,2020-07-01,,,,,,,,,,,
145796,1,True,2018-06-18,,,,,,,,,,,
145803,3,True,2018-01-01,2023-06-01,2023-07-01,,,,,,,,,
145807,1,True,2020-09-21,,,,,,,,,,,
145809,1,True,2017-05-03,,,,,,,,,,,
145811,2,True,2017-11-01,2021-01-01,,,,,,,,,,
145816,1,True,2021-06-01,,,,,,,,,,,
145818,1,True,2021-11-19,,,,,,,,,,,
145819,2,True,2018-01-01,2023-06-01,,,,,,,,,,
145820,1,True,2023-07-01,,,,,,,,,,,
145821,2,True,2019-07-16,2023-12-01,,,,,,,,,,
145830,2,True,2017-11-01,2021-01-01,,,,,,,,,,
145832,2,True,2020-02-01,2024-03-01,,,,,,,,,,
145834,1,True,2018-09-01,,,,,,,,,,,
145835,1,True,2019-09-01,,,,,,,,,,,
145836,1,True,2020-03-23,,,,,,,,,,,
145839,1,True,2022-06-01,,,,,,,,,,,
145842,1,True,2019-10-31,,,,,,,,,,,
145844,1,True,2023-07-01,,,,,,,,,,,
145846,3,True,2019-07-16,2021-06-01,2023-12-01,,,,,,,,,
145852,3,True,2017-01-18,2018-07-19,2024-03-01,,,,,,,,,
145857,1,True,2021-06-24,,,,,,,,,,,
145858,1,True,2024-06-01,,,,,,,,,,,
145860,1,True,2017-05-03,,,,,,,,,,,
145862,1,True,2019-09-01,,,,,,,,,,,
145864,1,True,2024-01-01,,,,,,,,,,,
145866,1,True,2022-07-01,,,,,,,,,,,
145867,1,True,2024-01-01,,,,,,,,,,,
145868,1,True,2017-01-01,,,,,,,,,,,
145869,2,True,2018-02-28,2018-03-01,,,,,,,,,,
145872,2,True,2018-02-28,2018-03-01,,,,,,,,,,
145875,1,True,2017-05-03,,,,,,,,,,,
145879,1,True,2018-12-01,,,,,,,,,,,
145880,1,True,2023-10-01,,,,,,,,,,,
145881,2,True,2017-04-01,2021-06-29,,,,,,,,,,
145885,2,True,2017-04-01,2021-06-29,,,,,,,,,,
145886,1,True,2020-03-23,,,,,,,,,,,
145887,1,True,2024-01-01,,,,,,,,,,,
145888,2,True,2018-02-28,2018-03-01,,,,,,,,,,
145890,2,True,2017-03-01,2017-07-01,,,,,,,,,,
145891,2,True,2019-07-16,2021-06-01,,,,,,,,,,
145893,2,True,2018-07-26,2023-02-01,,,,,,,,,,
145897,1,True,2020-03-23,,,,,,,,,,,
145899,2,True,2018-01-01,2021-06-01,,,,,,,,,,
145903,1,True,2020-03-23,,,,,,,,,,,
145907,2,True,2018-02-28,2018-03-01,,,,,,,,,,
145908,1,True,2021-12-30,,,,,,,,,,,
145909,1,True,2017-12-01,,,,,,,,,,,
145911,1,True,2023-07-01,,,,,,,,,,,
145920,1,True,2019-07-01,,,,,,,,,,,
145923,1,True,2018-01-01,,,,,,,,,,,
145924,1,True,2019-04-01,,,,,,,,,,,
145926,1,True,2020-07-21,,,,,,,,,,,
145927,1,True,2018-02-01,,,,,,,,,,,
145928,1,True,2022-01-01,,,,,,,,,,,
145931,1,True,2021-08-01,,,,,,,,,,,
145932,1,True,2023-12-15,,,,,,,,,,,
145935,1,True,2022-03-24,,,,,,,,,,,
145939,1,True,2022-12-19,,,,,,,,,,,
145944,1,True,2020-11-01,,,,,,,,,,,
145945,1,True,2022-03-01,,,,,,,,,,,
145946,1,True,2021-05-01,,,,,,,,,,,
145947,1,True,2021-07-01,,,,,,,,,,,
145948,1,True,2020-03-23,,,,,,,,,,,
145950,1,True,2021-01-01,,,,,,,,,,,
145952,1,True,2023-07-01,,,,,,,,,,,
145956,1,True,2024-09-03,,,,,,,,,,,
145960,1,True,2018-03-01,,,,,,,,,,,
145963,2,True,2018-02-28,2018-03-01,,,,,,,,,,
145964,1,True,2020-03-23,,,,,,,,,,,
145965,3,True,2018-01-01,2018-12-01,2021-07-01,,,,,,,,,
145967,2,True,2021-10-01,2021-10-04,,,,,,,,,,
145968,2,True,2020-03-23,2024-12-01,,,,,,,,,,
145970,1,True,2024-07-01,,,,,,,,,,,
145971,2,True,2019-07-16,2024-02-06,,,,,,,,,,
145977,2,True,2018-01-01,2023-10-06,,,,,,,,,,
145978,1,True,2024-12-01,,,,,,,,,,,
145980,3,True,2019-07-16,2021-06-01,2023-12-01,,,,,,,,,
145981,1,True,2020-03-23,,,,,,,,,,,
145982,1,True,2018-12-28,,,,,,,,,,,
145983,3,True,2018-01-01,2023-05-01,2023-06-01,,,,,,,,,
145984,2,True,2018-02-28,2018-03-01,,,,,,,,,,
145985,1,True,2018-03-01,,,,,,,,,,,
145987,1,True,2020-09-01,,,,,,,,,,,
145990,1,True,2019-01-01,,,,,,,,,,,
145994,4,True,2019-07-16,2020-12-31,2021-06-01,2023-12-01,,,,,,,,
145995,2,True,2018-01-01,2023-07-01,,,,,,,,,,
145996,1,True,2021-10-01,,,,,,,,,,,
145998,2,True,2018-02-28,2018-03-01,,,,,,,,,,
145999,1,True,2022-06-01,,,,,,,,,,,
146000,3,True,2017-09-01,2018-02-01,2024-11-01,,,,,,,,,
146002,1,True,2017-09-01,,,,,,,,,,,
146003,3,True,2018-01-01,2018-12-01,2021-07-01,,,,,,,,,
146005,1,True,2017-08-02,,,,,,,,,,,
146008,2,True,2018-02-28,2018-03-01,,,,,,,,,,
146010,1,True,2018-12-31,,,,,,,,,,,
146011,1,True,2020-03-23,,,,,,,,,,,
146019,1,True,2023-12-01,,,,,,,,,,,
146021,3,True,2019-01-11,2019-04-01,2021-05-01,,,,,,,,,
146028,2,True,2018-01-01,2022-10-12,,,,,,,,,,
146030,1,True,2019-10-01,,,,,,,,,,,
146032,1,True,2019-07-01,,,,,,,,,,,
146034,2,True,2019-03-15,2023-06-01,,,,,,,,,,
146036,1,True,2019-10-01,,,,,,,,,,,
146037,1,True,2021-06-25,,,,,,,,,,,
146038,1,True,2020-03-23,,,,,,,,,,,
146039,1,True,2020-03-23,,,,,,,,,,,
146042,1,True,2017-05-09,,,,,,,,,,,
146046,1,True,2019-08-01,,,,,,,,,,,
146048,1,True,2019-09-01,,,,,,,,,,,
146050,1,True,2020-03-23,,,,,,,,,,,
146051,3,True,2018-06-01,2019-05-01,2023-02-01,,,,,,,,,
146052,1,True,2020-08-31,,,,,,,,,,,
146053,1,True,2023-08-01,,,,,,,,,,,
146054,1,True,2017-12-01,,,,,,,,,,,
146057,1,True,2018-07-25,,,,,,,,,,,
146058,1,True,2024-03-01,,,,,,,,,,,
146059,1,True,2023-07-01,,,,,,,,,,,
146063,1,True,2023-07-01,,,,,,,,,,,
146065,1,True,2022-07-01,,,,,,,,,,,
146066,2,True,2019-05-01,2022-12-21,,,,,,,,,,
146067,1,True,2023-01-01,,,,,,,,,,,
146069,1,True,2020-01-01,,,,,,,,,,,
146078,1,True,2020-12-02,,,,,,,,,,,
146084,1,True,2020-03-23,,,,,,,,,,,
146086,1,True,2020-03-23,,,,,,,,,,,
146094,3,True,2017-01-18,2018-09-12,2024-03-01,,,,,,,,,
146096,2,True,2021-08-01,2021-12-01,,,,,,,,,,
146097,1,True,2019-10-31,,,,,,,,,,,
146098,1,True,2017-01-01,,,,,,,,,,,
146100,1,True,2022-10-05,,,,,,,,,,,
146112,2,True,2019-09-01,2024-05-01,,,,,,,,,,
146117,1,True,2020-03-23,,,,,,,,,,,
146119,2,True,2020-11-28,2021-08-01,,,,,,,,,,
146132,1,True,2021-10-27,,,,,,,,,,,
146134,1,True,2017-03-01,,,,,,,,,,,
146136,1,True,2018-08-03,,,,,,,,,,,
146138,1,True,2019-06-01,,,,,,,,,,,
146141,2,True,2019-12-20,2021-12-28,,,,,,,,,,
146143,3,True,2018-01-01,2023-01-27,2023-05-01,,,,,,,,,
146144,1,True,2017-03-01,,,,,,,,,,,
146146,1,True,2023-03-01,,,,,,,,,,,
146147,1,True,2021-09-01,,,,,,,,,,,
146149,2,True,2017-01-01,2023-05-01,,,,,,,,,,
146159,2,True,2019-08-30,2019-09-01,,,,,,,,,,
146161,1,True,2019-08-30,,,,,,,,,,,
146164,1,True,2019-08-30,,,,,,,,,,,
146168,1,True,2020-12-02,,,,,,,,,,,
146169,1,True,2021-01-01,,,,,,,,,,,
146172,2,True,2019-05-01,2021-03-03,,,,,,,,,,
146173,1,True,2018-08-03,,,,,,,,,,,
146175,1,True,2017-03-01,,,,,,,,,,,
146176,1,True,2019-04-02,,,,,,,,,,,
146179,2,True,2019-07-15,2024-06-01,,,,,,,,,,
146181,3,True,2017-07-01,2019-09-27,2021-02-01,,,,,,,,,
146183,2,True,2018-02-28,2018-03-01,,,,,,,,,,
146186,2,True,2018-02-28,2018-03-01,,,,,,,,,,
146188,1,True,2022-07-01,,,,,,,,,,,
155042,1,True,2017-01-01,,,,,,,,,,,
155061,1,True,2021-12-01,,,,,,,,,,,
155070,1,True,2018-12-01,,,,,,,,,,,
155073,1,True,2023-07-01,,,,,,,,,,,
155077,1,True,2021-12-01,,,,,,,,,,,
155104,1,True,2023-02-01,,,,,,,,,,,
155145,1,True,2018-04-01,,,,,,,,,,,
155158,1,True,2018-10-01,,,,,,,,,,,
155160,1,True,2023-01-01,,,,,,,,,,,
155191,1,True,2022-09-30,,,,,,,,,,,
155197,1,True,2017-08-01,,,,,,,,,,,
155208,1,True,2018-04-01,,,,,,,,,,,
155211,1,True,2017-07-15,,,,,,,,,,,
155214,1,True,2020-10-01,,,,,,,,,,,
155217,1,True,2020-11-01,,,,,,,,,,,
155229,1,True,2018-12-01,,,,,,,,,,,
155231,1,True,2020-07-01,,,,,,,,,,,
155237,1,True,2023-01-01,,,,,,,,,,,
155247,1,True,2021-07-01,,,,,,,,,,,
155253,4,True,2017-03-06,2017-12-31,2018-12-31,2020-01-01,,,,,,,,
155254,1,True,2017-09-01,,,,,,,,,,,
155263,1,True,2022-01-01,,,,,,,,,,,
155265,1,True,2023-12-01,,,,,,,,,,,
155266,1,True,2018-08-01,,,,,,,,,,,
155283,1,True,2018-04-01,,,,,,,,,,,
155287,1,True,2018-11-01,,,,,,,,,,,
155294,4,True,2017-03-06,2017-12-31,2018-12-31,2020-01-01,,,,,,,,
155297,1,True,2018-01-01,,,,,,,,,,,
155304,1,True,2020-10-01,,,,,,,,,,,
155305,1,True,2024-02-01,,,,,,,,,,,
155312,1,True,2023-12-01,,,,,,,,,,,
155324,1,True,2018-08-01,,,,,,,,,,,
155327,2,True,2017-01-01,2017-10-01,,,,,,,,,,
155331,1,True,2018-12-01,,,,,,,,,,,
155332,1,True,2022-10-01,,,,,,,,,,,
155333,1,True,2017-01-01,,,,,,,,,,,
155338,1,True,2020-12-31,,,,,,,,,,,
155343,1,True,2018-10-01,,,,,,,,,,,
155344,1,True,2018-10-01,,,,,,,,,,,
155348,1,True,2018-10-01,,,,,,,,,,,
155361,1,True,2021-12-17,,,,,,,,,,,
155364,1,True,2020-08-01,,,,,,,,,,,
155370,1,True,2017-04-01,,,,,,,,,,,
155374,1,True,2022-01-01,,,,,,,,,,,
155379,1,True,2018-12-01,,,,,,,,,,,
155400,1,True,2021-06-27,,,,,,,,,,,
155402,1,True,2018-09-01,,,,,,,,,,,
155404,1,True,2017-09-01,,,,,,,,,,,
155412,2,True,2017-01-01,2017-10-01,,,,,,,,,,
155414,1,True,2017-09-01,,,,,,,,,,,
155423,1,True,2018-10-01,,,,,,,,,,,
155428,1,True,2017-01-01,,,,,,,,,,,
155441,1,True,2017-09-01,,,,,,,,,,,
155446,1,True,2020-12-31,,,,,,,,,,,
155458,1,True,2017-09-01,,,,,,,,,,,
155464,1,True,2017-09-01,,,,,,,,,,,
155468,1,True,2022-01-01,,,,,,,,,,,
155473,1,True,2021-12-01,,,,,,,,,,,
155488,1,True,2023-12-01,,,,,,,,,,,
155493,1,True,2021-12-17,,,,,,,,,,,
155494,1,True,2020-11-01,,,,,,,,,,,
155505,3,True,2020-01-01,2021-08-01,2023-04-01,,,,,,,,,
155506,1,True,2017-08-01,,,,,,,,,,,
155510,1,True,2018-02-01,,,,,,,,,,,
155511,1,True,2017-09-01,,,,,,,,,,,
155519,1,True,2022-05-01,,,,,,,,,,,
155522,1,True,2018-10-01,,,,,,,,,,,
155525,1,True,2020-09-01,,,,,,,,,,,
155531,1,True,2021-12-01,,,,,,,,,,,
155532,1,True,2017-09-01,,,,,,,,,,,
155561,1,True,2023-06-01,,,,,,,,,,,
155565,1,True,2022-12-01,,,,,,,,,,,
155587,1,True,2017-07-01,,,,,,,,,,,
155593,1,True,2023-01-01,,,,,,,,,,,
155606,1,True,2018-08-01,,,,,,,,,,,
155608,1,True,2017-08-01,,,,,,,,,,,
155614,1,True,2018-01-01,,,,,,,,,,,
155616,1,True,2017-01-01,,,,,,,,,,,
155618,1,True,2021-07-01,,,,,,,,,,,
155621,2,True,2020-09-01,2022-09-01,,,,,,,,,,
155631,1,True,2021-05-01,,,,,,,,,,,
155657,1,True,2023-12-01,,,,,,,,,,,
155659,1,True,2023-12-01,,,,,,,,,,,
155666,1,True,2019-01-01,,,,,,,,,,,
155671,1,True,2021-12-17,,,,,,,,,,,
155673,1,True,2022-02-01,,,,,,,,,,,
155677,2,True,2017-01-01,2017-10-01,,,,,,,,,,
155688,1,True,2019-09-01,,,,,,,,,,,
155690,1,True,2021-12-01,,,,,,,,,,,
155699,1,True,2022-01-01,,,,,,,,,,,
155707,1,True,2018-03-01,,,,,,,,,,,
155710,2,True,2023-07-01,2024-07-01,,,,,,,,,,
155711,1,True,2017-01-01,,,,,,,,,,,
155714,1,True,2017-12-01,,,,,,,,,,,
155716,1,True,2023-07-01,,,,,,,,,,,
155717,1,True,2020-10-01,,,,,,,,,,,
155718,1,True,2018-10-01,,,,,,,,,,,
155728,1,True,2022-12-01,,,,,,,,,,,
155730,1,True,2020-07-01,,,,,,,,,,,
155732,1,True,2021-12-17,,,,,,,,,,,
155734,1,True,2020-11-01,,,,,,,,,,,
155742,1,True,2020-11-01,,,,,,,,,,,
155743,1,True,2018-04-01,,,,,,,,,,,
155755,1,True,2018-07-01,,,,,,,,,,,
155764,2,True,2017-02-08,2017-07-01,,,,,,,,,,
155765,1,True,2018-06-27,,,,,,,,,,,
155768,1,True,2024-01-01,,,,,,,,,,,
155770,2,True,2018-12-01,2022-01-01,,,,,,,,,,
155785,1,True,2021-12-17,,,,,,,,,,,
155789,1,True,2020-11-01,,,,,,,,,,,
155794,1,True,2021-01-01,,,,,,,,,,,
155807,1,True,2017-09-01,,,,,,,,,,,
155814,1,True,2021-12-01,,,,,,,,,,,
155820,1,True,2017-09-01,,,,,,,,,,,
155821,2,True,2017-01-01,2017-10-01,,,,,,,,,,
155825,4,True,2017-05-01,2018-10-01,2019-06-01,2021-07-22,,,,,,,,
155826,1,True,2018-11-14,,,,,,,,,,,
155827,1,True,2017-08-01,,,,,,,,,,,
155835,2,True,2018-01-01,2023-11-01,,,,,,,,,,
155836,1,True,2017-10-01,,,,,,,,,,,
155840,2,True,2018-01-01,2023-11-01,,,,,,,,,,
155841,2,True,2017-10-01,2023-02-01,,,,,,,,,,
155842,1,True,2019-03-01,,,,,,,,,,,
155843,1,True,2019-09-01,,,,,,,,,,,
155844,1,True,2018-01-01,,,,,,,,,,,
155846,1,True,2019-01-01,,,,,,,,,,,
155849,2,True,2018-10-01,2019-03-01,,,,,,,,,,
155851,2,True,2018-10-01,2019-01-01,,,,,,,,,,
155852,2,True,2018-10-01,2019-01-01,,,,,,,,,,
155854,2,True,2018-10-01,2019-09-01,,,,,,,,,,
155856,2,True,2021-01-01,2021-06-01,,,,,,,,,,
155857,1,True,2023-02-01,,,,,,,,,,,
165017,2,True,2018-07-26,2023-04-01,,,,,,,,,,
165033,2,True,2018-07-26,2023-04-01,,,,,,,,,,
165034,2,True,2018-07-26,2023-04-01,,,,,,,,,,
165082,2,True,2017-07-01,2023-07-01,,,,,,,,,,
165104,2,True,2018-07-26,2023-04-01,,,,,,,,,,
165110,1,True,2018-08-01,,,,,,,,,,,
165145,1,True,2018-09-01,,,,,,,,,,,
165151,1,True,2017-04-07,,,,,,,,,,,
165152,1,True,2024-08-15,,,,,,,,,,,
165158,4,True,2017-03-06,2017-12-31,2018-12-31,2019-09-17,,,,,,,,
165161,1,True,2018-12-12,,,,,,,,,,,
165162,2,True,2019-04-04,2019-10-17,,,,,,,,,,
165169,1,True,2019-01-01,,,,,,,,,,,
165170,1,True,2020-03-01,,,,,,,,,,,
165173,2,True,2021-06-10,2024-01-14,,,,,,,,,,
165174,3,True,2021-06-10,2023-02-02,2024-01-14,,,,,,,,,
165175,2,True,2020-10-22,2024-04-17,,,,,,,,,,
165179,1,True,2020-03-01,,,,,,,,,,,
165181,1,True,2021-06-10,,,,,,,,,,,
165185,1,True,2018-09-01,,,,,,,,,,,
165186,1,True,2019-01-01,,,,,,,,,,,
165187,1,True,2019-01-01,,,,,,,,,,,
165188,2,True,2017-03-06,2019-09-17,,,,,,,,,,
165189,1,True,2019-01-01,,,,,,,,,,,
165190,1,True,2019-01-01,,,,,,,,,,,
165191,1,True,2019-01-01,,,,,,,,,,,
165192,1,True,2019-01-01,,,,,,,,,,,
165196,2,True,2021-06-10,2024-01-14,,,,,,,,,,
165197,3,True,2021-06-10,2023-02-02,2024-01-14,,,,,,,,,
165198,3,True,2021-06-10,2023-02-02,2024-01-14,,,,,,,,,
165202,4,True,2017-03-06,2017-12-31,2018-12-31,2019-09-17,,,,,,,,
165203,1,True,2018-09-01,,,,,,,,,,,
165204,1,True,2021-07-01,,,,,,,,,,,
165205,1,True,2019-01-01,,,,,,,,,,,
165206,1,True,2018-09-01,,,,,,,,,,,
165207,1,True,2019-01-01,,,,,,,,,,,
165208,1,True,2020-03-01,,,,,,,,,,,
165211,1,True,2019-01-01,,,,,,,,,,,
165217,1,True,2022-11-01,,,,,,,,,,,
165218,3,True,2017-01-01,2021-07-01,2023-07-01,,,,,,,,,
165220,3,True,2017-03-06,2018-12-31,2019-09-17,,,,,,,,,
165227,1,True,2020-03-01,,,,,,,,,,,
165230,2,True,2019-05-31,2019-10-17,,,,,,,,,,
165231,1,True,2020-03-01,,,,,,,,,,,
165233,1,True,2020-03-01,,,,,,,,,,,
165235,1,True,2021-06-10,,,,,,,,,,,
165236,1,True,2019-01-01,,,,,,,,,,,
165238,1,True,2021-06-10,,,,,,,,,,,
165240,1,True,2019-01-01,,,,,,,,,,,
165247,1,True,2019-01-01,,,,,,,,,,,
165248,1,True,2021-06-10,,,,,,,,,,,
165252,2,True,2017-01-01,2019-12-01,,,,,,,,,,
165260,3,True,2017-11-01,2018-01-01,2021-05-14,,,,,,,,,
165268,1,True,2017-03-27,,,,,,,,,,,
165272,1,True,2020-03-01,,,,,,,,,,,
165275,1,True,2021-06-10,,,,,,,,,,,
165279,1,True,2020-12-31,,,,,,,,,,,
165280,1,True,2019-05-31,,,,,,,,,,,
165284,1,True,2021-06-10,,,,,,,,,,,
165290,1,True,2022-03-03,,,,,,,,,,,
165296,1,True,2022-08-16,,,,,,,,,,,
165301,1,True,2021-11-01,,,,,,,,,,,
